seed,method,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATE,TXCOUNT,ACKRATE,ACKCOUNT,PDR,VIOLATIONS,POSTRIG,VELTRIG,AOITRIG,TIMEOUTTRIG,MEANSCALE,MINSCALE,ESTAOI,SUPPRINFLIGHT,MEANOUTST,MAXOUTST,ACKCUMGAIN,DUPACK,HARDRATIO,ADAPTRATIO,REFRESHRATIO,CDBLOCKED,INFLBLOCKED,STALEACKDISC,FORMFAIL,SAFEFAIL
17,A2c Fixed-OL,Clean,0.0444279179105767,0.0569849735394846,0.544052937981103,0.0700544959128065,7.42222222222222,2672,7.42222222222222,2672,1,0,0.0793413173652695,0.00973053892215569,0.910928143712575,0,0.5,0.5,0.0700472297910993,0,0,0,1,0,0,0,0,0,0,0,0,0
18,A2c Fixed-OL,Clean,0.0444279179105767,0.0569849735394846,0.544052937981103,0.0700544959128065,7.42222222222222,2672,7.42222222222222,2672,1,0,0.0793413173652695,0.00973053892215569,0.910928143712575,0,0.5,0.5,0.0700472297910993,0,0,0,1,0,0,0,0,0,0,0,0,0
19,A2c Fixed-OL,Clean,0.0444279179105767,0.0569849735394846,0.544052937981103,0.0700544959128065,7.42222222222222,2672,7.42222222222222,2672,1,0,0.0793413173652695,0.00973053892215569,0.910928143712575,0,0.5,0.5,0.0700472297910993,0,0,0,1,0,0,0,0,0,0,0,0,0
20,A2c Fixed-OL,Clean,0.0444279179105767,0.0569849735394846,0.544052937981103,0.0700544959128065,7.42222222222222,2672,7.42222222222222,2672,1,0,0.0793413173652695,0.00973053892215569,0.910928143712575,0,0.5,0.5,0.0700472297910993,0,0,0,1,0,0,0,0,0,0,0,0,0
1,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
2,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
3,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
4,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
5,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
6,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
7,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
8,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
9,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
10,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
11,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
12,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
13,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
14,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
15,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
16,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
17,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
18,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
19,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
20,A3c Adapt-OL,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0600054495912814,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
1,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
2,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
3,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
4,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
5,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
6,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
7,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
8,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
9,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
10,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
11,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
12,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
13,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
14,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
15,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
16,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
17,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
18,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
19,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
20,A4c Dual-mem,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,8.41111111111111,3028,1,0,0.0700132100396301,0.00858652575957728,0.921400264200793,0,0.495836109260521,0.375,0.0799945504087201,0,0,0,1.00132275132275,0,0,0,0,0,0,0,0,0
1,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
2,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
3,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
4,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
5,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
6,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
7,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
8,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
9,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
10,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
11,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
12,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
13,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
14,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
15,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
16,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
17,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
18,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
19,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
20,A5c Innov-pri,Clean,0.0383171251773151,0.0496234471531398,0.55068721207118,0.0599818346957312,8.43888888888889,3038,8.43888888888889,3038,1,0,0.0704410796576695,0.00855826201448321,0.903884134298881,0,0.496052631578975,0.474999999999989,0.0800054495912814,0,0,0,1.00197889182058,0,0.0789993416721527,0.903884134298881,0.0171165240289664,0,0,0,0,0
1,P10,Moderate,0.0956711855142559,0.124983848331451,0.477283112110429,0.155034816833182,10,3600,0,0,0.798888888888889,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
2,P10,Moderate,0.0959031869099733,0.13367259594351,0.483957648974255,0.156669694217378,10,3600,0,0,0.793333333333333,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
3,P10,Moderate,0.0940918073582001,0.123611028410415,0.484845012938182,0.153558885861338,10,3600,0,0,0.802222222222222,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
4,P10,Moderate,0.0965659709083037,0.13278827645053,0.482038714739295,0.157207084468665,10,3600,0,0,0.795277777777778,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
5,P10,Moderate,0.0943517562236566,0.121135893598655,0.482527378725369,0.15349076597033,10,3600,0,0,0.803055555555556,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
6,P10,Moderate,0.0956275171773849,0.127142612186676,0.473644122930408,0.154209809264305,10,3600,0,0,0.801111111111111,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
7,P10,Moderate,0.0974281188679367,0.131346838409672,0.476553270514759,0.156964880411747,10,3600,0,0,0.795555555555556,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
8,P10,Moderate,0.0945705584138052,0.124063638569975,0.484511711567061,0.153422646079322,10,3600,0,0,0.798333333333333,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
9,P10,Moderate,0.0947113413559881,0.121898015017799,0.479853129274019,0.153362095065093,10,3600,0,0,0.809722222222222,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
10,P10,Moderate,0.0950827812896502,0.128258385213258,0.479100827641218,0.153528610354224,10,3600,0,0,0.817222222222222,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
11,P10,Moderate,0.0974123617479501,0.127664651071257,0.478131037583025,0.156896760520739,10,3600,0,0,0.794444444444445,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
12,P10,Moderate,0.0972605739716713,0.128258877532572,0.47675837702204,0.157517408416591,10,3600,0,0,0.788611111111111,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
13,P10,Moderate,0.0950551892724882,0.125537315350273,0.485131596959722,0.154308204662428,10,3600,0,0,0.803333333333333,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
14,P10,Moderate,0.0954845460539749,0.129284031354225,0.473213974573995,0.154224947017863,10,3600,0,0,0.798888888888889,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
15,P10,Moderate,0.0952556395681961,0.126780151144171,0.481520533967283,0.155731153496821,10,3600,0,0,0.795277777777778,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
16,P10,Moderate,0.0949918549025164,0.124400613496514,0.481785867314818,0.154406600060551,10,3600,0,0,0.798611111111111,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
17,P10,Moderate,0.0941078694266169,0.122939763816308,0.483945841657241,0.153710263396912,10,3600,0,0,0.801666666666667,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
18,P10,Moderate,0.0961211882031556,0.130596188694023,0.476125947944982,0.156071752951862,10,3600,0,0,0.797222222222222,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
19,P10,Moderate,0.095492625958207,0.126707703778598,0.479313036590262,0.155080230093854,10,3600,0,0,0.803333333333333,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
20,P10,Moderate,0.0970387299698355,0.12616576692169,0.482367869808402,0.155504087193461,10,3600,0,0,0.800555555555556,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
1,P20,Moderate,0.0729358860101472,0.0944474013965605,0.507611325681648,0.118486224644263,20,7200,0,0,0.79625,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
2,P20,Moderate,0.0730539013877547,0.09547215156598,0.510091240290732,0.1189842567363,20,7200,0,0,0.796388888888889,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
3,P20,Moderate,0.0724360727802756,0.0938716686990132,0.510754177867948,0.11802906448683,20,7200,0,0,0.799305555555555,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
4,P20,Moderate,0.0731632050248038,0.0971772641270892,0.509167796354873,0.11868604299122,20,7200,0,0,0.794444444444445,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
5,P20,Moderate,0.0726144629684276,0.0930228283907339,0.5089468329671,0.117779291553133,20,7200,0,0,0.803194444444444,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0
