seed,method,dt,scenario,RMSE,MINSEP,SAFEFAIL,DIVERGED,DATARATE,TRUEAOI,TRACEHASH
11,Causal-v3,dt0.01,Stressed,0.118427803234979,0.451269568819402,0,0,203.4,0.184779191276692,6.79923521062104e+15
12,Causal-v3,dt0.01,Stressed,0.11844483960298,0.44857907999687,0,0,202.533333333333,0.185033621081327,6.14524292652203e+15
13,Causal-v3,dt0.01,Stressed,0.119387111238083,0.454407854870644,0,0,202.133333333333,0.18657201272149,5.62416186995704e+15
14,Causal-v3,dt0.01,Stressed,0.11951941207698,0.445866211073833,0,0,202.633333333333,0.186802816901409,6.85939095320722e+15
15,Causal-v3,dt0.01,Stressed,0.118442114903103,0.45689967670096,0,0,202.766666666667,0.18367287596547,5.52069252860882e+15
16,Causal-v3,dt0.01,Stressed,0.117688096613494,0.457396617972135,0,0,202.666666666667,0.183612903225806,6.87720670649618e+15
17,Causal-v3,dt0.01,Stressed,0.116428062986735,0.455383810321147,0,0,202.766666666667,0.182451158564289,6.10472824714194e+15
18,Causal-v3,dt0.01,Stressed,0.11729870103844,0.452753385895434,0,0,203.366666666667,0.182751022262608,6.23840382766437e+15
19,Causal-v3,dt0.01,Stressed,0.117229733233498,0.455888007135361,0,0,203.033333333333,0.182919127669241,5.60663667866846e+15
20,Causal-v3,dt0.01,Stressed,0.119250582232776,0.451225518501587,0,0,202.5,0.185910040890504,6.14857590668094e+15
1,P10,dt0.02,Stressed,0.145698579527397,0.422953896912225,0,0,100,0.233832879200727,6.60074120008728e+15
2,P10,dt0.02,Stressed,0.14474576374474,0.417611527493177,0,0,100,0.233351498637602,6.0058897573283e+15
3,P10,dt0.02,Stressed,0.149248790037942,0.41664256999761,0,0,100,0.237992733878293,6.06510886312216e+15
4,P10,dt0.02,Stressed,0.148518521153625,0.423834769516019,0,0,100,0.237729336966394,5.56321731082443e+15
5,P10,dt0.02,Stressed,0.151180669795267,0.408950429617675,0,0,100,0.241462306993642,6.04923404358808e+15
6,P10,dt0.02,Stressed,0.148085506621833,0.41249771553985,0,0,100,0.237111716621253,7.43288246277259e+15
7,P10,dt0.02,Stressed,0.150811538923118,0.417177205253226,0,0,100,0.240290644868302,6.24917942171736e+15
8,P10,dt0.02,Stressed,0.143870592624539,0.422011772542569,0,0,100,0.232406902815622,6.21570474740133e+15
9,P10,dt0.02,Stressed,0.146769602977274,0.417138676215468,0,0,100,0.237756584922797,6.40656310326392e+15
10,P10,dt0.02,Stressed,0.14652479303764,0.39473893457766,0,0,100,0.236194368755677,7.75185521845874e+15
11,P10,dt0.02,Stressed,0.144429269715724,0.414378801069563,0,0,100,0.228882833787466,6.79923521062104e+15
12,P10,dt0.02,Stressed,0.150306738612355,0.401477323895367,0,0,100,0.242234332425068,6.14524292652203e+15
13,P10,dt0.02,Stressed,0.149521136255658,0.408901696629454,0,0,100,0.240072661217075,5.62416186995704e+15
14,P10,dt0.02,Stressed,0.148545992033073,0.411004355516641,0,0,100,0.239881925522253,6.85939095320722e+15
15,P10,dt0.02,Stressed,0.15095747168754,0.411445243987714,0,0,100,0.239745685740236,5.52069252860882e+15
16,P10,dt0.02,Stressed,0.145729430720037,0.422813018156921,0,0,100,0.233433242506812,6.87720670649618e+15
17,P10,dt0.02,Stressed,0.145174903493644,0.416959757521554,0,0,100,0.232788374205268,6.10472824714194e+15
18,P10,dt0.02,Stressed,0.146438637453559,0.422284420393216,0,0,100,0.236403269754769,6.23840382766437e+15
19,P10,dt0.02,Stressed,0.148557241290028,0.402294638468458,0,0,100,0.238455949137148,5.60663667866846e+15
20,P10,dt0.02,Stressed,0.152864905230848,0.417626938304281,0,0,100,0.243623978201635,6.14857590668094e+15
1,P20,dt0.02,Stressed,0.111964311070292,0.45906181026222,0,0,200,0.178672116257947,6.60074120008728e+15
2,P20,dt0.02,Stressed,0.112210982365245,0.458488980004258,0,0,200,0.178999091734787,6.0058897573283e+15
3,P20,dt0.02,Stressed,0.113085179598647,0.457576073065964,0,0,200,0.180663033605813,6.06510886312216e+15
4,P20,dt0.02,Stressed,0.112564024351435,0.46043996819644,0,0,200,0.179636693914623,5.56321731082443e+15
5,P20,dt0.02,Stressed,0.112735599556443,0.455547038723943,0,0,200,0.17994187102634,6.04923404358808e+15
6,P20,dt0.02,Stressed,0.112219999769138,0.456979829888939,0,0,200,0.177992733878292,7.43288246277259e+15
7,P20,dt0.02,Stressed,0.112827114436954,0.460523757015251,0,0,200,0.179525885558583,6.24917942171736e+15
8,P20,dt0.02,Stressed,0.111180380547407,0.457150473779925,0,0,200,0.177765667574932,6.21570474740133e+15
9,P20,dt0.02,Stressed,0.111341045420966,0.460527044016786,0,0,200,0.177611262488647,6.40656310326392e+15
10,P20,dt0.02,Stressed,0.112736221088878,0.456396658197511,0,0,200,0.179803814713897,7.75185521845874e+15
11,P20,dt0.02,Stressed,0.111746128017348,0.455375050342971,0,0,200,0.176795640326976,6.79923521062104e+15
12,P20,dt0.02,Stressed,0.111422160354265,0.45934006989608,0,0,200,0.177930971843778,6.14524292652203e+15
13,P20,dt0.02,Stressed,0.112011837373388,0.456324758009019,0,0,200,0.17952770208901,5.62416186995704e+15
14,P20,dt0.02,Stressed,0.113018166070291,0.46076035086247,0,0,200,0.18022706630336,6.85939095320722e+15
15,P20,dt0.02,Stressed,0.112838415384039,0.453862223015223,0,0,200,0.179331516802906,5.52069252860882e+15
16,P20,dt0.02,Stressed,0.111544019095852,0.462793731391086,0,0,200,0.178261580381471,6.87720670649618e+15
17,P20,dt0.02,Stressed,0.111504017414283,0.459004372044506,0,0,200,0.177634877384196,6.10472824714194e+15
18,P20,dt0.02,Stressed,0.112499112737289,0.461138477724948,0,0,200,0.179338782924614,6.23840382766437e+15
19,P20,dt0.02,Stressed,0.111273259579565,0.460025880684604,0,0,200,0.177618528610354,5.60663667866846e+15
20,P20,dt0.02,Stressed,0.112623205718001,0.455699767799374,0,0,200,0.179771117166212,6.14857590668094e+15
1,Causal-v3,dt0.02,Stressed,0.119656939230396,0.444054656117966,0,0,182.9,0.189869209809264,6.60074120008728e+15
2,Causal-v3,dt0.02,Stressed,0.120104933614181,0.446595687457923,0,0,183.133333333333,0.192032697547684,6.0058897573283e+15
3,Causal-v3,dt0.02,Stressed,0.121257113822266,0.446032088950724,0,0,182.866666666667,0.193782016348774,6.06510886312216e+15
4,Causal-v3,dt0.02,Stressed,0.120519079271724,0.446962240495395,0,0,182.666666666667,0.192076294277929,5.56321731082443e+15
5,Causal-v3,dt0.02,Stressed,0.119666508831992,0.449751257578899,0,0,182.9,0.19132970027248,6.04923404358808e+15
6,Causal-v3,dt0.02,Stressed,0.118723698171743,0.445559860163123,0,0,183.033333333333,0.189122615803815,7.43288246277259e+15
7,Causal-v3,dt0.02,Stressed,0.120031495100124,0.443926078578471,0,0,183.2,0.191732970027248,6.24917942171736e+15
8,Causal-v3,dt0.02,Stressed,0.11772093651953,0.447894991951117,0,0,182.933333333333,0.188114441416894,6.21570474740133e+15
9,Causal-v3,dt0.02,Stressed,0.118161313638248,0.444717917033053,0,0,182.9,0.189907356948229,6.40656310326392e+15
10,Causal-v3,dt0.02,Stressed,0.11995998764233,0.447259079081031,0,0,182.933333333333,0.190686648501362,7.75185521845874e+15
11,Causal-v3,dt0.02,Stressed,0.117650098506619,0.45016097583096,0,0,183,0.188054495912806,6.79923521062104e+15
12,Causal-v3,dt0.02,Stressed,0.118150204073303,0.452376918269289,0,0,182.833333333333,0.187945504087193,6.14524292652203e+15
13,Causal-v3,dt0.02,Stressed,0.118674122763074,0.448809548960576,0,0,182.933333333333,0.191013623978202,5.62416186995704e+15
14,Causal-v3,dt0.02,Stressed,0.119910980540607,0.453966906844359,0,0,182.966666666667,0.191035422343324,6.85939095320722e+15
15,Causal-v3,dt0.02,Stressed,0.12113670397823,0.454776638423383,0,0,182.9,0.192174386920981,5.52069252860882e+15
16,Causal-v3,dt0.02,Stressed,0.119838734704546,0.445997693192799,0,0,182.866666666667,0.192141689373297,6.87720670649618e+15
17,Causal-v3,dt0.02,Stressed,0.118201675856071,0.452204769130768,0,0,182.933333333333,0.187743869209809,6.10472824714194e+15
18,Causal-v3,dt0.02,Stressed,0.12080680962707,0.445755147238594,0,0,182.8,0.193700272479564,6.23840382766437e+15
19,Causal-v3,dt0.02,Stressed,0.117571942972048,0.457406028548299,0,0,182.966666666667,0.188108991825613,5.60663667866846e+15
20,Causal-v3,dt0.02,Stressed,0.119868552528897,0.444666861394653,0,0,182.566666666667,0.189613079019074,6.14857590668094e+15
1,P10,dt0.04,Stressed,0.140660434126408,0.411318175829654,0,0,100,0.235716878402904,6.60074120008728e+15
2,P10,dt0.04,Stressed,0.13966727243439,0.422210127884061,0,0,100,0.234838475499093,6.0058897573283e+15
3,P10,dt0.04,Stressed,0.144396758094111,0.42465361045616,0,0,100,0.240958257713249,6.06510886312216e+15
4,P10,dt0.04,Stressed,0.14376376832447,0.424607971192194,0,0,100,0.24064609800363,5.56321731082443e+15
5,P10,dt0.04,Stressed,0.143779537353036,0.411564581074632,0,0,100,0.241110707803993,6.04923404358808e+15
6,P10,dt0.04,Stressed,0.141647195092145,0.423575711139236,0,0,100,0.236842105263158,7.43288246277259e+15
7,P10,dt0.04,Stressed,0.143498768161549,0.424773658815397,0,0,100,0.237691470054446,6.24917942171736e+15
8,P10,dt0.04,Stressed,0.138674790175369,0.424799447199617,0,0,100,0.233009074410163,6.21570474740133e+15
9,P10,dt0.04,Stressed,0.14128436683607,0.421989380295856,0,0,100,0.23783666061706,6.40656310326392e+15
10,P10,dt0.04,Stressed,0.14292845932278,0.412562720916512,0,0,100,0.240392014519056,7.75185521845874e+15
11,P10,dt0.04,Stressed,0.136863237371822,0.424639425973329,0,0,100,0.228914700544465,6.79923521062104e+15
12,P10,dt0.04,Stressed,0.138715881408133,0.425553391143982,0,0,100,0.23243557168784,6.14524292652203e+15
13,P10,dt0.04,Stressed,0.1424668304648,0.422349539045768,0,0,100,0.238678765880218,5.62416186995704e+15
14,P10,dt0.04,Stressed,0.145483694231024,0.421807170739216,0,0,100,0.24519056261343,6.85939095320722e+15
15,P10,dt0.04,Stressed,0.140964606077764,0.415566321743184,0,0,100,0.237560798548094,5.52069252860882e+15
16,P10,dt0.04,Stressed,0.140901700627197,0.429174199529599,0,0,100,0.240450090744102,6.87720670649618e+15
17,P10,dt0.04,Stressed,0.14141336739911,0.426489097820672,0,0,100,0.235963702359347,6.10472824714194e+15
18,P10,dt0.04,Stressed,0.138537015335441,0.421440078796043,0,0,100,0.231223230490018,6.23840382766437e+15
19,P10,dt0.04,Stressed,0.145067834183934,0.421654455255156,0,0,100,0.241168784029038,5.60663667866846e+15
20,P10,dt0.04,Stressed,0.140735137599675,0.428829189226076,0,0,100,0.236457350272232,6.14857590668094e+15
1,P20,dt0.04,Stressed,0.106188852900173,0.465534120452066,0,0,200,0.179738656987296,6.60074120008728e+15
2,P20,dt0.04,Stressed,0.105831222647321,0.466079918505921,0,0,200,0.178736842105263,6.0058897573283e+15
3,P20,dt0.04,Stressed,0.107292932402589,0.46649861878358,0,0,200,0.181705989110708,6.06510886312216e+15
4,P20,dt0.04,Stressed,0.106862018597719,0.468724500441732,0,0,200,0.181110707803993,5.56321731082443e+15
5,P20,dt0.04,Stressed,0.107743776548466,0.453962080144566,0,0,200,0.182039927404719,6.04923404358808e+15
6,P20,dt0.04,Stressed,0.106386433999018,0.464607693548751,0,0,200,0.179963702359347,7.43288246277259e+15
7,P20,dt0.04,Stressed,0.105932736840841,0.466735415046528,0,0,200,0.178787658802178,6.24917942171736e+15
8,P20,dt0.04,Stressed,0.105239039711436,0.467999069105886,0,0,200,0.177843920145191,6.21570474740133e+15
9,P20,dt0.04,Stressed,0.106133140027508,0.467065322511376,0,0,200,0.179898366606171,6.40656310326392e+15
10,P20,dt0.04,Stressed,0.108360090071285,0.45964188219476,0,0,200,0.183281306715064,7.75185521845874e+15
11,P20,dt0.04,Stressed,0.105228660875603,0.467057628654345,0,0,200,0.178083484573503,6.79923521062104e+15
12,P20,dt0.04,Stressed,0.106643154986691,0.467906009528501,0,0,200,0.180021778584392,6.14524292652203e+15
13,P20,dt0.04,Stressed,0.106720226655488,0.462850892166878,0,0,200,0.180529945553539,5.62416186995704e+15
14,P20,dt0.04,Stressed,0.107123453360336,0.46475778041604,0,0,200,0.180842105263158,6.85939095320722e+15
15,P20,dt0.04,Stressed,0.107749008960731,0.459359427582101,0,0,200,0.181219600725953,5.52069252860882e+15
16,P20,dt0.04,Stressed,0.106244800912257,0.465371724752271,0,0,200,0.180784029038113,6.87720670649618e+15
17,P20,dt0.04,Stressed,0.10678656428053,0.467333259025919,0,0,200,0.179600725952813,6.10472824714194e+15
18,P20,dt0.04,Stressed,0.106147270071082,0.466733180466694,0,0,200,0.179470054446461,6.23840382766437e+15
19,P20,dt0.04,Stressed,0.106704409344451,0.466428732213053,0,0,200,0.180123411978222,5.60663667866846e+15
20,P20,dt0.04,Stressed,0.105883108743669,0.469590311401205,0,0,200,0.178620689655172,6.14857590668094e+15
1,Causal-v3,dt0.04,Stressed,0.127806775652833,0.441641392135254,0,0,133.1,0.214787658802178,6.60074120008728e+15
2,Causal-v3,dt0.04,Stressed,0.12793230721705,0.433134459870745,0,0,133.066666666667,0.214018148820327,6.0058897573283e+15
3,Causal-v3,dt0.04,Stressed,0.127941549081495,0.435495903574083,0,0,132.966666666667,0.215092558983666,6.06510886312216e+15
4,Causal-v3,dt0.04,Stressed,0.127708269278722,0.440654362365672,0,0,132.966666666667,0.215361161524501,5.56321731082443e+15
5,Causal-v3,dt0.04,Stressed,0.129325563732586,0.431953909317117,0,0,133.1,0.217023593466425,6.04923404358808e+15
6,Causal-v3,dt0.04,Stressed,0.126584994821459,0.440618089944201,0,0,133.033333333333,0.213059891107078,7.43288246277259e+15
7,Causal-v3,dt0.04,Stressed,0.126825136825331,0.438240847358674,0,0,133.133333333333,0.212275862068966,6.24917942171736e+15
8,Causal-v3,dt0.04,Stressed,0.124028773021965,0.444822391795232,0,0,133.133333333333,0.209843920145191,6.21570474740133e+15
9,Causal-v3,dt0.04,Stressed,0.126915212826297,0.444041418459384,0,0,132.966666666667,0.214359346642468,6.40656310326392e+15
10,Causal-v3,dt0.04,Stressed,0.130110601219065,0.434617510285374,0,0,132.833333333333,0.216304900181488,7.75185521845874e+15
11,Causal-v3,dt0.04,Stressed,0.124139864620488,0.44111595493938,0,0,133.066666666667,0.209125226860254,6.79923521062104e+15
12,Causal-v3,dt0.04,Stressed,0.12673730753098,0.44236822845345,0,0,132.866666666667,0.212101633393829,6.14524292652203e+15
13,Causal-v3,dt0.04,Stressed,0.127147442203151,0.443927963212377,0,0,133.133333333333,0.213226860254084,5.62416186995704e+15
14,Causal-v3,dt0.04,Stressed,0.128707919455572,0.441893992816928,0,0,132.9,0.216413793103448,6.85939095320722e+15
15,Causal-v3,dt0.04,Stressed,0.126170929345424,0.442568587728456,0,0,133.1,0.211426497277677,5.52069252860882e+15
16,Causal-v3,dt0.04,Stressed,0.123375388967184,0.443070650569187,0,0,133,0.208711433756806,6.87720670649618e+15
17,Causal-v3,dt0.04,Stressed,0.12721333081004,0.432616086966362,0,0,133.033333333333,0.211854809437387,6.10472824714194e+15
18,Causal-v3,dt0.04,Stressed,0.125772443428973,0.43984804788101,0,0,133.066666666667,0.210715063520871,6.23840382766437e+15
19,Causal-v3,dt0.04,Stressed,0.124830184715241,0.441533348068221,0,0,133.1,0.210010889292196,5.60663667866846e+15
20,Causal-v3,dt0.04,Stressed,0.125070840162191,0.441140140353322,0,0,133.1,0.209248638838475,6.14857590668094e+15
