arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-iid20-emergency,closure,none,16094329,919320,15463235,15463235,0,1164366,610566,18757613887,51742546,46949,656500630,139622678,139622678,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,1.07891286798101,0,1.07891286798101,0,13396,0.860792027672768,1,0.179767529275946,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.374251497005988,0.299313768433348,1,3,12,18,1,0.127323512277743,0.236018974863118,0.118680415477911,0.0859573913079577,0.197982166364737,0.0481935223006287,1,1,326,1,1,1,20,20,5,5,28,12,0,0,0,0,0,0,0,962,962,286,286,125,125,4100,0.1312,0.1312,1,4.44089209850063e-16,0,0,0.156758146368962,0.159153700949124,1.0272602627109,0,0,1.47455999999999,0.1312,0.152929523809523
closure-response-blackout-emergency,closure,response-blackout,16094329,919320,15463235,15463235,0,1164366,610566,18510217395,50046657,46949,657359981,139622678,139622678,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,1.06700833546318,0,1.06700833546318,0,13396,0.849971655206486,1,0.179767529275946,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.901197604790419,0.921448386625785,1,3,60,147,0,0.127739582746815,0.234112659832798,0.11737091690095,0.0868323811338203,0.195493480697492,0.0446248179237898,1,1,326,1,1,1,116,116,29,29,183,49,0,0,0,0,0,0,0,978,978,270,270,301,301,12622,0.403903999999999,0.403904,1,4.44089209850063e-16,0,0,0.151329756336272,0.153393472371474,1.02984735234458,0,0,1.47455999999999,0.403903999999999,0.178901333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094329,919320,15463235,15463235,0,1164366,610566,18510217395,50046657,46949,430256603,139622678,139622678,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.34282502685563,0,7.34282502685563,0,13396,6.45320478781902,0,-0.112124056630927,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.901197604790419,0.921448386625785,1,3,60,147,0,0.481258946893458,0.875238037187292,0.807710752954119,0.244546088646697,0.431171362532961,0.709852526660092,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,795,795,221,221,301,301,12622,0.403903999999999,0.403904,1,4.44089209850063e-16,0,0,0.372310903105552,0.384905069603856,0.772877570166865,0,0,1.11820799999999,0.403903999999999,0.144963047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094329,919320,15463235,15463235,0,1164366,610566,18731428568,49664386,46949,657214334,139622678,139622678,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.07324827023743,0,1.07324827023743,0,14018,0.850053988562164,1,0.150395481661566,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.127013222118216,0.234939185385237,0.118057309726117,0.0863158422090193,0.195512417369298,0.0444364776480073,1,1,326,1,1,1,87,87,0,29,136,38,0,0,0,0,0,0,0,974,974,274,274,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.148495296937778,0.162212455674275,1.06477067378048,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094329,919320,15463235,15463235,0,1164366,610566,18689720389,52392092,46949,657300321,139622678,139622678,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,1.06732432692166,0,1.06732432692166,0,13396,0.849972316667693,1,0.179767529275946,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.389221556886228,0.309534238574974,1,3,12,18,6,0.127511312265341,0.234133537299694,0.117405675961383,0.0865687004365436,0.195493632833569,0.0446357846250298,1,1,326,1,1,1,92,92,5,29,147,37,0,0,0,0,0,0,0,982,982,266,266,130,130,4240,0.13568,0.13568,1,4.44089209850063e-16,0,0,0.151203401966242,0.153258848504926,1.02950268534008,0,0,1.47455999999999,0.13568,0.153356190476189
periodic-iid20,periodic,none,16094330,847931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109045806593004,0.109412192772991,1.05358814933169,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094330,847931,12584618,12584618,0,1215074,610566,18831814714,51772087,46949,656784870,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,1.04752724309676,0,1.04752724309676,0,13440,0.820378239239572,1,0.174146708051989,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.374251497005988,0.302525916192145,3,4,12,14,2,0.162887665518314,0.216109149487959,0.115227996740643,0.0601190837180423,0.188686995025102,0.0682065387044331,1,1,326,1,1,1,28,28,7,7,49,7,0,0,0,0,0,0,0,1022,1022,226,226,125,125,4144,0.132608,0.132608,1,1.11022302462516e-16,0,0,0.143272967031979,0.145974805986669,1.03314949823842,0,0,1.47455999999999,0.132608,0.153063619047618
closure-response-blackout-emergency,closure,response-blackout,16094330,847931,12584618,12584618,0,1215074,610566,18584418222,50444005,46949,656876525,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,1.00948076788856,0,1.00948076788856,0,13440,0.821163366237989,1,0.174146708051989,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.929770769455395,3,4,60,146,0,0.16304520514053,0.214742606465266,0.111042884467742,0.0599768206941393,0.188867574234737,0.0695713194814709,1,1,326,1,1,1,115,115,28,29,196,34,0,0,0,0,0,0,0,1028,1028,220,220,303,303,12736,0.407551999999999,0.407552,1,8.88178419700125e-16,0,0,0.140760704884096,0.143317697803164,1.0310608155902,0,0,1.47455999999999,0.407551999999999,0.179248761904761
closure-response-blackout-no-emergency,closure,response-blackout,16094330,847931,12584618,12584618,0,1215074,610566,18584418222,50444005,46949,431697600,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.35720295606629,0,7.35720295606629,0,13440,6.41402431794095,0,-0.128194015099143,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.929770769455395,3,4,60,146,0,0.487019766909308,0.875413434927845,0.809292325167292,0.216486460920626,0.424123723986146,0.705542674973505,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,832,832,186,186,303,303,12736,0.407551999999999,0.407552,1,8.88178419700125e-16,0,0,0.366535375651024,0.379513383349288,0.78856500716012,0,0,1.12127999999999,0.407551999999999,0.145603047619047
closure-prepare-blackout-emergency,closure,prepare-blackout,16094330,847931,12584618,12584618,0,1215074,610566,18810026839,49748060,46949,656351643,139573278,139573278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.02564657160625,0,1.02564657160625,0,14018,0.821124630934328,1,0.153838854461193,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.16373860147494,0.21561639795178,0.112821122876687,0.0731678940964084,0.188858665114895,0.0691634875967084,1,1,326,1,1,1,86,86,0,29,146,26,0,0,0,0,0,0,0,1023,1023,225,225,10,10,408,0.013056,0.013056,1,1.11022302462516e-16,0,0,0.137491245393584,0.151300323036497,1.05570517426684,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094330,847931,12584618,12584618,0,1215074,610566,18765796639,52306140,46949,656272121,139573278,139573278,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,1.00414810538914,0,1.00414810538914,0,13440,0.821134318382092,1,0.174146708051989,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.38622754491018,0.310702292305446,3,4,12,14,6,0.162208016824927,0.212555641271902,0.110456291592805,0.0579534480293666,0.188860893227881,0.0679115727771289,1,1,326,1,1,1,93,93,7,29,161,25,0,0,0,0,0,0,0,1034,1034,214,214,129,129,4256,0.136192,0.136192,1,1.11022302462516e-16,0,0,0.140381345218855,0.142915933635762,1.0294785452935,0,0,1.47455999999999,0.136192,0.153404952380951
periodic-iid20,periodic,none,16094331,1215676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109120875953253,0.109789916472374,1.06337755369334,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094331,1215676,15614107,15614107,0,1706144,610566,18690446756,52050606,46949,657244640,139578978,139578978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,1.06470317353378,0,1.06470317353378,0,13418,0.83593810909493,1,0.188796535203009,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.395209580838323,0.327493064680975,2,4,16,19,1,0.138392045764949,0.227263825944076,0.117117349088715,0.0847938899446199,0.192265765091834,0.0732210358361465,1,1,326,1,1,1,27,27,6,7,42,12,0,0,0,0,0,0,0,992,992,256,256,132,132,4486,0.143552,0.143552,1,4.44089209850063e-16,0,0,0.152028187136087,0.154817817584536,1.01692135972447,0,0,1.47455999999999,0.143552,0.154105904761904
closure-response-blackout-emergency,closure,response-blackout,16094331,1215676,15614107,15614107,0,1706144,610566,18443050264,50566208,46949,656957889,139578978,139578978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,1.05000625895072,0,1.05000625895072,0,13418,0.829470122890961,1,0.187299334878412,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.931960870200029,2,4,60,149,0,0.134376694290369,0.22514506242852,0.115500688484579,0.0772392273798386,0.190778128264921,0.0707293636782407,1,1,326,1,1,1,115,115,28,29,177,53,0,0,0,0,0,0,0,993,993,255,255,305,305,12766,0.408511999999999,0.408512,1,8.88178419700125e-16,0,0,0.150795183325242,0.153514742366941,1.01677634550077,0,0,1.47455999999999,0.408511999999999,0.179340190476189
closure-response-blackout-no-emergency,closure,response-blackout,16094331,1215676,15614107,15614107,0,1706144,610566,18443050264,50566208,46949,430963613,139578978,139578978,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.39765556599851,0,7.39765556599851,0,13418,6.49071734315764,0,-0.141745655664695,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.931960870200029,2,4,60,149,0,0.508159813464209,0.887975184174482,0.813742112259836,0.215548414533059,0.42352071113762,0.713978907747341,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,816,816,202,202,305,305,12766,0.408511999999999,0.408512,1,8.88178419700125e-16,0,0,0.367521232801137,0.380254756661923,0.787894939691935,0,0,1.12127999999999,0.408511999999999,0.145694476190475
closure-prepare-blackout-emergency,closure,prepare-blackout,16094331,1215676,15614107,15614107,0,1706144,610566,18663971267,49747869,46949,657004738,139578978,139578978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.05123148641224,0,1.05123148641224,0,14018,0.829559688835154,1,0.140466737644351,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.13659800622064,0.225269367688504,0.115635463505346,0.083112893696347,0.190798728432085,0.0706665229479242,1,1,326,1,1,1,86,86,0,29,131,41,0,0,0,0,0,0,0,990,990,258,258,10,10,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.148291452260744,0.162592740218928,1.05138249350867,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094331,1215676,15614107,15614107,0,1706144,610566,18617891934,52689625,46949,656882469,139578978,139578978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,1.05023920666197,0,1.05023920666197,0,13418,0.829480454837091,1,0.187299334878412,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.410179640718563,0.337713534822602,2,4,16,19,6,0.136809440484847,0.225170402357133,0.115526312732817,0.0887403353276406,0.190780504612531,0.0706845931703259,1,1,326,1,1,1,93,93,7,29,143,43,0,0,0,0,0,0,0,987,987,261,261,137,137,4626,0.148032,0.148032,1,4.44089209850063e-16,0,0,0.151154103827725,0.153894328696259,1.0185621025604,0,0,1.47455999999999,0.148032,0.15453257142857
periodic-iid20,periodic,none,16094332,796983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109502171509133,0.110040762831036,1.0626531023377,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094332,796983,13381098,13381098,0,1207405,591631,18753097579,47687151,46949,656443582,139590378,139590378,1,1,1,1,3,1,1,44,56,1,1,1,22,1,1,3,0,0,0,4.51491969950798,0.514919699507979,1,1.11177343273406,0,1.11177343273406,0,13392,0.837833990326864,1,0.18535375873116,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.412844036697248,0.342640413169787,2,3,9,15,1,0.129196932376863,0.237625931656283,0.122295077600746,0.0732059591864991,0.192701817775179,0.0481611642330879,1,1,326,1,1,1,18,18,6,6,32,4,0,0,0,0,0,0,0,998,998,250,250,135,135,4246,0.135872,0.135872,1,8.88178419700125e-16,0,0,0.146354691855654,0.148179859542539,1.04183834711972,0,0,1.47455999999999,0.135872,0.153374476190475
closure-response-blackout-emergency,closure,response-blackout,16094332,796983,13381098,13381098,0,1207405,591631,18505407379,46236809,46949,656723692,139590378,139590378,1,1,1,1,3,1,1,44,56,1,1,1,22,0,0,0,3,0,0,4.51491969950798,0.514919699507979,1,1.10028015143448,0,1.10028015143448,0,13392,0.834807280440397,1,0.18535375873116,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.923547400611621,0.937056165267915,2,3,45,147,0,0.128067096564129,0.236195832977654,0.121030816657792,0.0720244413780808,0.192005674501291,0.0556812414047552,1,1,326,1,1,1,87,87,29,29,145,29,0,0,0,0,0,0,0,1001,1001,247,247,302,302,11612,0.371583999999999,0.371584,1,8.88178419700125e-16,0,0,0.146114999838263,0.147926454242905,1.04054917506422,0,0,1.47455999999999,0.371583999999999,0.175823238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094332,796983,13381098,13381098,0,1207405,591631,18505407379,46236809,46949,472390018,139590378,139590378,1,1,1,1,3,1,1,44,56,1,1,1,22,0,0,0,3,0,0,4.51491969950798,0.514919699507979,1,6.43510952947605,0,6.43510952947605,0,13392,5.57652956159852,0,-0.0693414838689982,1,0,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.923547400611621,0.937056165267915,2,3,45,147,0,0.401111319627493,0.781420046272685,0.707862048242366,0.227026212929746,0.332597504847163,0.613418251775837,0,0,326,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,856,856,218,218,302,302,11612,0.371583999999999,0.371584,1,8.88178419700125e-16,0,0,0.311763671638285,0.321896666957907,0.755722125688967,0,0,1.20729599999999,0.371583999999999,0.150369523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094332,796983,13381098,13381098,0,1207405,591631,18726589259,45824435,46949,656697301,139590378,139590378,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,1.12067209783603,0,1.12067209783603,0,13692,0.834865615792082,1,0.165346166324858,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.0275229357798165,0.0287282117495158,7,2,0,0,0,0.12830097802035,0.238316042389833,0.123273930761963,0.0720377166633965,0.192019091632179,0.0481297061900667,1,1,326,1,1,1,58,58,0,29,95,21,0,0,0,0,0,0,0,994,994,254,254,9,9,356,0.011392,0.011392,1,1.11022302462516e-16,0,0,0.143656062264331,0.158031849338618,1.05961759588166,0,0,1.47455999999999,0.011392,0.141519238095237
closure-commit-blackout-emergency,closure,commit-blackout,16094332,796983,13381098,13381098,0,1207405,591631,18709005207,48299515,46949,656912990,139590378,139590378,1,1,1,1,3,1,1,44,56,1,1,1,22,1,0,1,2,0,1,4.51491969950798,0.514919699507979,1,1.10248221183224,0,1.10248221183224,0,13392,0.834929930224735,1,0.18535375873116,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.428134556574924,0.353938024531956,2,3,9,15,6,0.127912243763922,0.236459955332678,0.121273043301546,0.0719053291649623,0.192033883951689,0.0481230828388148,1,1,326,1,1,1,64,64,6,29,110,18,0,0,0,0,0,0,0,1005,1005,243,243,140,140,4386,0.140352,0.140352,1,8.88178419700125e-16,0,0,0.144025029777303,0.145701636518398,1.04026902827291,0,0,1.47455999999999,0.140352,0.153801142857142
periodic-iid20,periodic,none,16094333,792672,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112377206764114,0.112674573100722,1.0542729917348,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094333,792672,13060066,13060066,0,907592,610566,18763643811,51959851,46949,656558086,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.931302579421496,1,0.931302579421496,1,13418,0.809689711581168,1,0.19485403158645,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.34632793108483,2,4,20,16,2,0.114325102167813,0.214199593266944,0.102016452344506,0.0768799641412463,0.186228633663669,0.0608697087466195,1,1,326,1,1,1,32,32,7,9,55,9,0,0,0,0,0,0,0,1007,1007,241,241,134,134,4744,0.151808,0.151808,1,8.88178419700125e-16,0,0,0.142637984818484,0.144766553464144,1.02568899753828,0,0,1.47455999999999,0.151808,0.15489219047619
closure-response-blackout-emergency,closure,response-blackout,16094333,792672,13060066,13060066,0,907592,610566,18516247319,50649174,46949,656977969,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.924940523818677,1,0.924940523818677,1,13418,0.804905622010156,1,0.194354561061654,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.933712950795737,2,4,60,148,0,0.113437834116393,0.212736320478296,0.100748520178924,0.0739337704584198,0.185128293062336,0.0619441597125392,1,1,326,1,1,1,115,115,28,29,186,44,0,0,0,0,0,0,0,1010,1010,238,238,304,304,12790,0.409279999999999,0.40928,1,8.88178419700125e-16,0,0,0.141126288625218,0.143162435346648,1.02615640322962,0,0,1.47455999999999,0.409279999999999,0.179413333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094333,792672,13060066,13060066,0,907592,610566,18516247319,50649174,46949,430492690,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.43956124520375,0,7.43956124520375,0,13418,6.54435039033364,0,-0.114547306963301,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.933712950795737,2,4,60,148,0,0.502355439821515,0.893629590192753,0.818351736972413,0.230830456656014,0.424284527956417,0.719878542936701,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,824,824,194,194,304,304,12790,0.409279999999999,0.40928,1,8.88178419700125e-16,0,0,0.362183822506567,0.374671806564353,0.783125189556784,0,0,1.12127999999999,0.409279999999999,0.145767619047618
closure-prepare-blackout-emergency,closure,prepare-blackout,16094333,792672,13060066,13060066,0,907592,610566,18737238175,49659928,46949,656221006,139592278,139592278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.925073880115206,1,0.925073880115206,1,14018,0.804944548476859,1,0.148302685492527,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.112770545713768,0.212766992426497,0.100777890829185,0.0775608961345402,0.185137246149678,0.0619518085286102,1,1,326,1,1,1,86,86,0,29,140,32,0,0,0,0,0,0,0,1013,1013,235,235,9,9,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.138599080107343,0.152619721316408,1.06801214677125,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094333,792672,13060066,13060066,0,907592,610566,18698586610,52488636,46949,656826470,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.924921247679677,1,0.924921247679677,1,13418,0.804869618175899,1,0.194881380918687,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.413173652694611,0.354504307198131,2,4,20,16,6,0.113887435529409,0.212731886966326,0.100746333831992,0.0748423272932626,0.185120012180457,0.0618724400668602,1,1,326,1,1,1,94,94,8,29,153,35,0,0,0,0,0,0,0,1007,1007,241,241,138,138,4856,0.155392,0.155392,1,8.88178419700125e-16,0,0,0.141590390462233,0.143655046293598,1.02721720363596,0,0,1.47455999999999,0.155392,0.155233523809523
