arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-no-emergency,closure,response-blackout,16094311,530669,13703945,13703945,0,1327370,610566,18415132700,50252027,46949,429656472,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.28183391103217,0,7.28183391103217,0,13396,6.31898615204836,0,-0.0989659722574238,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.925536574682435,1,3,60,148,0,0.479267332564581,0.869449162165845,0.801001730213539,0.226980535553607,0.4217161639456,0.69508847672532,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,825,825,191,191,302,302,12678,0.405695999999999,0.405696,1,0,0,0,0.362731437062138,0.374962862120087,0.765004161837885,0,0,1.11820799999999,0.405695999999999,0.145133714285714
closure-prepare-blackout-emergency,closure,prepare-blackout,16094311,530669,13703945,13703945,0,1327370,610566,18638264745,49664386,46949,656413637,139590378,139590378,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.02747195567018,0,1.02747195567018,0,14018,0.820073035259406,1,0.148222983803175,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.119476102941604,0.224334981114225,0.113021915123719,0.0751021340532871,0.188616798109663,0.0555340458468327,1,1,326,1,1,1,87,87,0,29,136,38,0,0,0,0,0,0,0,1004,1004,244,244,9,9,384,0.012288,0.012288,1,0,0,0,0.143753555286494,0.15784113070112,1.05834121836153,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094311,530669,13703945,13703945,0,1327370,610566,18593883691,52762017,46949,657130895,139590378,139590378,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,1.02536197032431,0,1.02536197032431,0,13396,0.820042982400013,1,0.183754497582017,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.407185628742515,0.33800554825522,1,3,16,20,6,0.1185615396026,0.22419131595239,0.112789816735674,0.0759554153997053,0.188609885952003,0.0556265974583501,1,1,326,1,1,1,93,93,6,29,148,38,0,0,0,0,0,0,0,1009,1009,239,239,136,136,4630,0.14816,0.14816,1,0,0,0,0.144338503417235,0.146021909510279,1.02200774014664,0,0,1.47455999999999,0.14816,0.154544761904761
periodic-iid20,periodic,none,16094312,861990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109892653829159,0.110337414489521,1.05350569685183,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094312,861990,12649097,12649097,0,1970649,610566,18775519773,52260582,46949,657237761,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.886038647841682,1,0.886038647841682,1,13440,0.838025890530206,1,0.168411325008763,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.38622754491018,0.312162359468536,3,5,12,17,2,0.116412894304454,0.203788889003587,0.089579904623772,0.0821874151004134,0.192745954821947,0.056800582924021,1,1,326,1,1,1,28,28,6,8,44,12,0,0,0,0,0,0,0,1019,1019,229,229,129,129,4276,0.136832,0.136832,1,4.44089209850063e-16,0,0,0.143002025919252,0.146512777413054,1.02664310389146,0,0,1.47455999999999,0.136832,0.153465904761904
closure-response-blackout-emergency,closure,response-blackout,16094312,861990,12649097,12649097,0,1970649,610566,18528123281,49760995,46949,657160601,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.890356180514684,1,0.890356180514684,1,13440,0.838481195660443,1,0.168411325008763,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.937071105270842,3,5,60,147,0,0.118120386039893,0.204781921518377,0.0895223426135237,0.0817542951674048,0.192850675001902,0.0545144236790607,1,1,326,1,1,1,115,115,28,29,177,53,0,0,0,0,0,0,0,1005,1005,243,243,305,305,12836,0.410751999999999,0.410752,1,4.44089209850063e-16,0,0,0.143703295683725,0.147252489126179,1.03060285961658,0,0,1.47455999999999,0.410751999999999,0.179553523809523
closure-response-blackout-no-emergency,closure,response-blackout,16094312,861990,12649097,12649097,0,1970649,610566,18528123281,49760995,46949,430733894,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.10215864006804,0,7.10215864006804,0,13440,6.18393309051255,0,-0.102268950340671,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.937071105270842,3,5,60,147,0,0.475148040921907,0.864045696250619,0.781237450407485,0.22956297059859,0.423870665194042,0.680232639956381,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,828,828,190,190,305,305,12836,0.410751999999999,0.410752,1,4.44089209850063e-16,0,0,0.359007063751522,0.371939483260461,0.766309819094341,0,0,1.12127999999999,0.410751999999999,0.145907809523809
closure-prepare-blackout-emergency,closure,prepare-blackout,16094312,861990,12649097,12649097,0,1970649,610566,18752642465,49660120,46949,657236383,139580878,139580878,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.890621606517222,1,0.890621606517222,1,14018,0.838530267373054,1,0.151773210267189,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.112061129521098,0.204842969498961,0.089581144769368,0.0823279354035074,0.192861961495802,0.0544629514587418,1,1,326,1,1,1,86,86,0,29,131,41,0,0,0,0,0,0,0,1004,1004,244,244,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.141320040877694,0.156546568911886,1.05215076918345,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094312,861990,12649097,12649097,0,1970649,610566,18702284826,51746062,46949,657063110,139580878,139580878,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.890240839979528,1,0.890240839979528,1,13440,0.838542136510154,1,0.168411325008763,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.398203592814371,0.320338735581837,3,5,12,17,6,0.117676065637284,0.204755393195291,0.0895566324874657,0.0812770442017945,0.192864691397335,0.054725201556729,1,1,326,1,1,1,93,93,7,29,146,40,0,0,0,0,0,0,0,1010,1010,238,238,133,133,4388,0.140416,0.140416,1,4.44089209850063e-16,0,0,0.142607808162363,0.146101130357674,1.02597640472643,0,0,1.47455999999999,0.140416,0.153807238095237
periodic-iid20,periodic,none,16094313,1283282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112278638057921,0.112734416793086,1.05302935155062,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094313,1283282,15175376,15175376,0,755275,610566,18649725647,51632637,46949,656681553,139615078,139615078,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.902743219619501,1,0.902743219619501,1,13418,0.818665963541917,1,0.188355476091111,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.37125748502994,0.298291721419185,2,3,12,16,1,0.117873121034144,0.207630940512485,0.0912897545065103,0.0864186393150255,0.188293171614641,0.0596069080217498,1,1,326,1,1,1,23,23,5,6,42,4,0,0,0,0,0,0,0,976,976,272,272,124,124,4086,0.130752,0.130752,1,4.44089209850063e-16,0,0,0.142855703360646,0.145617642673837,1.01822424079255,0,0,1.47455999999999,0.130752,0.152886857142856
closure-response-blackout-emergency,closure,response-blackout,16094313,1283282,15175376,15175376,0,755275,610566,18402329155,50381371,46949,656863415,139615078,139615078,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.898599597159434,1,0.898599597159434,1,13418,0.815519121201266,1,0.189131625012319,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.928310702292306,2,3,60,148,0,0.114247747516736,0.20667790734667,0.0879962604283315,0.0823942678820841,0.187569397876291,0.056165318363032,1,1,326,1,1,1,115,115,28,29,196,34,0,0,0,0,0,0,0,985,985,263,263,303,303,12716,0.406911999999999,0.406912,1,4.44089209850063e-16,0,0,0.139947529273937,0.142555973500842,1.01703320945884,0,0,1.47455999999999,0.406911999999999,0.179187809523808
closure-response-blackout-no-emergency,closure,response-blackout,16094313,1283282,15175376,15175376,0,755275,610566,18402329155,50381371,46949,431129589,139615078,139615078,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.04508968160292,0,7.04508968160292,0,13418,6.11230087520025,0,-0.0912967449611249,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.907185628742515,0.928310702292306,2,3,60,148,0,0.485357021719295,0.857198797925524,0.774959864976321,0.206744498674925,0.430688050351606,0.672353096272028,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,789,789,229,229,303,303,12716,0.406911999999999,0.406912,1,4.44089209850063e-16,0,0,0.35262482847176,0.364928861529155,0.750903188332348,0,0,1.12127999999999,0.406911999999999,0.145542095238095
closure-prepare-blackout-emergency,closure,prepare-blackout,16094313,1283282,15175376,15175376,0,755275,610566,18625664395,49664386,46949,657103000,139615078,139615078,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.899006454925769,1,0.899006454925769,1,14018,0.815526625377159,1,0.141104887468501,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.114782808214385,0.206771484632927,0.0880830459155826,0.0827729598016491,0.187571123836747,0.0560573399205744,1,1,326,1,1,1,87,87,0,29,149,25,0,0,0,0,0,0,0,980,980,268,268,9,9,384,0.012288,0.012288,1,4.44089209850063e-16,0,0,0.138586808816368,0.153038176335708,1.05208072854555,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094313,1283282,15175376,15175376,0,755275,610566,18582703843,52276921,46949,656683182,139615078,139615078,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.898826567250525,1,0.898826567250525,1,13418,0.815525398926976,1,0.189786573521569,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.38622754491018,0.308512191560812,2,3,12,16,6,0.115705870704499,0.206730110467621,0.0909391579341285,0.0880137099023357,0.187570841753204,0.0560940042347802,1,1,326,1,1,1,92,92,6,29,155,29,0,0,0,0,0,0,0,980,980,268,268,129,129,4226,0.135232,0.135232,1,4.44089209850063e-16,0,0,0.140368811729467,0.143001211538802,1.01874107250456,0,0,1.47455999999999,0.135232,0.153313523809523
periodic-iid20,periodic,none,16094314,790466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.112172628445119,0.112763645328093,1.05941059046248,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094314,790466,14389036,14389036,0,751886,610566,18729213802,52038524,46949,656649741,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.913134076533786,1,0.913134076533786,1,13418,0.834825337330632,1,0.186766623010252,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.392215568862275,0.327347057964666,2,4,16,16,3,0.120005203971617,0.210020837602771,0.0936335925375447,0.0772088986221964,0.192009827586045,0.0597903761627272,1,1,326,1,1,1,30,30,7,8,41,19,0,0,0,0,0,0,0,994,994,254,254,131,131,4484,0.143488,0.143488,1,4.44089209850063e-16,0,0,0.146230865758326,0.148367162776985,1.02601204035296,0,0,1.47455999999999,0.143488,0.154099809523809
closure-response-blackout-emergency,closure,response-blackout,16094314,790466,14389036,14389036,0,751886,610566,18481817310,50433186,46949,656752619,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.897640671815276,1,0.897640671815276,1,13418,0.836695362664873,1,0.186766623010252,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.929332749306468,2,4,60,148,0,0.120907306964018,0.206457354517513,0.0929970046793558,0.0790913997297817,0.192439933412921,0.061038570420048,1,1,326,1,1,1,115,115,28,29,183,47,0,0,0,0,0,0,0,1005,1005,243,243,304,304,12730,0.407359999999999,0.40736,1,4.44089209850063e-16,0,0,0.143489466123798,0.145456890448393,1.02524238984302,0,0,1.47455999999999,0.407359999999999,0.179230476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094314,790466,14389036,14389036,0,751886,610566,18481817310,50433186,46949,430951426,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.136942691599,0,7.136942691599,0,13418,6.1848012625727,0,-0.0925033351039195,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.929332749306468,2,4,60,148,0,0.470183829833545,0.859846719459327,0.785063696075889,0.227370848099578,0.41896277218702,0.680328138882996,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,822,822,196,196,304,304,12730,0.407359999999999,0.40736,1,4.44089209850063e-16,0,0,0.353081290327799,0.365080036518455,0.752464151193308,0,0,1.12127999999999,0.407359999999999,0.145584761904761
closure-prepare-blackout-emergency,closure,prepare-blackout,16094314,790466,14389036,14389036,0,751886,610566,18708017749,49752231,46949,656838995,139592278,139592278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.908938770364145,1,0.908938770364145,1,14018,0.836739872297585,1,0.147647738099113,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.118101783738263,0.209055917183753,0.092947547982483,0.0783174799968922,0.192450170628444,0.0604642262182062,1,1,326,1,1,1,87,87,0,29,140,34,0,0,0,0,0,0,0,1007,1007,241,241,10,10,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.14008872517808,0.154181091002503,1.06796645083567,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094314,790466,14389036,14389036,0,751886,610566,18660161736,52467131,46949,656060044,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.897492808753763,1,0.897492808753763,1,13418,0.836683678373078,1,0.186766623010252,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.401197604790419,0.333479340049642,2,4,16,16,6,0.120910343802617,0.206423346013365,0.0929616529633876,0.0786499725756462,0.192437246025808,0.0610303750633214,1,1,326,1,1,1,93,93,7,29,147,39,0,0,0,0,0,0,0,1003,1003,245,245,134,134,4568,0.146176,0.146176,1,4.44089209850063e-16,0,0,0.143446201687951,0.145410912159478,1.02364615618686,0,0,1.47455999999999,0.146176,0.154355809523809
periodic-iid20,periodic,none,16094315,1236889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.107308108511896,0.107677897921814,1.06689733645443,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094315,1236889,11923353,11923353,0,581941,610566,18672137790,52015456,46949,657077723,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,0.98140301885954,1,0.98140301885954,1,13418,0.848605407621681,1,0.196782420645917,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.380239520958084,0.306176084099869,2,3,12,19,1,0.121637881722396,0.217262426973661,0.107954332074549,0.0905034179023376,0.195179243752987,0.0631480625016543,1,1,326,1,1,1,22,22,5,6,37,7,0,0,0,0,0,0,0,1011,1011,237,237,127,127,4194,0.134208,0.134208,1,1.11022302462516e-16,0,0,0.145075739299629,0.147340917885208,1.03418573743977,0,0,1.47455999999999,0.134208,0.153215999999999
closure-response-blackout-emergency,closure,response-blackout,16094315,1236889,11923353,11923353,0,581941,610566,18424741298,50474193,46949,656956811,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,0.970793064862486,1,0.970793064862486,1,13418,0.84656845776609,1,0.196063567704183,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.930208789604322,2,3,60,149,0,0.123650079852562,0.216611567893296,0.106787237134873,0.0868755104098695,0.194710745286201,0.0616596932988651,1,1,326,1,1,1,114,114,28,29,193,35,0,0,0,0,0,0,0,1021,1021,227,227,304,304,12742,0.407743999999999,0.407744,1,1.11022302462516e-16,0,0,0.141324842121903,0.143358760433528,1.03826955614134,0,0,1.47455999999999,0.407743999999999,0.179267047619047
closure-response-blackout-no-emergency,closure,response-blackout,16094315,1236889,11923353,11923353,0,581941,610566,18424741298,50474193,46949,432498476,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,0,0,0,4,0,0,4.51491969950798,0.514919699507979,1,7.35706880119775,0,7.35706880119775,0,13418,6.42868978042015,0,-0.127809206625571,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.910179640718563,0.930208789604322,2,3,60,149,0,0.495691951917713,0.880642143052412,0.809277568131753,0.224349070514882,0.407602634935552,0.707155875846216,0,0,326,0,0,1,114,0,0,0,0,0,0,0,0,0,0,0,0,828,828,192,192,304,304,12742,0.407743999999999,0.407744,1,1.11022302462516e-16,0,0,0.361793410277877,0.374235155185581,0.783189174913481,0,0,1.12435199999999,0.407743999999999,0.145913904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094315,1236889,11923353,11923353,0,581941,610566,18647482972,49659928,46949,656417010,139594178,139594178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.971372003958806,1,0.971372003958806,1,14018,0.846628051708033,1,0.159690005150009,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.119940012947496,0.216694472140778,0.106850920435469,0.0877383154697637,0.194724451892848,0.0615124816370711,1,1,326,1,1,1,86,86,0,29,145,27,0,0,0,0,0,0,0,1018,1018,230,230,9,9,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.140647354023259,0.154337113068423,1.05429596235636,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094315,1236889,11923353,11923353,0,581941,610566,18606332563,52659740,46949,656967042,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.971477961616227,1,0.971477961616227,1,13418,0.846654786644115,1,0.196782420645917,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.395209580838323,0.316396554241495,2,3,12,19,6,0.124613778082381,0.216684988109181,0.106862575777785,0.0883723037089847,0.194730600928146,0.0614753799351213,1,1,326,1,1,1,91,91,6,29,155,27,0,0,0,0,0,0,0,1015,1015,233,233,132,132,4334,0.138688,0.138688,1,1.11022302462516e-16,0,0,0.143131090095266,0.145275508655205,1.0391883826984,0,0,1.47455999999999,0.138688,0.153642666666666
periodic-iid20,periodic,none,16094316,1757048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.110295195672559,0.110859710449249,1.05759883471683,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094316,1757048,17208575,17208575,0,1703968,610566,18798412569,51806347,46949,656270903,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,1.04481737304268,0,1.04481737304268,0,13418,0.798396444992716,1,0.167607112133073,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.398203592814371,0.343115783326033,2,3,20,16,2,0.11628128303403,0.228958946829084,0.114929911034695,0.0879881767958957,0.183631182348325,0.0488902482847666,1,1,326,1,1,1,33,33,8,9,49,17,0,0,0,0,0,0,0,990,990,258,258,133,133,4700,0.1504,0.1504,1,1.11022302462516e-16,0,0,0.152588243540137,0.154992136752548,1.0134934873872,0,0,1.47455999999999,0.1504,0.154758095238094
