seed,cell,rmseAdaptiveMinusPiggyCsma,rmseAdaptiveMinusPiggyAloha,rmseInteraction,offered_utilAdaptiveMinusPiggyCsma,offered_utilAdaptiveMinusPiggyAloha,offered_utilInteraction
16023036,n5-moderate-bg30,0.000454864755136397,-0.037094391766736,-0.0375492565218724,-0.016249999999998,0.00616666666665999,0.022416666666658
16023037,n5-moderate-bg30,-0.0045139429443657,0.033902989653236,0.0384169325976017,-0.024333333333331,-0.0215833333333302,0.00275000000000081
16023038,n5-moderate-bg30,0.000296357686734694,0.037772092972886,0.0374757352861513,8.33333333329911e-05,-0.01033333333333,-0.010416666666663
16023039,n5-moderate-bg30,-0.0032746998581264,0.017601046094877,0.0208757459530034,0.015999999999998,0.0206666666666699,0.00466666666667193
16023040,n5-moderate-bg30,0.003984885365408,0.040710194432621,0.036725309067213,0.023249999999997,0.02325,2.99760216648792e-15
16023041,n5-moderate-bg30,0.0147396176203125,0,-0.0147396176203125,-0.00258333333333305,0.00124999999999997,0.00383333333333302
16023042,n5-moderate-bg30,0.000248507346421095,0.121075320116899,0.120826812770478,0.009083333333333,-0.02108333333334,-0.030166666666673
16023043,n5-moderate-bg30,-0.0046941295209484,-0.019178398629295,-0.0144842691083466,-0.005083333333333,0.03249999999999,0.037583333333323
16023044,n5-moderate-bg30,-0.002287739944847,0.043845365773832,0.046133105718679,-0.00441666666666607,-0.00266666666667015,0.00174999999999592
16023045,n5-moderate-bg30,0.000154441919405002,-0.00382609367169001,-0.00398053559109501,-0.0387499999999961,-0.000833333333339903,0.0379166666666562
16023046,n5-moderate-bg30,-0.0035258174028672,0.012711042857038,0.0162368602599052,-0.00616666666666599,-0.00333333333333008,0.00283333333333591
16023047,n5-moderate-bg30,-0.0029527847267037,-0.00492193724530499,-0.00196915251860129,-0.00916666666666599,-0.00391666666665991,0.00525000000000608
16023048,n5-moderate-bg30,0.00536267298754541,-0.015275570921787,-0.0206382439093324,0.008083333333332,-0.01675,-0.024833333333332
16023049,n5-moderate-bg30,0.00641073766038561,0.00910935555155401,0.0026986178911684,0.0295833333333301,-0.00966666666667004,-0.0392500000000001
16023050,n5-moderate-bg30,0.0118338042629564,0.00570620167674199,-0.00612760258621441,-0.000416666666666066,-0.00350000000000006,-0.00308333333333399
