seed,N,conditionIndex,positionError,velocityError,BASE_REALIZATION_HASH,STATE_HASH_EXACT,MANAGEMENT_GRAPH_HASH,SELECTOR_HASH_EXACT,selectedHorizonSec,selectedIndex,selectedEdgeCount,selectedColorCount,selectedWitnessCovered,selectedPayloadFits,targetHorizonSelected,noLeaseIssued,infeasibleHorizonCount,actualSubsetViolations,sameColorConflictViolations,horizonMonotonicViolations,normalSelfRevocations,injectedViolationMisses,futureRandomReads,receiverTruthDecisionReads,condition,speedScale,accelerationScale,managementRadius
16075082,5,3,0.3,0.1,32950577,15364300,2490,4511335,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075082,10,1,0.02,0.02,68260995,11543388,40685,5350419,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075082,10,2,0.02,0.02,68260995,27646715,36359,5387248,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075082,10,3,0.3,0.1,68260995,27063503,36359,5033150,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075083,5,1,0.02,0.02,40272557,4913823,2730,5602945,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075083,5,2,0.02,0.02,40272557,13695087,2484,5932224,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075083,5,3,0.3,0.1,40272557,15408772,2484,5144380,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075083,10,1,0.02,0.02,63414128,12335384,40685,5191443,6.8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075083,10,2,0.02,0.02,63414128,26868038,36554,5618908,1,3,5,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075083,10,3,0.3,0.1,63414128,26284826,36554,4891994,0.25,1,6,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075084,5,1,0.02,0.02,37079300,4818747,2730,3998311,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075084,5,2,0.02,0.02,37079300,12914235,2450,6071423,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075084,5,3,0.3,0.1,37079300,14627920,2450,5400953,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075084,10,1,0.02,0.02,70604291,12035688,40685,5612642,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075084,10,2,0.02,0.02,70604291,24799578,36337,5453057,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075084,10,3,0.3,0.1,70604291,24216366,36337,6047433,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075085,5,1,0.02,0.02,32463628,5024560,2730,6255176,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075085,5,2,0.02,0.02,32463628,13090248,2524,5582071,2,4,3,3,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075085,5,3,0.3,0.1,32463628,14803933,2524,5954583,1,3,3,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075085,10,1,0.02,0.02,68265622,11552642,40685,5810339,6.8,6,4,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075085,10,2,0.02,0.02,68265622,27335314,36598,5824822,1,3,4,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075085,10,3,0.3,0.1,68265622,26752102,36598,5068140,0.25,1,6,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075086,5,1,0.02,0.02,33605990,4163565,2730,5808747,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075086,5,2,0.02,0.02,33605990,13890152,2450,4576248,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075086,5,3,0.3,0.1,33605990,15603837,2450,5980817,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075086,10,1,0.02,0.02,65269874,11852584,40685,5184039,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075086,10,2,0.02,0.02,65269874,25278657,36499,3952666,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075086,10,3,0.3,0.1,65269874,24695445,36499,6958844,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075087,5,1,0.02,0.02,36151131,5059555,2730,5321520,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075087,5,2,0.02,0.02,36151131,12694962,2450,5546863,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075087,5,3,0.3,0.1,36151131,14408647,2450,6374974,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075087,10,1,0.02,0.02,68522028,12065454,40685,6024563,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075087,10,2,0.02,0.02,68522028,25226584,36627,5471073,1,3,4,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075087,10,3,0.3,0.1,68522028,24643372,36627,5597312,0.25,1,4,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075088,5,1,0.02,0.02,35016936,4888311,2730,6310662,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075088,5,2,0.02,0.02,35016936,14095018,2450,5965313,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075088,5,3,0.3,0.1,35016936,15808703,2450,6791728,0.25,1,0,1,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075088,10,1,0.02,0.02,72007739,11696865,40685,7140738,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075088,10,2,0.02,0.02,72007739,28721837,36256,5376658,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075088,10,3,0.3,0.1,72007739,28138625,36256,5279269,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075089,5,1,0.02,0.02,34932066,4718571,2730,5257072,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075089,5,2,0.02,0.02,34932066,12304303,2478,5333952,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075089,5,3,0.3,0.1,34932066,14017988,2478,5673583,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075089,10,1,0.02,0.02,65614649,11493561,40685,5979422,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075089,10,2,0.02,0.02,65614649,25092513,36131,4946946,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075089,10,3,0.3,0.1,65614649,24509301,36131,3642103,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075090,5,1,0.02,0.02,38081889,4726779,2730,5933922,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075090,5,2,0.02,0.02,38081889,11811849,2506,6032493,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075090,5,3,0.3,0.1,38081889,13525534,2506,5450918,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075090,10,1,0.02,0.02,67541641,12201826,40685,6400360,6.8,6,4,3,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075090,10,2,0.02,0.02,67541641,27567512,36734,4683153,0.5,2,4,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075090,10,3,0.3,0.1,67541641,26984300,36734,4998147,0.25,1,7,3,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075091,5,1,0.02,0.02,36773716,4207579,2730,7087607,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075091,5,2,0.02,0.02,36773716,14865709,2450,5015485,1,3,0,1,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075091,5,3,0.3,0.1,36773716,16579394,2450,6306085,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075091,10,1,0.02,0.02,64921694,12204797,40685,5184904,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075091,10,2,0.02,0.02,64921694,25557643,36554,4971025,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075091,10,3,0.3,0.1,64921694,24974431,36554,4855500,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075092,5,1,0.02,0.02,38132258,4827517,2730,5438543,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075092,5,2,0.02,0.02,38132258,12502208,2472,5531680,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075092,5,3,0.3,0.1,38132258,14215893,2472,3781575,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075092,10,1,0.02,0.02,70601695,12030496,40685,6838529,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075092,10,2,0.02,0.02,70601695,29695099,36436,6644335,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075092,10,3,0.3,0.1,70601695,29111887,36436,4461996,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075093,5,1,0.02,0.02,35673192,4103677,2730,5197119,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075093,5,2,0.02,0.02,35673192,11195274,2478,4402515,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075093,5,3,0.3,0.1,35673192,12908959,2478,5241316,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075093,10,1,0.02,0.02,65549616,11363495,40685,6864145,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075093,10,2,0.02,0.02,65549616,26720905,36484,7069580,0.5,2,3,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075093,10,3,0.3,0.1,65549616,26137693,36484,5922947,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075094,5,1,0.02,0.02,34350674,4604360,2730,4962742,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075094,5,2,0.02,0.02,34350674,12629192,2472,3591684,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075094,5,3,0.3,0.1,34350674,14342877,2472,6040179,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075094,10,1,0.02,0.02,70285626,11398358,40685,6338140,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075094,10,2,0.02,0.02,70285626,28712164,36234,4615458,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075094,10,3,0.3,0.1,70285626,28128952,36234,4285968,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075095,5,1,0.02,0.02,31161737,4517924,2730,5760681,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075095,5,2,0.02,0.02,31161737,12794246,2490,6255747,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075095,5,3,0.3,0.1,31161737,14507931,2490,6053981,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075095,10,1,0.02,0.02,74561370,11561262,40685,5181502,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075095,10,2,0.02,0.02,74561370,26631141,36234,5477079,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075095,10,3,0.3,0.1,74561370,26047929,36234,4279337,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075096,5,1,0.02,0.02,32648528,4345787,2730,5634028,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075096,5,2,0.02,0.02,32648528,10390444,2500,4720990,2,4,2,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075096,5,3,0.3,0.1,32648528,12104129,2500,5073705,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075096,10,1,0.02,0.02,69026465,12025755,40685,6429731,6.8,6,6,4,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075096,10,2,0.02,0.02,69026465,27490340,36536,4708195,1,3,6,4,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075096,10,3,0.3,0.1,69026465,26907128,36536,5292761,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075097,5,1,0.02,0.02,29928762,4149120,2730,5728477,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075097,5,2,0.02,0.02,29928762,10466908,2478,3821413,2,4,1,2,1,1,0,0,2,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075097,5,3,0.3,0.1,29928762,12180593,2478,5143880,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075097,10,1,0.02,0.02,74754379,11947280,40685,5237905,6.8,6,3,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075097,10,2,0.02,0.02,74754379,27303830,36370,5655269,1,3,3,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075097,10,3,0.3,0.1,74754379,26720618,36370,5404653,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075098,5,1,0.02,0.02,34568313,5039638,2730,6182260,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075098,5,2,0.02,0.02,34568313,14255722,2506,4243107,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075098,5,3,0.3,0.1,34568313,15969407,2506,6594799,0.5,2,3,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075098,10,1,0.02,0.02,65122580,11557996,40685,6190445,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075098,10,2,0.02,0.02,65122580,24868102,36153,6107414,1,3,1,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075098,10,3,0.3,0.1,65122580,24284890,36153,6276649,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075099,5,1,0.02,0.02,33884481,4720547,2730,5687649,6.8,6,0,1,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075099,5,2,0.02,0.02,33884481,13861386,2496,6025181,0.5,2,0,1,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075099,5,3,0.3,0.1,33884481,15575071,2496,6988654,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075099,10,1,0.02,0.02,67013467,12194051,40685,4915450,6.8,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075099,10,2,0.02,0.02,67013467,26060813,36234,5736779,1,3,2,2,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075099,10,3,0.3,0.1,67013467,25477601,36234,7357192,0.5,2,2,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075100,5,1,0.02,0.02,36231975,4172670,2730,4771475,6.8,6,1,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075100,5,2,0.02,0.02,36231975,13873366,2472,5121994,0.5,2,1,2,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075100,5,3,0.3,0.1,36231975,15587051,2472,5012455,0.25,1,1,2,1,1,0,0,5,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
16075100,10,1,0.02,0.02,70149428,12174535,40685,4857350,6.8,6,5,2,1,1,1,0,0,0,0,0,0,0,0,0,static-wide-low,0,0,Inf
16075100,10,2,0.02,0.02,70149428,29489168,36536,5951493,1,3,6,3,1,1,0,0,3,0,0,0,0,0,0,0,mobile-limited-low,1,1,1.5
16075100,10,3,0.3,0.1,70149428,28905956,36536,6635854,0.5,2,7,3,1,1,0,0,4,0,0,0,0,0,0,0,mobile-limited-high,1,1,1.5
