arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,kernelVersionHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,kernelActualSubsetOld,kernelActualSubsetUnion,kernelFinalColoringProper,prematureActivationFrames,controlAttemptBoundRatio,controlByteBoundRatio,prepareAttempts,quietAttempts,claimAttempts,responseAttempts,commitAttempts,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,observedControlBytes,expectedControlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-prepare-blackout-emergency,closure,prepare-blackout,16094431,1066637,11982316,11982316,0,1559711,610566,18709746210,49752231,46949,656063972,139592278,139592278,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.95484013928978,1,0.95484013928978,1,14018,0.900940225502832,1,0.133842307416001,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.029940119760479,0.0297853701270258,7,3,0,0,0,0.116926980883768,0.219613232036649,0.0902144770173432,0.0903005237925711,0.207216251865651,0.0717912914553125,1,1,326,1,1,1,87,87,0,29,134,40,0,0,0,0,0,0,0,997,997,251,251,10,10,408,408,408,0.013056,0.013056,1,4.44089209850063e-16,0,0,0.147120071490351,0.161121492076835,1.06326634465694,0,0,1.47455999999999,0.013056,0.141677714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094431,1066637,11982316,11982316,0,1559711,610566,18663353666,51764375,46949,655894995,139592278,139592278,1,1,3,1,4,1,1,48,56,1,1,1,22,1,0,1,3,0,1,4.51491969950798,0.514919699507979,1,0.953587884147631,1,0.953587884147631,1,13418,0.900860686863097,1,0.182121083563264,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.410179640718563,0.340633669148781,2,4,16,19,6,0.11452812650959,0.219325213353955,0.0908949889523471,0.0889872779068877,0.207197957978512,0.0720913279060875,1,1,326,1,1,1,94,94,7,29,147,41,0,0,0,0,0,0,0,1001,1001,247,247,137,137,4666,4666,4666,0.149312,0.149312,1,8.88178419700125e-16,0,0,0.147682668802297,0.150250606947494,1.01120767260077,0,0,1.47455999999999,0.149312,0.154654476190475
periodic-iid20,periodic,none,16094432,325687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109339288026022,0.109715827094161,1.05949069455165,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094432,325687,16349383,16349383,0,1910459,610566,18814725929,51761079,46949,657599662,139582778,139582778,1,1,3,1,4,1,1,48,56,1,1,1,21,1,1,4,0,0,0,4.29992352334093,0.299923523340933,1,0.908375711006705,1,0.908375711006705,1,13396,0.904860077630652,1,0.194060279463945,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.374251497005988,0.299313768433348,1,3,12,18,1,0.122378673559302,0.208926413531542,0.0903559846256553,0.0913585164163986,0.20811781785505,0.0639123082098889,1,1,326,1,1,1,20,20,5,5,35,5,0,0,0,0,0,0,0,1014,1014,234,234,125,125,4100,4100,4100,0.1312,0.1312,1,1.11022302462516e-16,0,0,0.142635119952756,0.144548990358712,1.03169564384139,0,0,1.47455999999999,0.1312,0.152929523809523
closure-response-blackout-emergency,closure,response-blackout,16094432,325687,16349383,16349383,0,1910459,610566,18567329437,50324087,46949,657020115,139582778,139582778,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,0.917668356839744,1,0.917668356839744,1,13396,0.904085837237438,1,0.191768864830228,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.926996641845525,1,3,60,148,0,0.127462849084017,0.211063722073141,0.0929414368138293,0.0867186155643229,0.207939742564611,0.0620374073451568,1,1,326,1,1,1,116,116,29,29,182,50,0,0,0,0,0,0,0,1006,1006,242,242,302,302,12698,12698,12698,0.406336,0.406336,1,1.11022302462516e-16,0,0,0.142889114856751,0.144817471671446,1.04230881729799,0,0,1.47455999999999,0.406336,0.179132952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094432,325687,16349383,16349383,0,1910459,610566,18567329437,50324087,46949,430697383,139582778,139582778,1,1,3,1,4,1,1,48,56,1,1,1,21,0,0,0,4,0,0,4.29992352334093,0.299923523340933,1,7.37443327070156,0,7.37443327070156,0,13396,6.49362316279563,0,-0.122857889699653,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.904191616766467,0.926996641845525,1,3,60,148,0,0.479762533776195,0.885595804864916,0.811187659777171,0.252945062804496,0.430202128618262,0.71429854790752,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,824,824,192,192,302,302,12698,12698,12698,0.406336,0.406336,1,1.11022302462516e-16,0,0,0.363075975887999,0.375459740901345,0.781919270512753,0,0,1.11820799999999,0.406336,0.145194666666666
closure-prepare-blackout-emergency,closure,prepare-blackout,16094432,325687,16349383,16349383,0,1910459,610566,18790461164,49664386,46949,657081463,139582778,139582778,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.918031209775494,1,0.918031209775494,1,14018,0.904078307758439,1,0.1481270533203,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.117166792477324,0.211147178248364,0.0930603863769723,0.0908086244025301,0.207938010784441,0.0620896821611199,1,1,326,1,1,1,87,87,0,29,134,40,0,0,0,0,0,0,0,1002,1002,246,246,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.141284231137971,0.157361320707054,1.05365901363881,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094432,325687,16349383,16349383,0,1910459,610566,18747106915,52410625,46949,657401544,139582778,139582778,1,1,3,1,4,1,1,48,56,1,1,1,21,1,0,1,3,0,1,4.29992352334093,0.299923523340933,1,0.918006100606444,1,0.918006100606444,1,13396,0.904127913638906,1,0.1917046884047,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.389221556886228,0.309534238574974,1,3,12,18,6,0.127291888433195,0.211141403139482,0.0930161760058313,0.0868211122467781,0.207949420136948,0.0619685551091802,1,1,326,1,1,1,92,92,5,29,142,42,0,0,0,0,0,0,0,1003,1003,245,245,130,130,4240,4240,4240,0.13568,0.13568,1,1.11022302462516e-16,0,0,0.142282309006399,0.144171044607536,1.04203100656142,0,0,1.47455999999999,0.13568,0.15335619047619
periodic-iid20,periodic,none,16094433,584309,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.108924188975269,0.10952954897333,1.05812446397275,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094433,584309,14328444,14328444,0,1359941,610566,18762946456,52127897,46949,657280994,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.969139816555077,1,0.969139816555077,1,13440,0.840110836636496,1,0.174715852534157,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.407185628742515,0.351438166155643,3,5,20,17,1,0.122265408798893,0.212507311425461,0.106605379821058,0.0871993904500772,0.193225492426394,0.0593012433264892,1,1,326,1,1,1,35,35,8,9,51,19,0,0,0,0,0,0,0,1002,1002,246,246,136,136,4814,4814,4814,0.154048,0.154048,1,8.88178419700125e-16,0,0,0.145743427024294,0.14798986859985,1.03729792802166,0,0,1.47455999999999,0.154048,0.155105523809523
closure-response-blackout-emergency,closure,response-blackout,16094433,584309,14328444,14328444,0,1359941,610566,18515549964,49775213,46949,657095282,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.971057349027505,1,0.971057349027505,1,13440,0.837736164328271,1,0.174715852534157,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.919161676646707,0.937217111987151,3,5,60,149,0,0.125880387227011,0.212234019399904,0.106816308393025,0.094115726731677,0.192679317795502,0.0573939205167027,1,1,326,1,1,1,115,115,28,29,186,44,0,0,0,0,0,0,0,999,999,249,249,307,307,12838,12838,12838,0.410816,0.410816,1,8.88178419700125e-16,0,0,0.145078566736453,0.147286933190149,1.03045170279271,0,0,1.47455999999999,0.410816,0.179559619047618
closure-response-blackout-no-emergency,closure,response-blackout,16094433,584309,14328444,14328444,0,1359941,610566,18515549964,49775213,46949,431736095,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.1938404650775,0,7.1938404650775,0,13440,6.31084819017208,0,-0.122944139578576,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.919161676646707,0.937217111987151,3,5,60,149,0,0.44904973648806,0.871781756613369,0.791322451158525,0.280798387397372,0.413201894719548,0.694193300918929,0,0,326,0,0,1,115,0,0,0,0,0,0,0,0,0,0,0,0,813,813,205,205,307,307,12838,12838,12838,0.410816,0.410816,1,8.88178419700125e-16,0,0,0.364012578690836,0.376687297472102,0.776876088184485,0,0,1.12127999999999,0.410816,0.145913904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094433,584309,14328444,14328444,0,1359941,610566,18741345076,49659928,46949,657431008,139616978,139616978,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.969835256012392,1,0.969835256012392,1,14018,0.837825741735537,1,0.150881022117602,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0269461077844311,0.0280332895313184,7,2,0,0,0,0.11477520532469,0.212281040789152,0.106681878161363,0.0818699030701706,0.192699920599174,0.0569318371073382,1,1,326,1,1,1,86,86,0,29,137,35,0,0,0,0,0,0,0,1003,1003,245,245,9,9,384,384,384,0.012288,0.012288,1,1.11022302462516e-16,0,0,0.141358935042108,0.154665543559083,1.07355906093424,0,0,1.47455999999999,0.012288,0.14160457142857
closure-commit-blackout-emergency,closure,commit-blackout,16094433,584309,14328444,14328444,0,1359941,610566,18690802396,51707804,46949,657390446,139616978,139616978,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.973239402113344,1,0.973239402113344,1,13440,0.837801527166,1,0.174715852534157,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.422155688622754,0.36165863629727,3,5,20,17,6,0.125886005017246,0.212762246249877,0.107056334232468,0.094156222419957,0.19269435124818,0.0579494632498663,1,1,326,1,1,1,95,95,9,29,150,40,0,0,0,0,0,0,0,998,998,250,250,141,141,4954,4954,4954,0.158528,0.158528,1,8.88178419700125e-16,0,0,0.145626896677706,0.147868412908487,1.03372280665796,0,0,1.47455999999999,0.158528,0.15553219047619
periodic-iid20,periodic,none,16094434,1658051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109951750579589,0.110462007045142,1.05449155054505,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094434,1658051,13242999,13242999,0,334796,591631,18802796856,48140829,46949,656569020,139624578,139624578,1,1,1,1,3,1,1,44,56,1,1,1,22,1,1,3,0,0,0,4.51491969950798,0.514919699507979,1,1.01024887802624,0,1.01024887802624,0,13392,0.843282502549054,1,0.168461557763622,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.422018348623853,0.353131052291801,2,4,9,15,3,0.122861525233338,0.232357241946036,0.096583232997679,0.0843231549301173,0.193954975586282,0.0568325508271799,1,1,326,1,1,1,20,20,6,8,33,7,0,0,0,0,0,0,0,977,977,271,271,138,138,4376,4376,4376,0.140032,0.140032,1,8.88178419700125e-16,0,0,0.153954092774914,0.154997386273573,1.01558906985222,0,0,1.47455999999999,0.140032,0.153770666666666
closure-response-blackout-emergency,closure,response-blackout,16094434,1658051,13242999,13242999,0,334796,591631,18555106656,46380048,46949,657576230,139624578,139624578,1,1,1,1,3,1,1,44,56,1,1,1,22,0,0,0,3,0,0,4.51491969950798,0.514919699507979,1,1.00681265334225,0,1.00681265334225,0,13392,0.832408143164005,1,0.174629229239759,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.929663608562691,0.940284054228535,2,4,45,148,0,0.126052854520047,0.231566910268717,0.096018336772724,0.0836378359236203,0.191453872927721,0.0506648793510431,1,1,326,1,1,1,87,87,29,29,139,35,0,0,0,0,0,0,0,972,972,276,276,304,304,11652,11652,11652,0.372864,0.372864,1,8.88178419700125e-16,0,0,0.154095692757794,0.155151545870061,1.01980672649478,0,0,1.47455999999999,0.372864,0.175945142857142
closure-response-blackout-no-emergency,closure,response-blackout,16094434,1658051,13242999,13242999,0,334796,591631,18555106656,46380048,46949,473148625,139624578,139624578,1,1,1,1,3,1,1,44,56,1,1,1,22,0,0,0,3,0,0,4.51491969950798,0.514919699507979,1,6.73283814494686,0,6.73283814494686,0,13392,5.93000375936241,0,-0.0713830958599935,1,0,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.929663608562691,0.940284054228535,2,4,45,148,0,0.414648051669084,0.798766516556478,0.740612195944155,0.24638766677989,0.346132612330934,0.652300413529866,0,0,326,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,833,833,241,241,304,304,11652,11652,11652,0.372864,0.372864,1,8.88178419700125e-16,0,0,0.329557527176994,0.339879879627162,0.76250397007342,0,0,1.20729599999999,0.372864,0.150491428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094434,1658051,13242999,13242999,0,334796,591631,18775983790,45824435,46949,656568429,139624578,139624578,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,1.00747840679212,0,1.00747840679212,0,13692,0.832407998148055,1,0.137379382646921,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.0275229357798165,0.0287282117495158,7,2,0,0,0,0.12217644041999,0.231720033562188,0.0962496190658284,0.0878188532685951,0.191453839574053,0.0532716867214718,1,1,326,1,1,1,58,58,0,29,93,23,0,0,0,0,0,0,0,975,975,273,273,9,9,356,356,356,0.011392,0.011392,1,1.11022302462516e-16,0,0,0.151030968784605,0.163325663039073,1.05895043918751,0,0,1.47455999999999,0.011392,0.141519238095237
closure-commit-blackout-emergency,closure,commit-blackout,16094434,1658051,13242999,13242999,0,334796,591631,18758959648,48543960,46949,657443920,139624578,139624578,1,1,1,1,3,1,1,44,56,1,1,1,22,1,0,1,2,0,1,4.51491969950798,0.514919699507979,1,1.00827650961714,0,1.00827650961714,0,13392,0.832451812594294,1,0.171011409024526,1,1,2687858,1,0.000558080524288,0.999441919475712,0.00016896,5.6320524288e-05,0.0002048,0.000128,1,1,1,0,0.431192660550459,0.359909619109103,2,4,9,15,6,0.124995436587458,0.231903597211943,0.0963064408951855,0.0837662206446752,0.191463916896688,0.0542826995662757,1,1,326,1,1,1,64,64,6,29,103,25,0,0,0,0,0,0,0,978,978,270,270,141,141,4460,4460,4460,0.14272,0.14272,1,8.88178419700125e-16,0,0,0.152978820909856,0.153955786085117,1.01988514507349,0,0,1.47455999999999,0.14272,0.154026666666666
periodic-iid20,periodic,none,16094435,1153879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.11099435535322,0.111535761628746,1.06833848569237,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094435,1153879,11308188,11308188,0,1886757,610566,18782639330,52266427,46949,656651704,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,23,1,1,4,0,0,0,4.72991587567503,0.729915875675026,1,0.979868632137884,1,0.979868632137884,1,13440,0.889649629903672,1,0.175955331032343,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.425149700598802,0.374799240765075,3,6,24,17,2,0.125542262726952,0.225369785391713,0.0889463113230539,0.0921005985680901,0.204619414877845,0.0446631181956594,1,1,326,1,1,1,41,41,10,11,64,18,0,0,0,0,0,0,0,1001,1001,247,247,142,142,5134,5134,5134,0.164288,0.164288,1,8.88178419700125e-16,0,0,0.147342149090303,0.149546915886143,1.03790617416458,0,0,1.47455999999999,0.164288,0.156080761904761
closure-response-blackout-emergency,closure,response-blackout,16094435,1153879,11308188,11308188,0,1886757,610566,18535242838,50660279,46949,656154727,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,0.978088734531206,1,0.978088734531206,1,13440,0.885892343642721,1,0.175955331032343,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.934004964228355,3,6,60,146,0,0.125738295855733,0.224960408942177,0.0904474196472653,0.0910687973636026,0.203755239037826,0.0446631181956594,1,1,326,1,1,1,116,116,29,29,184,48,0,0,0,0,0,0,0,1004,1004,244,244,305,305,12794,12794,12794,0.409408,0.409408,1,8.88178419700125e-16,0,0,0.147094881302918,0.149284606251541,1.0279200869113,0,0,1.47455999999999,0.409408,0.179425523809523
closure-response-blackout-no-emergency,closure,response-blackout,16094435,1153879,11308188,11308188,0,1886757,610566,18535242838,50660279,46949,430254724,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,23,0,0,0,4,0,0,4.72991587567503,0.729915875675026,1,7.52160889124969,0,7.52160889124969,0,13440,6.69882022026616,0,-0.130626289736497,1,0,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.913173652694611,0.934004964228355,3,6,60,146,0,0.473237338899435,0.88904549536823,0.827376978037466,0.293178863361,0.423720901652116,0.736870224229278,0,0,326,0,0,1,116,0,0,0,0,0,0,0,0,0,0,0,0,820,820,196,196,305,305,12794,12794,12794,0.409408,0.409408,1,8.88178419700125e-16,0,0,0.369365179915896,0.382145577863071,0.787966653834414,0,0,1.11820799999999,0.409408,0.145487238095238
closure-prepare-blackout-emergency,closure,prepare-blackout,16094435,1153879,11308188,11308188,0,1886757,610566,18758627560,49840267,46949,656152228,139594178,139594178,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.977558661649562,1,0.977558661649562,1,14018,0.886000290949215,1,0.151455420768193,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.0329341317365269,0.0315374507227332,7,4,0,0,0,0.122445893802091,0.224838492179399,0.0883098102390482,0.0908482126931127,0.203780066918319,0.0446916270370172,1,1,326,1,1,1,87,87,0,29,142,32,0,0,0,0,0,0,0,1009,1009,239,239,11,11,432,432,432,0.013824,0.013824,1,1.11022302462516e-16,0,0,0.142559399033588,0.155684822327929,1.06211045777622,0,0,1.47455999999999,0.013824,0.141750857142856
closure-commit-blackout-emergency,closure,commit-blackout,16094435,1153879,11308188,11308188,0,1886757,610566,18712791788,51736094,46949,656979981,139594178,139594178,1,1,3,1,4,1,1,48,56,1,1,1,23,1,0,1,3,0,1,4.72991587567503,0.729915875675026,1,0.977644174222454,1,0.977644174222454,1,13440,0.885903441727939,1,0.175955331032343,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.437125748502994,0.382975616878376,3,6,24,17,6,0.12578504261901,0.224858160071164,0.0914116679075376,0.0913281774202583,0.203757791597426,0.0446631181956594,1,1,326,1,1,1,97,97,10,29,150,44,0,0,0,0,0,0,0,1001,1001,247,247,146,146,5246,5246,5246,0.167872,0.167872,1,8.88178419700125e-16,0,0,0.147579271860724,0.149798455442436,1.02866424585299,0,0,1.47455999999999,0.167872,0.156422095238094
periodic-iid20,periodic,none,16094436,908419,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.109877867042006,0.110145843703642,1.06003322928547,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094436,908419,15570552,15570552,0,1866841,610566,18755459979,51698862,46949,656805203,139597978,139597978,1,1,3,1,4,1,1,48,56,1,1,1,22,1,1,4,0,0,0,4.51491969950798,0.514919699507979,1,1.01493578253728,0,1.01493578253728,0,13418,0.950406476329367,1,0.20289552060183,1,1,2178498,1,0.000760320524288,0.999239679475712,0.00025344,7.1680524288e-05,0.0002432,0.000192,1,1,1,0,0.359281437125749,0.278580814717477,2,4,8,15,1,0.120670057523612,0.233435229983574,0.100358026894344,0.103986219649223,0.218593489555754,0.0795882128407301,1,1,326,1,1,1,20,20,5,5,33,7,0,0,0,0,0,0,0,1000,1000,248,248,120,120,3816,3816,3816,0.122112,0.122112,1,1.11022302462516e-16,0,0,0.145268102413096,0.146574435789352,1.02078946980009,0,0,1.47455999999999,0.122112,0.152063999999999
