node,targetX,targetY,displacement,minimumSweepSeparation,nearestNode,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,oldColors,newColors,maxResponseBytes,geometryHash
2,0.95,-0.9,0.965660395791398,0.559202802924778,6,3,1,5,2,6,6,46,1671290
6,0.85,-0.9,0.965660395791398,0.559202802924778,2,3,2,5,2,6,6,46,1150346
2,1.15,-0.8,0.97082439194738,0.49442515451962,6,3,1,5,2,6,6,46,1672207
6,0.65,-0.8,0.97082439194738,0.49442515451962,2,3,2,5,2,6,6,46,1751631
2,1,-0.9,0.98488578017961,0.548286929172154,6,3,1,5,2,6,6,46,1236440
6,0.8,-0.9,0.98488578017961,0.548286929172154,2,3,2,5,2,6,6,46,2140219
6,0.7,-0.85,0.986154146165801,0.517160529094662,2,3,2,5,2,6,6,46,1432767
2,1.1,-0.85,0.986154146165801,0.517160529094662,6,3,1,5,2,6,6,46,1375511
2,1.25,-0.75,0.99247166206396,0.45341344967389,6,3,1,5,2,6,6,46,1905539
6,0.55,-0.75,0.99247166206396,0.45341344967389,2,3,2,5,2,6,6,46,2062614
2,1.2,-0.8,1,0.48,6,3,1,5,2,6,6,46,1120458
6,0.6,-0.8,1,0.48,2,3,2,5,2,6,6,46,2141384
6,0.75,-0.9,1.00623058987491,0.53665631459995,2,3,2,5,2,6,6,46,2097629
2,1.05,-0.9,1.00623058987491,0.536656314599949,6,3,1,5,2,6,6,46,1316249
2,1.15,-0.85,1.01242283656583,0.503742094291291,6,3,1,5,2,6,6,46,1926913
6,0.65,-0.85,1.01242283656583,0.503742094291291,2,3,2,5,2,6,6,46,1098550
2,0.95,-0.95,1.01242283656583,0.563005870090266,6,3,1,5,2,6,6,46,1701708
6,0.85,-0.95,1.01242283656583,0.563005870090266,2,3,2,5,2,6,6,46,1194780
6,0.5,-0.75,1.02591422643416,0.438633160945721,2,3,2,5,2,6,6,46,1720371
10,-0.5,-0.75,1.02591422643416,0.438633160945721,4,4,2,5,1,6,6,56,1599272
2,1.3,-0.75,1.02591422643416,0.438633160945721,6,3,1,5,2,6,6,46,1388464
6,0.7,-0.9,1.0295630140987,0.524494365672923,2,3,2,5,2,6,6,46,1725312
2,1.1,-0.9,1.0295630140987,0.524494365672923,6,3,1,5,2,6,6,46,1506470
2,1,-0.95,1.03077640640441,0.552981225082839,6,3,1,5,2,6,6,46,1362903
6,0.8,-0.95,1.03077640640441,0.552981225082839,2,3,2,5,2,6,6,46,1912064
2,1.25,-0.8,1.03077640640442,0.465668400069759,6,3,1,5,2,6,6,46,1607648
6,0.55,-0.8,1.03077640640442,0.465668400069759,2,3,2,5,2,6,6,46,1849654
2,1.2,-0.85,1.04043260233424,0.490180717958857,6,3,1,5,2,6,6,46,1676301
6,0.6,-0.85,1.04043260233424,0.490180717958857,2,3,2,5,2,6,6,46,1553897
6,0.75,-0.95,1.05118980208143,0.542242703336123,2,3,2,5,2,6,6,46,1618120
2,1.05,-0.95,1.05118980208143,0.542242703336123,6,3,1,5,2,6,6,46,1560426
2,1.15,-0.9,1.05475115548645,0.511969100191175,6,3,1,5,2,6,6,46,1143809
6,0.65,-0.9,1.05475115548645,0.511969100191175,2,3,2,5,2,6,6,46,1778709
2,0.95,-1,1.05948100502085,0.56631501381961,6,3,1,5,2,6,6,46,1458950
6,0.85,-1,1.05948100502085,0.56631501381961,2,3,2,5,2,6,6,46,1678862
6,0.5,-0.8,1.06301458127346,0.451546016824127,2,3,2,5,2,6,6,46,1804830
10,-0.5,-0.8,1.06301458127346,0.451546016824127,4,4,2,5,1,6,6,56,1195227
2,1.3,-0.8,1.06301458127346,0.451546016824127,6,3,1,5,2,6,6,46,1189959
2,1.25,-0.85,1.07004672795163,0.476614699786318,6,3,1,5,2,6,6,46,1535489
6,0.55,-0.85,1.07004672795163,0.476614699786318,2,3,2,5,2,6,6,46,1623394
2,1.1,-0.95,1.07354552767919,0.530950933429189,6,3,1,5,2,6,6,46,1540479
6,0.7,-0.95,1.07354552767919,0.530950933429189,2,3,2,5,2,6,6,46,1855588
2,1,-1,1.0770329614269,0.557086014531156,6,3,1,5,2,6,6,46,1640328
6,0.8,-1,1.0770329614269,0.557086014531156,2,3,2,5,2,6,6,46,2056190
2,1.2,-0.9,1.0816653826392,0.499230176602706,6,3,1,5,2,6,6,46,1587655
6,0.6,-0.9,1.0816653826392,0.499230176602706,2,3,2,5,2,6,6,46,2005856
6,0.75,-1,1.09658560997307,0.547152903105064,2,3,2,5,2,6,6,46,2128502
6,0.45,-0.8,1.09658560997307,0.437722322484051,2,3,2,5,2,6,6,46,1529370
10,-0.45,-0.8,1.09658560997307,0.437722322484051,4,4,2,5,1,6,6,56,1940247
2,1.05,-1,1.09658560997307,0.547152903105064,6,3,1,5,2,6,6,46,1384247
2,1.35,-0.8,1.09658560997307,0.437722322484051,6,3,1,5,2,6,6,46,1167429
2,1.15,-0.95,1.09772492000501,0.519255771288676,6,3,1,5,2,6,6,46,2052223
6,0.65,-0.95,1.09772492000501,0.519255771288676,2,3,2,5,2,6,6,46,1621448
2,1.3,-0.85,1.10113577727726,0.46315814137023,6,3,1,5,2,6,6,46,1323640
6,0.5,-0.85,1.10113577727726,0.46315814137023,2,3,2,5,2,6,6,46,1182559
10,-0.5,-0.85,1.10113577727726,0.46315814137023,4,4,2,5,1,6,6,56,1707966
2,0.95,-1.05,1.10679718105893,0.569209978830308,6,3,1,5,2,6,6,46,1108400
6,0.85,-1.05,1.10679718105893,0.569209978830308,2,3,2,5,2,6,6,46,1672353
2,1.25,-0.9,1.11018016555873,0.486407537039929,6,3,1,5,2,6,6,46,1609785
6,0.55,-0.9,1.11018016555873,0.486407537039929,2,3,2,5,2,6,6,46,1170436
6,0.7,-1,1.11803398874989,0.53665631459995,2,3,2,5,2,6,6,46,1151786
2,1.1,-1,1.11803398874989,0.536656314599949,6,3,1,5,2,6,6,46,1640437
2,1,-1.05,1.12361025271221,0.560692640957381,6,3,1,5,2,6,6,46,1499088
6,0.8,-1.05,1.12361025271221,0.560692640957381,2,3,2,5,2,6,6,46,1594803
2,1.2,-0.95,1.12361025271221,0.507293341818583,6,3,1,5,2,6,6,46,1176409
6,0.6,-0.95,1.12361025271221,0.507293341818583,2,3,2,5,2,6,6,46,1525914
6,0.45,-0.85,1.13357840487546,0.449902713219056,2,3,2,5,2,6,6,46,1683063
10,-0.45,-0.85,1.13357840487546,0.449902713219056,4,4,2,5,1,6,6,56,1399237
2,1.35,-0.85,1.13357840487546,0.449902713219055,6,3,1,5,2,6,6,46,2028808
6,0.5,-0.9,1.14017542509914,0.473611330425796,2,3,2,5,2,6,6,46,2009417
2,1.3,-0.9,1.14017542509914,0.473611330425796,6,3,1,5,2,6,6,46,1451267
2,1.15,-1,1.14127122105133,0.525729545205988,6,3,1,5,2,6,6,46,1609300
6,0.65,-1,1.14127122105133,0.525729545205988,2,3,2,5,2,6,6,46,1673475
2,1.05,-1.05,1.14236596587959,0.551487018010835,6,3,1,5,2,6,6,46,1575168
6,0.75,-1.05,1.14236596587959,0.551487018010835,2,3,2,5,2,6,6,46,2002313
2,1.25,-0.95,1.15108644332213,0.495184356749899,6,3,1,5,2,6,6,46,1905894
6,0.55,-0.95,1.15108644332213,0.495184356749899,2,3,2,5,2,6,6,46,1903988
2,1.1,-1.05,1.1629703349613,0.541716311294358,6,3,1,5,2,6,6,46,1777400
6,0.7,-1.05,1.1629703349613,0.541716311294358,2,3,2,5,2,6,6,46,1969039
2,1.2,-1,1.16619037896906,0.514495755427526,6,3,1,5,2,6,6,46,1194495
6,0.6,-1,1.16619037896906,0.514495755427526,2,3,2,5,2,6,6,46,1657338
2,1.4,-0.85,1.16726175299288,0.436919995615682,6,3,1,5,2,6,6,46,1159442
6,0.4,-0.85,1.16726175299288,0.436919995615682,2,3,2,5,2,6,6,46,1578502
10,-0.4,-0.85,1.16726175299288,0.436919995615682,4,4,2,5,1,6,6,56,1455774
2,1,-1.1,1.17046999107196,0.563876054093062,6,3,1,5,2,6,6,46,2131391
6,0.8,-1.1,1.17046999107196,0.563876054093062,2,3,2,5,2,6,6,46,1321249
2,1.35,-0.9,1.171537451386,0.460932767758425,6,3,1,5,2,6,6,46,1341168
6,0.45,-0.9,1.171537451386,0.460932767758425,2,3,2,5,2,6,6,46,1922949
10,-0.45,-0.9,1.171537451386,0.460932767758425,4,4,2,5,1,6,6,56,1238548
6,0.5,-0.95,1.18004237212059,0.483033502412021,2,3,2,5,2,6,6,46,1202061
2,1.3,-0.95,1.18004237212059,0.483033502412021,6,3,1,5,2,6,6,46,1838380
2,1.15,-1.05,1.18532695911297,0.531498921168093,6,3,1,5,2,6,6,46,1688995
6,0.65,-1.05,1.18532695911297,0.531498921168093,2,3,2,5,2,6,6,46,1136942
6,0.75,-1.1,1.18848643240047,0.555328173723406,2,3,2,5,2,6,6,46,1175155
2,1.05,-1.1,1.18848643240047,0.555328173723406,6,3,1,5,2,6,6,46,1506049
2,1.25,-1,1.19268604418766,0.503066169780382,6,3,1,5,2,6,6,46,1506264
6,0.55,-1,1.19268604418766,0.503066169780382,2,3,2,5,2,6,6,46,1339782
