seed,family,point,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATE,TXCOUNT,PDR,ACKUPDATE,ACKMISS,FORMFAIL,SAFEFAIL,periodicRateHz,epsP
16,Full-AoI,p1,Clean,0.0224173159463213,0.0318953968802681,0.570663086037264,0.03,18.5555555555556,6680,1,6680,0,0,0,2,0.01
17,Full-AoI,p1,Clean,0.0224173159463213,0.0318953968802681,0.570663086037264,0.03,18.5555555555556,6680,1,6680,0,0,0,2,0.01
18,Full-AoI,p1,Clean,0.0224173159463213,0.0318953968802681,0.570663086037264,0.03,18.5555555555556,6680,1,6680,0,0,0,2,0.01
19,Full-AoI,p1,Clean,0.0224173159463213,0.0318953968802681,0.570663086037264,0.03,18.5555555555556,6680,1,6680,0,0,0,2,0.01
20,Full-AoI,p1,Clean,0.0224173159463213,0.0318953968802681,0.570663086037264,0.03,18.5555555555556,6680,1,6680,0,0,0,2,0.01
1,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
2,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
3,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
4,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
5,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
6,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
7,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
8,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
9,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
10,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
11,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
12,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
13,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
14,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
15,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
16,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
17,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
18,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
19,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
20,Periodic,p2,Clean,0.0698032272932154,0.0892445743615404,0.51091460681903,0.0999182561307908,5,1800,1,0,0,0,0,5,0.02
1,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
2,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
3,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
4,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
5,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
6,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
7,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
8,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
9,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
10,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
11,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
12,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
13,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
14,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
15,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
16,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
17,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
18,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
19,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
20,State-event,p2,Clean,0.0339829087203149,0.0442855813347161,0.556168571276362,0.0533393884347562,10.5333333333333,3792,1,0,0,0,0,5,0.02
1,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
2,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
3,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
4,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
5,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
6,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
7,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
8,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
9,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
10,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
11,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
12,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
13,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
14,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
15,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
16,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
17,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
18,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
19,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
20,Full-AoI,p2,Clean,0.0347515727648728,0.0452082223897512,0.555237928310474,0.0533424159854677,10.5222222222222,3788,1,3788,0,0,0,5,0.02
1,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
2,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
3,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
4,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
5,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
6,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
7,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
8,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
9,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
10,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
11,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
12,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
13,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
14,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
15,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
16,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
17,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
18,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
19,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
20,Periodic,p3,Clean,0.0428670293219405,0.0555555774148262,0.544652843471447,0.0627520435967304,8,2880,1,0,0,0,0,8,0.03
1,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
2,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
3,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
4,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
5,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
6,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
7,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
8,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
9,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
10,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
11,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
12,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
13,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
14,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
15,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
16,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
17,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
18,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
19,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
20,State-event,p3,Clean,0.0507008413192236,0.0641620141141561,0.536487456509226,0.0799909173478655,7.05555555555556,2540,1,0,0,0,0,8,0.03
1,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
2,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
3,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
4,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
5,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
6,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
7,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
8,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
9,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
10,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
11,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
12,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
13,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
14,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
15,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
16,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
17,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
18,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
19,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
20,Full-AoI,p3,Clean,0.0377365469583249,0.0489222259304249,0.551433252090654,0.0600363306085377,8.90555555555556,3206,1,3206,0,0,0,8,0.03
1,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
2,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
3,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
4,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
5,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
6,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
7,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
8,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
9,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
10,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
11,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
12,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
13,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
14,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
15,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
16,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
17,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
18,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
19,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
20,Periodic,p4,Clean,0.0345249153681788,0.0454982947248595,0.554876179588722,0.0499636693914622,10,3600,1,0,0,0,0,10,0.05
1,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
2,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
3,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
4,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
5,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
6,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
7,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
8,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
9,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
10,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
11,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
12,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
13,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
14,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
15,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
16,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
17,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
18,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
19,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
20,State-event,p4,Clean,0.0792418217410357,0.0996251580418625,0.501895794781889,0.129969724492885,4.32777777777778,1558,1,0,0,0,0,10,0.05
1,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
2,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
3,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
4,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
5,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
6,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
7,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
8,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
9,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
10,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
11,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
12,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
13,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
14,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
15,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
16,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
17,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
18,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
19,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
20,Full-AoI,p4,Clean,0.037745281664961,0.0490563328285433,0.551274954028746,0.0600090826521344,8.41111111111111,3028,1,3028,0,0,0,10,0.05
1,Periodic,p5,Clean,0.0251044072743308,0.0347600128799059,0.566670094120969,0.0339782016348773,15,5400,1,0,0,0,0,15,0.08
