arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,reliabilityCertificateHash,transactionHorizonFeasible,transactionFailureUpperBound,completionProbabilityLowerBound,prepareFailureUpperBound,evidenceFailureUpperBound,responseFailureUpperBound,commitFailureUpperBound,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,maxCommandPairRadialContraction,maxLeaderPairRadialContraction,maxOtherPairRadialContraction,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-no-emergency,closure,response-blackout,16094213,396984,12826863,12826863,0,1331457,628428,18477463132,52674090,396657002,139586578,139586578,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.25335279105301,0,7.25335279105301,0,13722,6.28963954515187,0,-0.203590478682196,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.467674893934137,0.864601347160338,0.797868807015832,0.237887824477243,0.668828752641522,0.691860349966706,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,745,745,184,184,304,304,13712,0.438783999999998,0.438784,1,0,0,0,0.396337631438648,0.409945542469765,0.766409521317804,0,0,1.02912,0.438783999999998,0.13980038095238
closure-prepare-blackout-emergency,closure,prepare-blackout,16094213,396984,12826863,12826863,0,1331457,628428,18695933553,52479278,656601965,139586578,139586578,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.03434487219793,0,1.03434487219793,0,14344,0.880862791048937,1,0.0864659299419841,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.134026727454841,0.217212423161565,0.106831363404336,0.0721205913473608,0.184981186120277,0.0575652592782583,1,1,326,1,1,1,116,116,0,29,203,58,0,0,0,0,0,0,0,995,995,253,253,10,10,436,0.013952,0.013952,1,0,0,0,0.14339465935961,0.158033107159373,1.05646592994198,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094213,396984,12826863,12826863,0,1331457,628428,18623959791,55368726,656676457,139586578,139586578,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,1.03278675790636,0,1.03278675790636,0,13722,0.88086520144902,1,0.094062824734146,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.132505802856477,0.216885219160336,0.106299277508298,0.0658221974957895,0.184981692304294,0.057687314824038,1,1,326,1,1,1,122,122,6,29,219,54,0,0,0,0,0,0,0,999,999,249,249,122,122,4472,0.143104,0.143104,1,0,0,0,0.144729802648888,0.146383458713494,1.02542624735846,0,0,1.47455999999999,0.143104,0.154063238095237
closure-iid20-emergency,closure,none,16094214,232054,16363029,16363029,0,1607345,628428,18750028202,54867257,657195813,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.04094593793626,0,1.04094593793626,0,13744,0.902239941541517,1,0.0740505818765913,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.126208737001396,0.218598646966615,0.105089947100565,0.0803891397360861,0.189470387723718,0.0571709377914535,1,1,326,1,1,1,42,42,8,10,80,12,0,0,0,0,0,0,0,1009,1009,239,239,133,133,4954,0.158528,0.158528,1,1.11022302462516e-16,0,0,0.140034525327009,0.141736520436062,1.04187586880126,0,0,1.47455999999999,0.158528,0.15553219047619
closure-response-blackout-emergency,closure,response-blackout,16094214,232054,16363029,16363029,0,1607345,628428,18508972500,52932510,657017381,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.04676634634656,0,1.04676634634656,0,13744,0.905274520337386,1,0.0872133975701461,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.123160671591578,0.219820932732777,0.106039741179096,0.0780133188396526,0.190107649270851,0.0558334263782578,1,1,326,1,1,1,145,145,29,29,262,57,0,0,0,0,0,0,0,1004,1004,244,244,307,307,13782,0.441023999999998,0.441024,1,8.88178419700125e-16,0,0,0.139490075791777,0.141157432408666,1.0258468128902,0,0,1.47455999999999,0.441023999999998,0.18243657142857
closure-response-blackout-no-emergency,closure,response-blackout,16094214,232054,16363029,16363029,0,1607345,628428,18508972500,52932510,396813229,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.61934176348943,0,7.61934176348943,0,13744,6.68609674638155,0,-0.18322078692426,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.511037399601523,0.901074868741662,0.838127593983837,0.228882551349813,0.681795583894924,0.73547064210197,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,742,742,187,187,307,307,13782,0.441023999999998,0.441024,1,8.88178419700125e-16,0,0,0.398801148155453,0.412664325104402,0.786779213075739,0,0,1.02912,0.441023999999998,0.140013714285714
closure-prepare-blackout-emergency,closure,prepare-blackout,16094214,232054,16363029,16363029,0,1607345,628428,18724460215,52659912,656784435,139609378,139609378,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.04711314675248,0,1.04711314675248,0,14344,0.90527866242219,1,0.085806832432916,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.125005235778979,0.21989376081802,0.106155775923734,0.0804779888138907,0.19010851910866,0.0559513139229022,1,1,326,1,1,1,116,116,0,29,214,47,0,0,0,0,0,0,0,1005,1005,243,243,12,12,484,0.015488,0.015488,1,1.11022302462516e-16,0,0,0.136581419878998,0.150192833156065,1.05580683243292,0,0,1.47455999999999,0.015488,0.141909333333332
closure-commit-blackout-emergency,closure,commit-blackout,16094214,232054,16363029,16363029,0,1607345,628428,18644769456,55318927,656854606,139609378,139609378,1,1,4,2,5,4,1,52,56,1,1,1,22,1,0,1,4,0,1,4.51491969950798,0.514919699507979,1,1.04925886614775,0,1.04925886614775,0,13744,0.905336525798979,1,0.0833829644174542,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.123724713748573,0.220344361891027,0.106715811180768,0.079440739783559,0.190120670417786,0.0559495009829649,1,1,326,1,1,1,124,124,8,29,231,46,0,0,0,0,0,0,0,1008,1008,240,240,136,136,5038,0.161216,0.161216,1,1.11022302462516e-16,0,0,0.139615752087269,0.14129113312187,1.02827585727583,0,0,1.47455999999999,0.161216,0.15578819047619
closure-iid20-emergency,closure,none,16094215,890109,15304705,15304705,0,753318,628428,18776120533,54679482,656884047,139622678,139622678,1,1,4,2,5,4,1,52,56,1,1,1,24,1,1,5,0,0,0,4.94491205184207,0.944912051842072,1,1.04526849676813,0,1.04526849676813,0,13788,0.964872986797472,1,0.0520478265900155,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.141372459911994,0.219506384321307,0.103971840635668,0.0774769838951053,0.202623327227469,0.0605857285432618,1,1,326,1,1,1,49,49,9,10,86,22,0,0,0,0,0,0,0,973,973,275,275,130,130,4662,0.149184,0.149184,1,8.88178419700125e-16,0,0,0.144331378402556,0.147397346683552,1.02204782659002,0,0,1.47455999999999,0.149184,0.154642285714285
closure-response-blackout-emergency,closure,response-blackout,16094215,890109,15304705,15304705,0,753318,628428,18535064831,52505340,657144709,139622678,139622678,1,1,4,2,5,4,1,52,56,1,1,1,24,0,0,0,5,0,0,4.94491205184207,0.944912051842072,1,1.02967478657706,0,1.02967478657706,0,13788,0.966341679834535,1,0.0608328597828207,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.139409864628025,0.216231705181182,0.0999107905144629,0.0775537894443676,0.202931752765252,0.0636096218591282,1,1,326,1,1,1,145,145,29,29,237,82,0,0,0,0,0,0,0,954,954,294,294,312,312,13950,0.446399999999998,0.4464,1,8.88178419700125e-16,0,0,0.143118497782579,0.146118806479962,1.02263919906276,0,0,1.47455999999999,0.446399999999998,0.18294857142857
closure-response-blackout-no-emergency,closure,response-blackout,16094215,890109,15304705,15304705,0,753318,628428,18535064831,52505340,397028507,139622678,139622678,1,1,4,2,5,4,1,52,56,1,1,1,24,0,0,0,5,0,0,4.94491205184207,0.944912051842072,1,7.33429276116125,0,7.33429276116125,0,13788,6.34605383410388,0,-0.207599567779173,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.506321287847289,0.883976986384498,0.806772203727737,0.206816534054498,0.671746529233486,0.698065921751426,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,717,717,212,212,312,312,13950,0.446399999999998,0.4464,1,8.88178419700125e-16,0,0,0.389549523384112,0.40358174086128,0.762400432220826,0,0,1.02912,0.446399999999998,0.140525714285714
closure-prepare-blackout-emergency,closure,prepare-blackout,16094215,890109,15304705,15304705,0,753318,628428,18753364886,52569619,656576306,139622678,139622678,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.02715398169347,0,1.02715398169347,0,14344,0.966365150236612,1,0.0612350145873541,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.139401555338692,0.215702336155628,0.0999644913203482,0.083780851026233,0.202936681549688,0.0631231147129916,1,1,326,1,1,1,116,116,0,29,192,69,0,0,0,0,0,0,0,955,955,293,293,11,11,460,0.01472,0.01472,1,4.44089209850063e-16,0,0,0.140219244304381,0.153956714773548,1.03123501458735,0,0,1.47455999999999,0.01472,0.14183619047619
closure-commit-blackout-emergency,closure,commit-blackout,16094215,890109,15304705,15304705,0,753318,628428,18681468722,55224842,657095792,139622678,139622678,1,1,4,2,5,4,1,52,56,1,1,1,24,1,0,1,4,0,1,4.94491205184207,0.944912051842072,1,1.0217058841376,0,1.0217058841376,0,13788,0.966330948527916,1,0.062082416862157,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.139065998118634,0.214558235668897,0.0999381245717404,0.0762462343065731,0.202929499190862,0.0620562405286065,1,1,326,1,1,1,125,125,9,29,210,69,0,0,0,0,0,0,0,959,959,289,289,134,134,4774,0.152768,0.152768,1,8.88178419700125e-16,0,0,0.143651570552622,0.146681347245776,1.02337980983965,0,0,1.47455999999999,0.152768,0.154983619047618
closure-iid20-emergency,closure,none,16094216,712388,14735928,14735928,0,1886447,628428,18762807855,55338419,656588157,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,1,1,5,0,0,0,4.29992352334093,0.299923523340933,1,1.12637719775788,0,1.12637719775788,0,13722,1.02443787067543,0,0.0971091016175492,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.124655016315952,0.236539211529154,0.106426952308546,0.10410644505691,0.215131952841841,0.0593734198732876,1,1,326,1,1,1,38,38,7,9,66,18,0,0,0,0,0,0,0,1003,1003,245,245,126,126,4780,0.15296,0.15296,1,4.44089209850063e-16,0,0,0.149091879693023,0.149711456817596,1.0193209734138,0,0,1.47455999999999,0.15296,0.155001904761904
closure-response-blackout-emergency,closure,response-blackout,16094216,712388,14735928,14735928,0,1886447,628428,18521752153,52600110,655833734,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,1.10736504454385,0,1.10736504454385,0,13722,1.01773580347179,0,0.0971577204936398,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120368110541172,0.232546659354209,0.0992290305393468,0.105054436868131,0.213724518729075,0.0600812409410261,1,1,326,1,1,1,145,145,29,29,260,59,0,0,0,0,0,0,0,1004,1004,244,244,304,304,13692,0.438143999999998,0.438144,1,4.44089209850063e-16,0,0,0.146935320607165,0.147398459854884,1.03254797863102,0,0,1.47455999999999,0.438143999999998,0.182162285714285
closure-response-blackout-no-emergency,closure,response-blackout,16094216,712388,14735928,14735928,0,1886447,628428,18521752153,52600110,396347847,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.48440075011522,0,7.48440075011522,0,13722,6.61019519019363,0,-0.203475249306841,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.462433238169883,0.875724287062115,0.823284082512674,0.293118756131819,0.663245121460929,0.727121470921299,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,744,744,185,185,304,304,13692,0.438143999999998,0.438144,1,4.44089209850063e-16,0,0,0.396491506457776,0.409624049760098,0.766524750693159,0,0,1.02912,0.438143999999998,0.139739428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094216,712388,14735928,14735928,0,1886447,628428,18739575483,52479278,655944498,139607478,139607478,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.10749895507744,0,1.10749895507744,0,14344,1.01775765382513,0,0.0934788787136718,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120669628771505,0.232574780566262,0.0993888772398133,0.105588814993598,0.213729107303277,0.0603125152696649,1,1,326,1,1,1,116,116,0,29,209,52,0,0,0,0,0,0,0,1002,1002,246,246,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.144017917927241,0.156755212305561,1.06347887871367,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094216,712388,14735928,14735928,0,1886447,628428,18666801418,54743434,656077870,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,1.10760571648764,0,1.10760571648764,0,13722,1.01778531583781,0,0.101466627898575,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120750289617479,0.232597200462404,0.0991928744932213,0.10509640179515,0.21373491632594,0.0599848885113374,1,1,326,1,1,1,123,123,7,29,226,49,0,0,0,0,0,0,0,1005,1005,243,243,129,129,4864,0.155648,0.155648,1,4.44089209850063e-16,0,0,0.145725928514599,0.146099669564878,1.0314537637818,0,0,1.47455999999999,0.155648,0.155257904761904
closure-iid20-emergency,closure,none,16094217,604084,12332169,12332169,0,1918560,628428,18736861451,54979547,657543362,139596078,139596078,1,1,4,2,5,4,1,52,56,1,1,1,23,1,1,5,0,0,0,4.72991587567503,0.729915875675026,1,1.06976408554825,0,1.06976408554825,0,13766,1.05480988868187,0,0.0912407723824191,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118847547975154,0.224650457965132,0.0981833771708034,0.0947122993060985,0.221510076623193,0.0661177397327386,1,1,326,1,1,1,51,51,10,11,92,20,0,0,0,0,0,0,0,1004,1004,244,244,137,137,5282,0.169024,0.169024,1,8.88178419700125e-16,0,0,0.141241807953341,0.14377687617464,1.04645640355202,0,0,1.47455999999999,0.169024,0.156531809523809
closure-response-blackout-emergency,closure,response-blackout,16094217,604084,12332169,12332169,0,1918560,628428,18495805749,52984641,657517778,139596078,139596078,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,1.05927194785273,0,1.05927194785273,0,13766,1.0468233191851,0,0.0931839355463762,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.11483767872321,0.222447109049074,0.0963946894830485,0.0970470396184893,0.219832897028871,0.0647410165663613,1,1,326,1,1,1,145,145,29,29,255,64,0,0,0,0,0,0,0,1011,1011,237,237,307,307,13798,0.441535999999998,0.441536,1,8.88178419700125e-16,0,0,0.140192495118006,0.142666922002423,1.0348226520553,0,0,1.47455999999999,0.441535999999998,0.182485333333332
closure-response-blackout-no-emergency,closure,response-blackout,16094217,604084,12332169,12332169,0,1918560,628428,18495805749,52984641,396739568,139596078,139596078,1,1,4,2,5,4,1,52,56,1,1,1,23,0,0,0,5,0,0,4.72991587567503,0.729915875675026,1,7.23149934484996,0,7.23149934484996,0,13766,6.42402084589529,0,-0.193391544632121,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.492044333198386,0.876829725053574,0.795464927933496,0.229694642882027,0.665169866263489,0.706642293048482,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,756,756,173,173,307,307,13798,0.441535999999998,0.441536,1,8.88178419700125e-16,0,0,0.395015486113029,0.409042487553942,0.776608455367879,0,0,1.02912,0.441535999999998,0.140062476190476
closure-prepare-blackout-emergency,closure,prepare-blackout,16094217,604084,12332169,12332169,0,1918560,628428,18714163644,52479278,657209134,139596078,139596078,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.05920809323784,0,1.05920809323784,0,14344,1.04676830180141,0,0.0962425395967517,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.116348564463123,0.222433699579946,0.0963843530692901,0.0995333003876104,0.219821343378296,0.0648158207368095,1,1,326,1,1,1,116,116,0,29,209,52,0,0,0,0,0,0,0,1014,1014,234,234,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.137227701468343,0.151213877228931,1.06624253959675,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094217,604084,12332169,12332169,0,1918560,628428,18643054699,54477037,657314128,139596078,139596078,1,1,4,2,5,4,1,52,56,1,1,1,23,1,0,1,4,0,1,4.72991587567503,0.729915875675026,1,1.0592591338661,0,1.0592591338661,0,13766,1.04680738286136,0,0.100184036504287,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.11614867314837,0.222444418111881,0.0963927200092836,0.0973366579642692,0.219829550400885,0.0647512891590005,1,1,326,1,1,1,126,126,10,29,224,57,0,0,0,0,0,0,0,1012,1012,236,236,141,141,5394,0.172608,0.172608,1,8.88178419700125e-16,0,0,0.140234735046533,0.14271160102933,1.03283522748172,0,0,1.47455999999999,0.172608,0.156873142857142
closure-iid20-emergency,closure,none,16094218,746754,14394520,14394520,0,1846326,628428,18711635614,54426929,656012374,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,1,1,5,0,0,0,4.29992352334093,0.299923523340933,1,1.106280824714,0,1.106280824714,0,13722,1.00006456977261,0,0.0855403237425167,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.118964294891594,0.23231897318994,0.116633194104116,0.0912229231779893,0.210013559652247,0.0625938301080835,1,1,326,1,1,1,29,29,5,8,51,12,0,0,0,0,0,0,0,988,988,260,260,115,115,3976,0.127232,0.127232,1,4.44089209850063e-16,0,0,0.156495985154196,0.158127836472702,1.02919213388705,0,0,1.47455999999999,0.127232,0.152551619047618
closure-response-blackout-emergency,closure,response-blackout,16094218,746754,14394520,14394520,0,1846326,628428,18470579912,52563120,656756284,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,1.07573457413059,0,1.07573457413059,0,13722,0.986909160251608,1,0.100082090854175,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115102411374342,0.225904260567423,0.111755057634387,0.0915953650147667,0.207250923652838,0.0593450043372996,1,1,326,1,1,1,145,145,29,29,261,58,0,0,0,0,0,0,0,995,995,253,253,304,304,13682,0.437823999999998,0.437824,1,4.44089209850063e-16,0,0,0.155528266857637,0.157094949564721,1.03385852636007,0,0,1.47455999999999,0.437823999999998,0.182131809523808
closure-response-blackout-no-emergency,closure,response-blackout,16094218,746754,14394520,14394520,0,1846326,628428,18470579912,52563120,396765924,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,0,0,0,5,0,0,4.29992352334093,0.299923523340933,1,7.36182590732993,0,7.36182590732993,0,13722,6.45048295631563,0,-0.192064969874975,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.502582160766579,0.888262760143675,0.809800849806292,0.216517128595772,0.689583457281741,0.709553125194719,0,0,326,0,0,1,145,0,0,0,0,0,0,0,0,0,0,0,0,734,734,195,195,304,304,13682,0.437823999999998,0.437824,1,4.44089209850063e-16,0,0,0.412135142373811,0.426086094380085,0.777935030125025,0,0,1.02912,0.437823999999998,0.139708952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094218,746754,14394520,14394520,0,1846326,628428,18689141135,52479278,656874328,139607478,139607478,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.07572290741848,0,1.07572290741848,0,14344,0.986935989296682,1,0.0955417340365927,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.116993822566897,0.22590181055788,0.111736763876871,0.0920941361427894,0.207256557752303,0.0593718561762071,1,1,326,1,1,1,116,116,0,29,211,50,0,0,0,0,0,0,0,992,992,256,256,10,10,436,0.013952,0.013952,1,4.44089209850063e-16,0,0,0.153497064504679,0.166529091600281,1.06554173403659,0,0,1.47455999999999,0.013952,0.141763047619047
closure-commit-blackout-emergency,closure,commit-blackout,16094218,746754,14394520,14394520,0,1846326,628428,18621837852,54785964,656399609,139607478,139607478,1,1,4,2,5,4,1,52,56,1,1,1,21,1,0,1,4,0,1,4.29992352334093,0.299923523340933,1,1.0757818193372,0,1.0757818193372,0,13722,0.986964409257387,1,0.0964707962875615,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.115433824832384,0.225914182060812,0.111752161691112,0.0914836000798234,0.207262525944051,0.0593565046028495,1,1,326,1,1,1,121,121,5,29,223,48,0,0,0,0,0,0,0,995,995,253,253,117,117,4032,0.129024,0.129024,1,4.44089209850063e-16,0,0,0.155304864789055,0.156855007225392,1.03455509444466,0,0,1.47455999999999,0.129024,0.152722285714285
closure-iid20-emergency,closure,none,16094219,1316119,12187840,12187840,0,1647702,628428,18723572230,54514490,657117139,139611278,139611278,1,1,4,2,5,4,1,52,56,1,1,1,22,1,1,5,0,0,0,4.51491969950798,0.514919699507979,1,1.05673646252261,0,1.05673646252261,0,13744,0.932417586540423,1,0.0788060709434404,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.124384134157861,0.221914657129748,0.100195880454426,0.08738602530809,0.195807693173489,0.047301763012263,1,1,326,1,1,1,30,30,5,7,53,13,0,0,0,0,0,0,0,994,994,254,254,117,117,4018,0.128576,0.128576,1,8.88178419700125e-16,0,0,0.143374052857609,0.144994765593409,1.03340138794669,0,0,1.47455999999999,0.128576,0.152679619047618
closure-response-blackout-emergency,closure,response-blackout,16094219,1316119,12187840,12187840,0,1647702,628428,18482516528,52937919,657092393,139611278,139611278,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,1.04252097134165,0,1.04252097134165,0,13744,0.929229521255993,1,0.0928632263605498,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.120380268146358,0.218929403981747,0.0961403045047972,0.08658102887581,0.195138199463758,0.0445452255705527,1,1,326,1,1,1,144,144,28,29,253,64,0,0,0,0,0,0,0,1002,1002,246,246,307,307,13784,0.441087999999998,0.441088,1,8.88178419700125e-16,0,0,0.141343695563511,0.142833326928121,1.03278243109118,0,0,1.47455999999999,0.441087999999998,0.182442666666666
closure-response-blackout-no-emergency,closure,response-blackout,16094219,1316119,12187840,12187840,0,1647702,628428,18482516528,52937919,398440695,139611278,139611278,1,1,4,2,5,4,1,52,56,1,1,1,22,0,0,0,5,0,0,4.51491969950798,0.514919699507979,1,7.13366254302905,0,7.13366254302905,0,13744,6.30599748100464,0,-0.192087673311788,1,0,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.509457409851105,0.876084047566432,0.784702879733196,0.202272989710299,0.672299464357171,0.693659722910511,0,0,326,0,0,1,144,0,0,0,0,0,0,0,0,0,0,0,0,749,749,182,182,307,307,13784,0.441087999999998,0.441088,1,8.88178419700125e-16,0,0,0.394473463531551,0.408035639862011,0.777912326688212,0,0,1.032192,0.441087999999998,0.14031238095238
closure-prepare-blackout-emergency,closure,prepare-blackout,16094219,1316119,12187840,12187840,0,1647702,628428,18698343648,52569523,657592337,139611278,139611278,1,1,4,2,5,4,1,52,56,1,0,0,NaN,0,0,0,4,1,0,NaN,NaN,1,1.04755370145737,0,1.04755370145737,0,14344,0.929030383536621,1,0.0879323964205663,1,1,4697041,1,0.000957440425984,0.999042559574016,0.00033792,8.1920425984e-05,0.0002816,0.000256,0.121760792194305,0.219986277306048,0.0954452815230281,0.087253072400703,0.19509638054269,0.0454745783699333,1,1,326,1,1,1,116,116,0,29,210,51,0,0,0,0,0,0,0,1000,1000,248,248,11,11,460,0.01472,0.01472,1,0,0,0,0.139322507864963,0.153059102855573,1.05793239642057,0,0,1.47455999999999,0.01472,0.14183619047619
