sourceR2Run,configurationId,N,graph,pinning,H,D,sender,p,rValue,rRelative,strictReduction,relativeRankRatio,pairwiseHiddenDirections,fullRelativeIdentifiable,individualNonidentifiableCount,allIndividualValuesIdentifiable,orderingIdentifiableDespiteHiddenValues,nontrivialActionSet,relativeProjectionResidualMax,relativeProjectionResidualFro,relativeBasisResiduals,pairwiseProjectionResiduals,valueHiddenSingularValues,relativeHiddenSingularValues,storedRValueMatch
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.998788633220768,0.997930349741533,0.99878863322076827;0.99653944045608311,ordinary_3_to_2-ordinary_3_to_4=0.99147434594240591;ordinary_3_to_2-ordinary_3_to_5=0.99878863322076827;ordinary_3_to_4-ordinary_3_to_5=0.99653944045608311,2.8633164785002858;0.44537285229425455;0.11634652960116379,0.77322496081682557;0.2506837914059678,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,4,4,4,3,1,0.75,3,0,4,0,0,1,0.999916203982667,0.997592802745733,0.99497088731789551;0.9976683907464744;0.99952937387874707,ordinary_4_to_2-ordinary_4_to_3=0.9999162039826669;ordinary_4_to_2-ordinary_4_to_5=0.99885552652438503;ordinary_4_to_2-ordinary_4_to_6=0.99497088731789551;ordinary_4_to_3-ordinary_4_to_5=0.99872077302794227;ordinary_4_to_3-ordinary_4_to_6=0.9976683907464744;ordinary_4_to_5-ordinary_4_to_6=0.99952937387874707,3.2199134301991279;0.51067832849888162;0.42763188592524815;0.13701563378826465,0.89291959732086346;0.47827918087374732;0.23486566394886943,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,5,4,4,3,1,0.75,3,0,4,0,0,1,0.999811629420219,0.998167627352547,0.99933998942477975;0.99760663500029156;0.99572382404036019,ordinary_5_to_3-ordinary_5_to_4=0.99382801395218034;ordinary_5_to_3-ordinary_5_to_6=0.99549637229263477;ordinary_5_to_3-ordinary_5_to_7=0.99933998942477975;ordinary_5_to_4-ordinary_5_to_6=0.99981162942021862;ordinary_5_to_4-ordinary_5_to_7=0.99760663500029156;ordinary_5_to_6-ordinary_5_to_7=0.99572382404036019,3.3284994099482446;0.63066193288656935;0.35991993086464391;0.081348887023482377,1.1224687194608358;0.52455298380895221;0.083496109693882395,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,6,4,4,3,1,0.75,3,0,4,0,0,1,0.999979242464611,0.998570375612274,0.99658583634042042;0.99923489214942285;0.99905474221387369,ordinary_6_to_4-ordinary_6_to_5=0.99975343901089653;ordinary_6_to_4-ordinary_6_to_7=0.99972764204875997;ordinary_6_to_4-ordinary_6_to_8=0.99658583634042042;ordinary_6_to_5-ordinary_6_to_7=0.9999792424646109;ordinary_6_to_5-ordinary_6_to_8=0.99923489214942285;ordinary_6_to_7-ordinary_6_to_8=0.99905474221387369,3.3272440578346587;0.53824216499423239;0.40350070982850356;0.14023700027149771,0.72113796790928564;0.48283479737582874;0.27864206576394396,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,7,4,4,3,1,0.75,3,0,4,0,0,1,0.998894633644806,0.996978998965258,0.99889463364480624;0.99499233753066096;0.99562581293480301,ordinary_7_to_5-ordinary_7_to_6=0.99592233518883722;ordinary_7_to_5-ordinary_7_to_8=0.9980067513330152;ordinary_7_to_5-ordinary_7_to_9=0.99889463364480624;ordinary_7_to_6-ordinary_7_to_8=0.99411869449576329;ordinary_7_to_6-ordinary_7_to_9=0.99499233753066096;ordinary_7_to_8-ordinary_7_to_9=0.99562581293480301,3.1906790027010064;0.62121987551037483;0.34758706664828304;0.08100345134389525,1.2372226320004043;0.39815618632960864;0.16134339750570631,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,8,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999250091220406,0.997826178212055,0.99718532026021667;0.99857932454227105,ordinary_8_to_6-ordinary_8_to_7=0.99925009122040565;ordinary_8_to_6-ordinary_8_to_9=0.99718532026021667;ordinary_8_to_7-ordinary_8_to_9=0.99857932454227105,2.8279439827752482;0.50398821472149569;0.36207751327865928,1.0161271999448125;0.37313711854430315,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,15,4,9,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999078809335352,0.997977467810589,0.99561837644972284;0.99875046147412161,ordinary_9_to_2-ordinary_9_to_7=0.99907880933535176;ordinary_9_to_2-ordinary_9_to_8=0.99561837644972284;ordinary_9_to_7-ordinary_9_to_8=0.99875046147412161,2.6780837273184783;0.45080475424680444;0.13254121283750692,0.49964447422481134;0.21813316102692051,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,1,8,6,5,1,0.833333333333333,5,0,8,0,0,1,0.989616252789438,0.844807768337879,0.81184233335578437;0.98961625278943843;0.61760355097959596;0;0.98961625278943843;0.78050813025734778;0.73356661953533597,ordinary_1_to_2-ordinary_1_to_3=0.87349527150890793;ordinary_1_to_2-ordinary_1_to_8=0.95998451459599388;ordinary_1_to_2-ordinary_1_to_9=0.81184233335578437;ordinary_1_to_2-pinned_leader_1_to_3=0.87349527150890793;ordinary_1_to_2-pinned_leader_1_to_5=0.8855789772940954;ordinary_1_to_2-pinned_leader_1_to_7=0.95026408793910266;ordinary_1_to_2-pinned_leader_1_to_9=0.81184233335578437;ordinary_1_to_3-ordinary_1_to_8=0.90087183283027283;ordinary_1_to_3-ordinary_1_to_9=0.98961625278943843;ordinary_1_to_3-pinned_leader_1_to_3=0;ordinary_1_to_3-pinned_leader_1_to_5=0.74375388918256546;ordinary_1_to_3-pinned_leader_1_to_7=0.88677026906771128;ordinary_1_to_3-pinned_leader_1_to_9=0.98961625278943843;ordinary_1_to_8-ordinary_1_to_9=0.61760355097959596;ordinary_1_to_8-pinned_leader_1_to_3=0.90087183283027283;ordinary_1_to_8-pinned_leader_1_to_5=0.9481038738906824;ordinary_1_to_8-pinned_leader_1_to_7=0.96242765935079788;ordinary_1_to_8-pinned_leader_1_to_9=0.61760355097959596;ordinary_1_to_9-pinned_leader_1_to_3=0.98961625278943843;ordinary_1_to_9-pinned_leader_1_to_5=0.78050813025734778;ordinary_1_to_9-pinned_leader_1_to_7=0.73356661953533597;ordinary_1_to_9-pinned_leader_1_to_9=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.74375388918256546;pinned_leader_1_to_3-pinned_leader_1_to_7=0.88677026906771128;pinned_leader_1_to_3-pinned_leader_1_to_9=0.98961625278943843;pinned_leader_1_to_5-pinned_leader_1_to_7=0.98684887032211921;pinned_leader_1_to_5-pinned_leader_1_to_9=0.78050813025734778;pinned_leader_1_to_7-pinned_leader_1_to_9=0.73356661953533597,15.857576929461898;8.8583546193809291;5.6855144717876698;3.2258416661109095;0.67341517532986306;0.63404517460056231;7.0060157258887257e-16;5.9077134475192207e-16,14.264784362583015;6.5346027745695014;3.4490450390776113;2.0704623302017438;0.63755609795518697;3.2769655790806365e-16;8.0497391278714971e-17,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999686373461217,0.995589363688242,0.99968637346121714;0.99373012865928023,ordinary_2_to_3-ordinary_2_to_4=0.9927479926538223;ordinary_2_to_3-ordinary_2_to_9=0.99968637346121714;ordinary_2_to_4-ordinary_2_to_9=0.99373012865928023,40.83967010313976;5.8409224886874886;2.7269845933136772,13.246934668593592;5.7761353422188524,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.996760515744402,0.991943831586816,0.99676051574440216;0.98351194327419289,ordinary_3_to_2-ordinary_3_to_4=0.98769058443930802;ordinary_3_to_2-ordinary_3_to_5=0.99676051574440216;ordinary_3_to_4-ordinary_3_to_5=0.98351194327419289,45.023264398516204;3.9295763377716222;1.1148169420237377,6.9445805873016955;4.7043727756825593,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,4,4,4,3,1,0.75,3,0,4,0,0,1,0.999011731026971,0.993821225526398,0.99259427078337459;0.99391916800749447;0.99619399643900619,ordinary_4_to_2-ordinary_4_to_3=0.99901173102697105;ordinary_4_to_2-ordinary_4_to_5=0.99662602914877829;ordinary_4_to_2-ordinary_4_to_6=0.99259427078337459;ordinary_4_to_3-ordinary_4_to_5=0.99550712109104689;ordinary_4_to_3-ordinary_4_to_6=0.99391916800749447;ordinary_4_to_5-ordinary_4_to_6=0.9961939964390063,50.371267544861269;4.6954191577679643;3.7682911331376636;1.3035807610270973,14.755607156572053;4.0500924708649286;2.0918444881652292,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,5,4,4,3,1,0.75,3,0,4,0,0,1,0.999104820220013,0.991836687035088,0.99763682172303869;0.98962844651542503;0.98338208926271964,ordinary_5_to_3-ordinary_5_to_4=0.98509707639420119;ordinary_5_to_3-ordinary_5_to_6=0.98814876196489998;ordinary_5_to_3-ordinary_5_to_7=0.99763682172303869;ordinary_5_to_4-ordinary_5_to_6=0.99910482022001346;ordinary_5_to_4-ordinary_5_to_7=0.98962844651542503;ordinary_5_to_6-ordinary_5_to_7=0.98338208926271964,52.791450921645861;6.1064310271145832;2.9215549942876375;0.57318879179665005,10.709899935443913;8.4826963572381242;0.61737553445986004,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,6,4,4,3,1,0.75,3,0,4,0,0,1,0.999768310911199,0.996331063012432,0.99446996956212264;0.99816744802137813;0.99779657663074817,ordinary_6_to_4-ordinary_6_to_5=0.99725471953454736;ordinary_6_to_4-ordinary_6_to_7=0.99777267669831593;ordinary_6_to_4-ordinary_6_to_8=0.99446996956212264;ordinary_6_to_5-ordinary_6_to_7=0.99976831091119878;ordinary_6_to_5-ordinary_6_to_8=0.99816744802137813;ordinary_6_to_7-ordinary_6_to_8=0.99779657663074817,52.292532002772539;5.302399165997266;3.4539324387444372;1.3080286399913574,9.2215064185827309;4.1078926954852983;3.0994850619816767,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,7,4,4,3,1,0.75,3,0,4,0,0,1,0.995615879993969,0.989779376447499,0.99561587999396883;0.98751958979162235;0.98077784887627606,ordinary_7_to_5-ordinary_7_to_6=0.98209239732356057;ordinary_7_to_5-ordinary_7_to_8=0.99451524624102705;ordinary_7_to_5-ordinary_7_to_9=0.99561587999396883;ordinary_7_to_6-ordinary_7_to_8=0.99110317168668627;ordinary_7_to_6-ordinary_7_to_9=0.98751958979162235;ordinary_7_to_8-ordinary_7_to_9=0.98077784887627606,49.931696306979724;5.8180720547909095;2.8274820751950513;0.57270035920501317,16.407543726440462;3.9546078766745403;1.5517908354950771,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,8,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.995249862441795,0.993739756265361,0.99319346935282171;0.9950415690689437,ordinary_8_to_6-ordinary_8_to_7=0.9952498624417947;ordinary_8_to_6-ordinary_8_to_9=0.99319346935282171;ordinary_8_to_7-ordinary_8_to_9=0.9950415690689437,44.036233180076231;4.4961278737289776;3.0848719664239672,14.306540704363925;3.3565595990800223,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,2,9,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.997087825873565,0.99272051332191,0.98867447656914453;0.99644366264951945,ordinary_9_to_2-ordinary_9_to_7=0.99708782587356459;ordinary_9_to_2-ordinary_9_to_8=0.98867447656914453;ordinary_9_to_7-ordinary_9_to_8=0.99644366264951945,40.932711833830012;4.2741922955119911;1.425264376405899,4.776110021025179;2.4817425631534769,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,1,8,6,5,1,0.833333333333333,5,0,8,0,0,1,0.991026236343718,0.857874734732476,0.82488584753228189;0.99102623634371778;0.6430777600143418;0;0.99102623634371778;0.7970443784157959;0.75271053406997901,ordinary_1_to_2-ordinary_1_to_3=0.88237316961300194;ordinary_1_to_2-ordinary_1_to_8=0.96347097373912705;ordinary_1_to_2-ordinary_1_to_9=0.82488584753228189;ordinary_1_to_2-pinned_leader_1_to_3=0.88237316961300194;ordinary_1_to_2-pinned_leader_1_to_5=0.89713518567450412;ordinary_1_to_2-pinned_leader_1_to_7=0.95530796176582367;ordinary_1_to_2-pinned_leader_1_to_9=0.82488584753228189;ordinary_1_to_3-ordinary_1_to_8=0.90759488818103728;ordinary_1_to_3-ordinary_1_to_9=0.99102623634371778;ordinary_1_to_3-pinned_leader_1_to_3=0;ordinary_1_to_3-pinned_leader_1_to_5=0.76212836010570983;ordinary_1_to_3-pinned_leader_1_to_7=0.89536917269737548;ordinary_1_to_3-pinned_leader_1_to_9=0.99102623634371778;ordinary_1_to_8-ordinary_1_to_9=0.6430777600143418;ordinary_1_to_8-pinned_leader_1_to_3=0.90759488818103728;ordinary_1_to_8-pinned_leader_1_to_5=0.95341786908756898;ordinary_1_to_8-pinned_leader_1_to_7=0.96659154379103251;ordinary_1_to_8-pinned_leader_1_to_9=0.6430777600143418;ordinary_1_to_9-pinned_leader_1_to_3=0.99102623634371778;ordinary_1_to_9-pinned_leader_1_to_5=0.7970443784157959;ordinary_1_to_9-pinned_leader_1_to_7=0.75271053406997901;ordinary_1_to_9-pinned_leader_1_to_9=0;pinned_leader_1_to_3-pinned_leader_1_to_5=0.76212836010570983;pinned_leader_1_to_3-pinned_leader_1_to_7=0.89536917269737548;pinned_leader_1_to_3-pinned_leader_1_to_9=0.99102623634371778;pinned_leader_1_to_5-pinned_leader_1_to_7=0.98864566667926757;pinned_leader_1_to_5-pinned_leader_1_to_9=0.7970443784157959;pinned_leader_1_to_7-pinned_leader_1_to_9=0.75271053406997901,13.053203557625315;7.4981203606086604;4.8441502517396673;2.7806673961089299;0.57352488986541872;0.53851977404200624;7.3391197052638388e-16;3.7886380048312003e-16,12.111710719774848;5.5290789142214338;2.9683223910433361;1.8079942527702069;0.54120304436007283;3.1782988791051902e-16;3.779253204100747e-17,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,2,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.99972064406836,0.995842233442958,0.99972064406835992;0.99394110949106151,ordinary_2_to_3-ordinary_2_to_4=0.99293002185615942;ordinary_2_to_3-ordinary_2_to_9=0.99972064406835992;ordinary_2_to_4-ordinary_2_to_9=0.99394110949106151,33.359110150977322;4.954512262143111;2.3331783526000169,10.922398478956506;4.8139188694403661,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.996959702731349,0.99246751811995,0.99695970273134937;0.98458166053501373,ordinary_3_to_2-ordinary_3_to_4=0.98783888381232665;ordinary_3_to_2-ordinary_3_to_5=0.99695970273134937;ordinary_3_to_4-ordinary_3_to_5=0.98458166053501373,36.730496493328445;3.3484272142883311;0.93996649681370159,5.8812879777012492;3.8146952603071953,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,4,4,4,3,1,0.75,3,0,4,0,0,1,0.999122347950392,0.994045959272691,0.99271675950301197;0.99414643623770993;0.99650787818539877,ordinary_4_to_2-ordinary_4_to_3=0.99912234795039234;ordinary_4_to_2-ordinary_4_to_5=0.99684963424826889;ordinary_4_to_2-ordinary_4_to_6=0.99271675950301197;ordinary_4_to_3-ordinary_4_to_5=0.99578118300236007;ordinary_4_to_3-ordinary_4_to_6=0.99414643623770993;ordinary_4_to_5-ordinary_4_to_6=0.99650787818539877,41.102725002117857;3.9826587422655759;3.2132352499851238;1.1054652099860349,11.956906902848068;3.4595100613594347;1.7899298333419273,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,5,4,4,3,1,0.75,3,0,4,0,0,1,0.999185550081092,0.99241417343777,0.99782064830763606;0.99032591302263928;0.9841357286728718,ordinary_5_to_3-ordinary_5_to_4=0.98549883835155461;ordinary_5_to_3-ordinary_5_to_6=0.9885762994494226;ordinary_5_to_3-ordinary_5_to_7=0.99782064830763606;ordinary_5_to_4-ordinary_5_to_6=0.99918555008109233;ordinary_5_to_4-ordinary_5_to_7=0.99032591302263928;ordinary_5_to_6-ordinary_5_to_7=0.9841357286728718,43.04261609787067;5.1673783075935296;2.5048653594905645;0.48774698346261913,9.0576720632293064;6.8788520264030355;0.52386211564400453,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,6,4,4,3,1,0.75,3,0,4,0,0,1,0.999800539119542,0.996527954855944,0.9946185580952408;0.9982820266438106;0.99792848302685222,ordinary_6_to_4-ordinary_6_to_5=0.99753078785317473;ordinary_6_to_4-ordinary_6_to_7=0.99798367971813062;ordinary_6_to_4-ordinary_6_to_8=0.9946185580952408;ordinary_6_to_5-ordinary_6_to_7=0.99980053911954203;ordinary_6_to_5-ordinary_6_to_8=0.9982820266438106;ordinary_6_to_7-ordinary_6_to_8=0.99792848302685222,42.661932536930848;4.4741036294231655;2.9514273939792499;1.1119332303668008,7.5929453281181205;3.50574128200387;2.616330285595994,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,7,4,4,3,1,0.75,3,0,4,0,0,1,0.995941121813317,0.990279759993851,0.99594112181331718;0.98791532710973951;0.98181044456733535,ordinary_7_to_5-ordinary_7_to_6=0.98308316313684752;ordinary_7_to_5-ordinary_7_to_8=0.99478854585557652;ordinary_7_to_5-ordinary_7_to_9=0.99594112181331718;ordinary_7_to_6-ordinary_7_to_8=0.99128888852615815;ordinary_7_to_6-ordinary_7_to_9=0.98791532710973951;ordinary_7_to_8-ordinary_7_to_9=0.98181044456733535,40.742620112311478;4.9379325583846976;2.4226144152515414;0.48594773314779344,13.436863158243392;3.3369909927086514;1.3245914728483255,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,8,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.995568381784007,0.993982746263995,0.99339616815638543;0.99531988820912287,ordinary_8_to_6-ordinary_8_to_7=0.99556838178400731;ordinary_8_to_6-ordinary_8_to_9=0.99339616815638543;ordinary_8_to_7-ordinary_8_to_9=0.99531988820912287,35.942230223963264;3.825677276398793;2.6382574942528771,11.668412915511707;2.8636056087449138,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_sparse4_pin_odd,9,sparse4,odd,25,4,9,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.99731338680112,0.993214473221299,0.98920032555077819;0.99667419541047286,ordinary_9_to_2-ordinary_9_to_7=0.99731338680111992;ordinary_9_to_2-ordinary_9_to_8=0.98920032555077819;ordinary_9_to_7-ordinary_9_to_8=0.99667419541047286,33.454109613346127;3.6173525103236299;1.1973336062717108,4.0178060732116023;2.0808839585638768,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,1,8,6,5,1,0.833333333333333,5,0,8,0,0,1,0.999501507662592,0.987591738403259,0.98286327077503477;0.997959175804084;0.97987351422671076;0.99491379030626614;0.98286327077503477;0.97987351422671076;0.99950150766259249,ordinary_1_to_2-ordinary_1_to_3=0.93820453653768077;ordinary_1_to_2-ordinary_1_to_4=0.9992141170062836;ordinary_1_to_2-ordinary_1_to_5=0.96833248298231211;ordinary_1_to_2-pinned_leader_1_to_2=0;ordinary_1_to_2-pinned_leader_1_to_4=0.9992141170062836;ordinary_1_to_2-pinned_leader_1_to_6=0.9803836379026567;ordinary_1_to_2-pinned_leader_1_to_8=0.98286327077503477;ordinary_1_to_3-ordinary_1_to_4=0.93857858525759874;ordinary_1_to_3-ordinary_1_to_5=0.88246804116418087;ordinary_1_to_3-pinned_leader_1_to_2=0.93820453653768077;ordinary_1_to_3-pinned_leader_1_to_4=0.93857858525759874;ordinary_1_to_3-pinned_leader_1_to_6=0.99680597314831243;ordinary_1_to_3-pinned_leader_1_to_8=0.997959175804084;ordinary_1_to_4-ordinary_1_to_5=0.97064856723559845;ordinary_1_to_4-pinned_leader_1_to_2=0.9992141170062836;ordinary_1_to_4-pinned_leader_1_to_4=0;ordinary_1_to_4-pinned_leader_1_to_6=0.98673401013342643;ordinary_1_to_4-pinned_leader_1_to_8=0.97987351422671076;ordinary_1_to_5-pinned_leader_1_to_2=0.96833248298231211;ordinary_1_to_5-pinned_leader_1_to_4=0.97064856723559845;ordinary_1_to_5-pinned_leader_1_to_6=0.99760655414992994;ordinary_1_to_5-pinned_leader_1_to_8=0.99491379030626614;pinned_leader_1_to_2-pinned_leader_1_to_4=0.9992141170062836;pinned_leader_1_to_2-pinned_leader_1_to_6=0.9803836379026567;pinned_leader_1_to_2-pinned_leader_1_to_8=0.98286327077503477;pinned_leader_1_to_4-pinned_leader_1_to_6=0.98673401013342643;pinned_leader_1_to_4-pinned_leader_1_to_8=0.97987351422671076;pinned_leader_1_to_6-pinned_leader_1_to_8=0.99950150766259249,2.0980300082363414;1.8848973497187409;1.7840684270352631;1.1831114465284485;0.29482674972306466;0.12218660322762684;3.0215722242429028e-16;1.6234949036140411e-16,4.819047655957303;1.9751219973227803;1.2517148852312021;0.8665854867777566;0.19411947743939734;5.868939276193334e-16;1.6140226692963294e-16,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,2,2,2,1,1,0.5,1,0,2,0,0,1,0.999401384029068,0.999401384029068,0.99940138402906831,ordinary_2_to_6-ordinary_2_to_7=0.99940138402906831,3.6798989560409638;1.2412252209061319,1.7602891929808033,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,3,3,3,2,1,0.666666666666667,2,0,3,0,0,1,0.999879094840457,0.999715668981611,0.99987909484045723;0.99969573213835738,ordinary_3_to_7-ordinary_3_to_8=0.99954323295671132;ordinary_3_to_7-ordinary_3_to_9=0.99987909484045723;ordinary_3_to_8-ordinary_3_to_9=0.99969573213835738,4.5450518052526929;1.4307905076009582;0.44052614909991294,1.7879328459676478;0.61062900287619959,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,4,1,1,0,1,0,0,1,1,0,0,0,0,0,,,2.6770329748394408,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,6,1,1,0,1,0,0,1,1,0,0,0,0,0,,,2.1738514435146112,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,7,2,2,1,1,0.5,1,0,2,0,0,1,0.999610845036227,0.999610845036227,0.9996108450362271,ordinary_7_to_2-ordinary_7_to_3=0.9996108450362271,3.1006004771238858;0.86015327179025325,1.2256831286537395,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,8,1,1,0,1,0,0,1,1,0,0,0,0,0,,,2.31504571177457,,1
D:\Research\Drone\SwarmDroneMATLAB\results\tcns_r2_generalization_validation\2026-09-08_161130,N9_geometric_pin_even,9,geometric,even,15,2,9,2,2,1,1,0.5,1,0,2,0,0,1,0.999044137389444,0.999044137389444,0.99904413738944364,ordinary_9_to_3-ordinary_9_to_4=0.99904413738944364,3.1005249965044817;0.99402486109638466,1.4088136845588068,1
