seed,method,N,scenario,RMSE,MAXERR,MINEVAL,AOI,TXRATECHANNEL,TXRATEAGENT,TXRATETOTAL,TXCOUNT,PDR,ACKUPDATE,ACKMISS,FORMFAIL,SAFEFAIL
17,Periodic10,20,Moderate,0.178663261278927,0.243365173344627,0.402778951998677,0.155451407811081,10,25,500,15000,0.8014,0,0,1,0
18,Periodic10,20,Moderate,0.17890490942178,0.243197634834233,0.401492952382592,0.155654859218892,10,25,500,15000,0.795666666666667,0,0,1,0
19,Periodic10,20,Moderate,0.178046560886733,0.240539490716077,0.405667286479201,0.154639418710263,10,25,500,15000,0.8004,0,0,1,0
20,Periodic10,20,Moderate,0.177847588085075,0.244601498246664,0.404459783125641,0.154726612170754,10,25,500,15000,0.800866666666667,0,0,1,0
1,Periodic20,20,Moderate,0.136762641046073,0.193984206100596,0.450118088738143,0.118228519527702,20,50,1000,30000,0.798166666666667,0,0,1,0
2,Periodic20,20,Moderate,0.136556836327491,0.195497214723269,0.451819588155788,0.118271389645777,20,50,1000,30000,0.8008,0,0,1,0
3,Periodic20,20,Moderate,0.136389398390525,0.191369778385102,0.452338412782904,0.11826012715713,20,50,1000,30000,0.800933333333333,0,0,1,0
4,Periodic20,20,Moderate,0.136470988467071,0.190116464917114,0.449941182850301,0.118206357856494,20,50,1000,30000,0.798866666666667,0,0,1,0
5,Periodic20,20,Moderate,0.136677140736956,0.192567092927764,0.449618879456486,0.118126430517711,20,50,1000,30000,0.799433333333333,0,0,1,0
6,Periodic20,20,Moderate,0.136986079271242,0.190435483342237,0.451565573929603,0.118387647593097,20,50,1000,30000,0.799966666666667,0,0,1,0
7,Periodic20,20,Moderate,0.136737540683517,0.190803877165236,0.447819684417497,0.118377838328792,20,50,1000,30000,0.797833333333333,0,0,1,0
8,Periodic20,20,Moderate,0.136852525662952,0.193550491673565,0.450130720173822,0.118326248864669,20,50,1000,30000,0.800833333333333,0,0,1,0
9,Periodic20,20,Moderate,0.136572188270153,0.191623682172449,0.448956738889627,0.118138056312443,20,50,1000,30000,0.7992,0,0,1,0
10,Periodic20,20,Moderate,0.136386588281772,0.193653978434498,0.449999668602997,0.118074114441417,20,50,1000,30000,0.800766666666667,0,0,1,0
11,Periodic20,20,Moderate,0.13686223125604,0.191401055204707,0.448244266623119,0.11829391462307,20,50,1000,30000,0.7988,0,0,1,0
12,Periodic20,20,Moderate,0.136892493523264,0.190589055674189,0.448269509928142,0.118422888283379,20,50,1000,30000,0.798766666666667,0,0,1,0
13,Periodic20,20,Moderate,0.137049071108169,0.190369597241704,0.448070673494876,0.118562761126249,20,50,1000,30000,0.797633333333333,0,0,1,0
14,Periodic20,20,Moderate,0.136597828141324,0.193393003744908,0.447544632343772,0.118215440508629,20,50,1000,30000,0.800533333333333,0,0,1,0
15,Periodic20,20,Moderate,0.136715062041344,0.19179989554275,0.446160261159932,0.118302997275204,20,50,1000,30000,0.799133333333333,0,0,1,0
16,Periodic20,20,Moderate,0.136650875541533,0.189690117999188,0.448593843434038,0.118441780199818,20,50,1000,30000,0.801066666666667,0,0,1,0
17,Periodic20,20,Moderate,0.136738423812988,0.194034247476062,0.447048545133149,0.118478837420527,20,50,1000,30000,0.800833333333333,0,0,1,0
18,Periodic20,20,Moderate,0.136853266808674,0.194580223779557,0.447444261772164,0.118368755676658,20,50,1000,30000,0.797766666666667,0,0,1,0
19,Periodic20,20,Moderate,0.135808674705005,0.191544368239698,0.450926571118784,0.117596366939146,20,50,1000,30000,0.803366666666667,0,0,1,0
20,Periodic20,20,Moderate,0.136331891477464,0.19179223717998,0.451245361826819,0.118112624886467,20,50,1000,30000,0.8003,0,0,1,0
1,State-event,20,Moderate,0.31769554776382,0.434624839057835,0.240835541905018,0.28099800181653,4.00933333333333,10.0233333333333,200.466666666667,6014,0.797805121383439,0,0,1,1
2,State-event,20,Moderate,0.310009100263791,0.448668912770345,0.243874795495222,0.279952406902816,4.004,10.01,200.2,6006,0.802197802197802,0,0,1,1
3,State-event,20,Moderate,0.30747829027347,0.413668381172594,0.263269201808772,0.27538310626703,4.01733333333333,10.0433333333333,200.866666666667,6026,0.807832724858945,0,0,1,0
4,State-event,20,Moderate,0.308056847028856,0.44032441226315,0.281210990461522,0.277916439600363,4.01466666666667,10.0366666666667,200.733333333333,6022,0.800398538691465,0,0,1,0
5,State-event,20,Moderate,0.316583127447812,0.436372747700859,0.247890583779192,0.284741144414169,3.99733333333333,9.99333333333333,199.866666666667,5996,0.792695130086724,0,0,1,1
6,State-event,20,Moderate,0.305693203246755,0.415761646505487,0.267477273662412,0.272624886466848,4.012,10.03,200.6,6018,0.805915586573613,0,0,1,0
7,State-event,20,Moderate,0.313801043230729,0.442096997219906,0.266338294645318,0.278906448683015,4.00133333333333,10.0033333333333,200.066666666667,6002,0.794568477174275,0,0,1,0
8,State-event,20,Moderate,0.30738548337951,0.407224352053196,0.276529384412261,0.275406721162579,4.016,10.04,200.8,6024,0.810922974767596,0,0,1,0
9,State-event,20,Moderate,0.303702520248789,0.431598711955236,0.281223879702626,0.271409990917348,4.01333333333333,10.0333333333333,200.666666666667,6020,0.800664451827243,0,0,1,0
10,State-event,20,Moderate,0.3068754189092,0.404050376323434,0.251293748777246,0.274525340599455,4.02,10.05,201,6030,0.803648424543947,0,0,1,0
11,State-event,20,Moderate,0.307227286261768,0.416690044054168,0.279414467356965,0.276245594913715,4.016,10.04,200.8,6024,0.803618857901726,0,0,1,0
12,State-event,20,Moderate,0.314769968538862,0.463851103141712,0.233222479351982,0.281273024523161,4,10,200,6000,0.797666666666667,0,0,1,1
13,State-event,20,Moderate,0.312844312087615,0.425592187411945,0.267841391864211,0.278774568574024,4.012,10.03,200.6,6018,0.799102691924227,0,0,1,0
14,State-event,20,Moderate,0.313035474395505,0.423051374720667,0.2767687260112,0.282023978201635,4.00533333333333,10.0133333333333,200.266666666667,6008,0.802430093209055,0,0,1,0
15,State-event,20,Moderate,0.311935259114904,0.417843256480706,0.232620725707382,0.28048646684832,4.016,10.04,200.8,6024,0.798472775564409,0,0,1,1
16,State-event,20,Moderate,0.305056883612788,0.456028446117174,0.267074363010386,0.276088646684832,4.00533333333333,10.0133333333333,200.266666666667,6008,0.807589880159787,0,0,1,0
17,State-event,20,Moderate,0.308306330271959,0.450793251166354,0.228143836816877,0.275713714804723,4.008,10.02,200.4,6012,0.798569527611444,0,0,1,1
18,State-event,20,Moderate,0.313853980840708,0.465128898390338,0.275689110785881,0.280287375113533,3.99866666666667,9.99666666666667,199.933333333333,5998,0.797099033011004,0,0,1,0
19,State-event,20,Moderate,0.309700817513072,0.4289906504293,0.274368740731799,0.277201816530427,3.99866666666667,9.99666666666667,199.933333333333,5998,0.794431477159053,0,0,1,0
20,State-event,20,Moderate,0.307810367326043,0.41615364971659,0.267420501887071,0.276158401453224,4.01866666666667,10.0466666666667,200.933333333333,6028,0.804412740544127,0,0,1,0
1,Full-AoI,20,Moderate,0.182902012084286,0.258349976572321,0.402428259530319,0.158437420526794,10.8453333333333,27.1133333333333,542.266666666667,16268,0.79597983771822,12919,0,1,0
2,Full-AoI,20,Moderate,0.182651434113709,0.258248534728433,0.405162441578009,0.157962579473206,10.7613333333333,26.9033333333333,538.066666666667,16142,0.800582331805229,12897,0,1,0
3,Full-AoI,20,Moderate,0.182199272006043,0.2546034317537,0.400743034562056,0.157650862851953,10.7626666666667,26.9066666666667,538.133333333333,16144,0.803332507433102,12934,0,1,0
4,Full-AoI,20,Moderate,0.182308020570696,0.25737655058505,0.395498945155512,0.157982924613987,10.7753333333333,26.9383333333333,538.766666666667,16163,0.798428509558869,12876,0,1,0
5,Full-AoI,20,Moderate,0.182449619531983,0.260112601096828,0.397968476870717,0.157890281562216,10.8053333333333,27.0133333333333,540.266666666667,16208,0.797445705824284,12901,0,1,0
6,Full-AoI,20,Moderate,0.18258400113694,0.257558238241395,0.397932829918737,0.158504995458674,10.7933333333333,26.9833333333333,539.666666666667,16190,0.798826436071649,12903,0,1,0
7,Full-AoI,20,Moderate,0.182736552145754,0.254312378073815,0.395723354834538,0.158345504087193,10.7926666666667,26.9816666666667,539.633333333333,16189,0.797207980727655,12880,0,1,0
8,Full-AoI,20,Moderate,0.182232947004081,0.257090653176049,0.399756855500018,0.157968755676658,10.7593333333333,26.8983333333333,537.966666666667,16139,0.802466075965054,12920,0,1,0
9,Full-AoI,20,Moderate,0.18241018834817,0.254852455698715,0.398364579974975,0.158526430517711,10.8313333333333,27.0783333333333,541.566666666667,16247,0.797685726595679,12926,0,1,0
10,Full-AoI,20,Moderate,0.181666591797354,0.255184272491095,0.403881851727511,0.157732606721162,10.768,26.92,538.4,16152,0.803491827637444,12948,0,1,0
11,Full-AoI,20,Moderate,0.182691535800851,0.256145972356199,0.401139983780092,0.158262306993642,10.8046666666667,27.0116666666667,540.233333333333,16207,0.799592768556797,12931,0,1,0
12,Full-AoI,20,Moderate,0.182158922810313,0.257207417788423,0.39985280885818,0.158049772933697,10.7746666666667,26.9366666666667,538.733333333333,16162,0.798725405271625,12876,0,1,0
13,Full-AoI,20,Moderate,0.182745781803471,0.256154913843902,0.403440172330846,0.15839055404178,10.7993333333333,26.9983333333333,539.966666666667,16199,0.796777578862893,12881,0,1,0
14,Full-AoI,20,Moderate,0.182016065015161,0.256530373571735,0.399568790948083,0.157873206176203,10.7773333333333,26.9433333333333,538.866666666667,16166,0.802548558703452,12946,0,1,0
15,Full-AoI,20,Moderate,0.182845923299719,0.260011487748473,0.393505463034386,0.158147865576748,10.808,27.02,540.4,16212,0.799346163335801,12929,0,1,0
16,Full-AoI,20,Moderate,0.181895191687671,0.259845375869054,0.40073833430675,0.157909536784741,10.7846666666667,26.9616666666667,539.233333333333,16177,0.802682821289485,12956,0,1,0
17,Full-AoI,20,Moderate,0.182107266708914,0.253672738154031,0.404961300551285,0.157849591280654,10.768,26.92,538.4,16152,0.801696384348688,12923,0,1,0
18,Full-AoI,20,Moderate,0.182892078552633,0.255472729372978,0.401454869437448,0.15862161671208,10.814,27.035,540.7,16221,0.795943529991986,12882,0,1,0
19,Full-AoI,20,Moderate,0.182263775731225,0.255858687035838,0.40231364628768,0.157868846503179,10.8046666666667,27.0116666666667,540.233333333333,16207,0.799531066822978,12928,0,1,0
20,Full-AoI,20,Moderate,0.18231614305509,0.251225137721186,0.395627907789767,0.158094459582198,10.752,26.88,537.6,16128,0.801153273809524,12902,0,1,0
1,Periodic10,50,Moderate,0.19269926316507,0.261428796163012,0.404461071846884,0.154701907356948,10,25,1250,37500,0.8016,0,0,1,0
2,Periodic10,50,Moderate,0.19245766117148,0.257240756117922,0.402089283020511,0.154853042688465,10,25,1250,37500,0.79888,0,0,1,0
3,Periodic10,50,Moderate,0.192650041008231,0.252351591181118,0.406516507826177,0.155003451407811,10,25,1250,37500,0.799493333333333,0,0,1,0
4,Periodic10,50,Moderate,0.19316676211403,0.246383326539063,0.405976129192659,0.155440871934605,10,25,1250,37500,0.799253333333333,0,0,1,0
5,Periodic10,50,Moderate,0.192316221306025,0.246214122686938,0.404307975532802,0.15459727520436,10,25,1250,37500,0.80168,0,0,1,0
6,Periodic10,50,Moderate,0.192892796468934,0.256897664394276,0.40252615998001,0.15466557674841,10,25,1250,37500,0.80192,0,0,1,0
7,Periodic10,50,Moderate,0.192394044106747,0.252297003702827,0.410221453970258,0.154653950953678,10,25,1250,37500,0.80144,0,0,1,0
8,Periodic10,50,Moderate,0.192879837166656,0.251214288313773,0.403269278052672,0.155120435967302,10,25,1250,37500,0.79936,0,0,1,0
9,Periodic10,50,Moderate,0.193288397710984,0.25281415835786,0.404618371363549,0.155507720254314,10,25,1250,37500,0.797413333333333,0,0,1,0
10,Periodic10,50,Moderate,0.192861383763162,0.255586906654735,0.404816484554763,0.154817438692098,10,25,1250,37500,0.80192,0,0,1,0
11,Periodic10,50,Moderate,0.193039670446061,0.2571977752936,0.403326881647565,0.155398728428701,10,25,1250,37500,0.799386666666667,0,0,1,0
12,Periodic10,50,Moderate,0.192977651494967,0.25226526659016,0.395584612985234,0.155151680290645,10,25,1250,37500,0.799893333333333,0,0,1,0
13,Periodic10,50,Moderate,0.193003422644673,0.252280849121113,0.406257742755808,0.155126248864668,10,25,1250,37500,0.798906666666667,0,0,1,0
14,Periodic10,50,Moderate,0.192771612760549,0.256748998047248,0.40970151391379,0.154523160762943,10,25,1250,37500,0.800933333333333,0,0,1,0
15,Periodic10,50,Moderate,0.192714119532036,0.255075762362431,0.394033161548656,0.154565304268846,10,25,1250,37500,0.801493333333333,0,0,1,0
16,Periodic10,50,Moderate,0.193735485613302,0.25367382837302,0.401689050287081,0.155740236148955,10,25,1250,37500,0.795173333333333,0,0,1,0
17,Periodic10,50,Moderate,0.192512678423606,0.254193643738383,0.400692858162054,0.154966394187103,10,25,1250,37500,0.798533333333333,0,0,1,0
18,Periodic10,50,Moderate,0.192547418992944,0.250382020947986,0.401561461199613,0.154606721162579,10,25,1250,37500,0.802693333333333,0,0,1,0
19,Periodic10,50,Moderate,0.192867752822753,0.248390858893662,0.406603683777149,0.154991825613079,10,25,1250,37500,0.798773333333333,0,0,1,0
20,Periodic10,50,Moderate,0.193394966025751,0.250884499445899,0.398530892901852,0.155434332425068,10,25,1250,37500,0.79856,0,0,1,0
1,Periodic20,50,Moderate,0.147759188563987,0.194446001785019,0.449196811009494,0.118304014532243,20,50,2500,75000,0.798786666666667,0,0,1,0
2,Periodic20,50,Moderate,0.147705786238972,0.194279967044289,0.448428996582203,0.118312879200727,20,50,2500,75000,0.798893333333333,0,0,1,0
3,Periodic20,50,Moderate,0.147463492480781,0.196169920550797,0.44998414009787,0.118024704813806,20,50,2500,75000,0.800946666666667,0,0,1,0
4,Periodic20,50,Moderate,0.147710825849668,0.198698386632283,0.450269851005926,0.118201562216167,20,50,2500,75000,0.799786666666667,0,0,1,0
5,Periodic20,50,Moderate,0.147820430970022,0.194247297944288,0.450238026235183,0.118207665758401,20,50,2500,75000,0.799133333333333,0,0,1,0
6,Periodic20,50,Moderate,0.147350031789882,0.195145417418631,0.450412520729265,0.117873133514986,20,50,2500,75000,0.80256,0,0,1,0
7,Periodic20,50,Moderate,0.147640411619377,0.194646059791096,0.448969642411138,0.118111462306994,20,50,2500,75000,0.800613333333333,0,0,1,0
8,Periodic20,50,Moderate,0.147715052157339,0.197790499683678,0.448659801549373,0.118191970935513,20,50,2500,75000,0.79956,0,0,1,0
9,Periodic20,50,Moderate,0.148119420443865,0.196298933574959,0.44682242238962,0.118522434150772,20,50,2500,75000,0.796373333333333,0,0,1,0
10,Periodic20,50,Moderate,0.147595906218438,0.193180465300504,0.450220449080464,0.118148228882834,20,50,2500,75000,0.80072,0,0,1,0
11,Periodic20,50,Moderate,0.147804924899698,0.195825471402124,0.448754575820466,0.118293841961853,20,50,2500,75000,0.79876,0,0,1,0
12,Periodic20,50,Moderate,0.147690596942376,0.196061619522442,0.44935540021263,0.118241380563124,20,50,2500,75000,0.79888,0,0,1,0
13,Periodic20,50,Moderate,0.147754577403991,0.195586220154814,0.447425533278382,0.118230481380563,20,50,2500,75000,0.799253333333333,0,0,1,0
14,Periodic20,50,Moderate,0.147572593183353,0.194950251737833,0.449645539662147,0.118032406902816,20,50,2500,75000,0.800106666666667,0,0,1,0
15,Periodic20,50,Moderate,0.147344942849988,0.194181003171688,0.446253717786836,0.117866303360581,20,50,2500,75000,0.80224,0,0,1,0
16,Periodic20,50,Moderate,0.147733214147614,0.196477213708018,0.45133697397069,0.118074114441417,20,50,2500,75000,0.79952,0,0,1,0
17,Periodic20,50,Moderate,0.147510394901144,0.192091575307389,0.448566083549328,0.11812323342416,20,50,2500,75000,0.80028,0,0,1,0
18,Periodic20,50,Moderate,0.147258732485945,0.193245232919118,0.449391892475955,0.117906412352407,20,50,2500,75000,0.803373333333333,0,0,1,0
19,Periodic20,50,Moderate,0.147686090901945,0.194271695935249,0.446669673027789,0.118152007266122,20,50,2500,75000,0.798706666666667,0,0,1,0
20,Periodic20,50,Moderate,0.14783108182627,0.197088584359152,0.447884232577754,0.118259836512262,20,50,2500,75000,0.798506666666667,0,0,1,0
1,State-event,50,Moderate,0.336012261068284,0.441844356200423,0.243621450193001,0.279984959128065,3.9504,9.876,493.8,14814,0.799716484406642,0,0,1,1
2,State-event,50,Moderate,0.332311526336247,0.485282980501781,0.27474559522679,0.275335803814714,3.95413333333333,9.88533333333333,494.266666666667,14828,0.801524143512274,0,0,1,0
3,State-event,50,Moderate,0.337591592423636,0.457276424699976,0.246364189296378,0.281624922797457,3.94506666666667,9.86266666666667,493.133333333333,14794,0.79944572123834,0,0,1,1
4,State-event,50,Moderate,0.331339309060103,0.430672036577598,0.249408853186044,0.278377111716621,3.94666666666667,9.86666666666667,493.333333333333,14800,0.802297297297297,0,0,1,1
5,State-event,50,Moderate,0.332667858205055,0.434467699535894,0.267878757773147,0.278358365122616,3.936,9.84,492,14760,0.802913279132791,0,0,1,0
6,State-event,50,Moderate,0.335063793635755,0.472937203507813,0.26170946081858,0.278896494096276,3.94613333333333,9.86533333333333,493.266666666667,14798,0.800378429517502,0,0,1,0
7,State-event,50,Moderate,0.332491236713427,0.450458117557856,0.25443674526523,0.276774641235241,3.95946666666667,9.89866666666667,494.933333333333,14848,0.803071120689655,0,0,1,0
8,State-event,50,Moderate,0.337015263707252,0.453467451097053,0.261291860197047,0.28094583106267,3.944,9.86,493,14790,0.799121027721433,0,0,1,0
9,State-event,50,Moderate,0.334800206514032,0.457412113564511,0.232342725718104,0.276745722070844,3.94773333333333,9.86933333333333,493.466666666667,14804,0.799851391515807,0,0,1,1
10,State-event,50,Moderate,0.333126941711612,0.4437111756086,0.275510384656067,0.279120581289736,3.95466666666667,9.88666666666667,494.333333333333,14830,0.803506405933918,0,0,1,0
11,State-event,50,Moderate,0.33288519723478,0.435481559334636,0.269874904314334,0.277193605812897,3.9504,9.876,493.8,14814,0.804036722019711,0,0,1,0
12,State-event,50,Moderate,0.331781555149209,0.421689180511073,0.250444494809872,0.276773188010899,3.95413333333333,9.88533333333333,494.266666666667,14828,0.802603183166981,0,0,1,0
13,State-event,50,Moderate,0.335537669963851,0.467436580188669,0.259928193225258,0.278362143505904,3.9392,9.848,492.4,14772,0.79907933929055,0,0,1,0
14,State-event,50,Moderate,0.335934901721052,0.468046831120765,0.271467209328572,0.280177366030881,3.94986666666667,9.87466666666667,493.733333333333,14812,0.796718876586551,0,0,1,0
15,State-event,50,Moderate,0.335099734193428,0.443602368637507,0.247294077092424,0.279860417801998,3.944,9.86,493,14790,0.799053414469236,0,0,1,1
16,State-event,50,Moderate,0.335741901787284,0.444217751997025,0.276110194268702,0.281224268846503,3.94773333333333,9.86933333333333,493.466666666667,14804,0.796068630099973,0,0,1,0
17,State-event,50,Moderate,0.334137969333358,0.437843957622433,0.266277453002945,0.276297547683924,3.94613333333333,9.86533333333333,493.266666666667,14798,0.799229625625084,0,0,1,0
18,State-event,50,Moderate,0.333277399265734,0.451816593108938,0.259027426719572,0.27915153496821,3.94346666666667,9.85866666666667,492.933333333333,14788,0.803354070868272,0,0,1,0
19,State-event,50,Moderate,0.336189015724304,0.448358906404099,0.226808148216955,0.278957384196185,3.9504,9.876,493.8,14814,0.798298906439854,0,0,1,1
20,State-event,50,Moderate,0.333871110017081,0.430168872684349,0.272521418714944,0.278091843778383,3.95146666666667,9.87866666666667,493.933333333333,14818,0.799433121878796,0,0,1,0
1,Full-AoI,50,Moderate,0.196638849207648,0.261734742485064,0.403042170949593,0.157785213442325,10.6810666666667,26.7026666666667,1335.13333333333,40054,0.800719029310431,31992,0,1,0
2,Full-AoI,50,Moderate,0.197001955956433,0.2625886984085,0.397395542247143,0.158039527702089,10.7216,26.804,1340.2,40206,0.798860866537333,32042,0,1,0
3,Full-AoI,50,Moderate,0.19686358430103,0.259916504631157,0.400614591782366,0.157762688465032,10.6714666666667,26.6786666666667,1333.93333333333,40018,0.800539757109301,31956,0,1,0
4,Full-AoI,50,Moderate,0.197369283511222,0.259700766044933,0.400806333669738,0.158236439600363,10.7050666666667,26.7626666666667,1338.13333333333,40144,0.800119569549621,32033,0,1,0
5,Full-AoI,50,Moderate,0.196905002145704,0.256870915713784,0.401084449729066,0.158183687556766,10.6896,26.724,1336.2,40086,0.801002843885646,32031,0,1,0
6,Full-AoI,50,Moderate,0.196813732300625,0.2614575281474,0.402292370718743,0.157551680290645,10.6573333333333,26.6433333333333,1332.16666666667,39965,0.802852495933942,32004,0,1,0
7,Full-AoI,50,Moderate,0.196871285069003,0.2590566941478,0.399230885293106,0.157837093551317,10.6784,26.696,1334.8,40044,0.801143741883928,32014,0,1,0
8,Full-AoI,50,Moderate,0.197073974848661,0.258570046078319,0.396757047032786,0.158179473206176,10.7034666666667,26.7586666666667,1337.93333333333,40138,0.798644675868254,31975,0,1,0
9,Full-AoI,50,Moderate,0.19723104355362,0.257164550393658,0.399820727387018,0.158248356039963,10.7088,26.772,1338.6,40158,0.797176154190946,31944,0,1,0
10,Full-AoI,50,Moderate,0.196702219720264,0.257988229473918,0.401235725740812,0.157872116257947,10.676,26.69,1334.5,40035,0.801848382665168,32028,0,1,0
11,Full-AoI,50,Moderate,0.197141953111434,0.256550983312944,0.398762059415081,0.158429282470481,10.6976,26.744,1337.2,40116,0.798958021736963,31973,0,1,0
12,Full-AoI,50,Moderate,0.197209086479598,0.262627851258186,0.400947890720379,0.158138056312443,10.688,26.72,1336,40080,0.799725548902196,31977,0,1,0
13,Full-AoI,50,Moderate,0.197055861136251,0.260288941149702,0.398944113649802,0.158224959128065,10.6954666666667,26.7386666666667,1336.93333333333,40108,0.798494066021741,31954,0,1,0
14,Full-AoI,50,Moderate,0.196597610410978,0.259245665757051,0.403040636181172,0.157668374205268,10.6802666666667,26.7006666666667,1335.03333333333,40051,0.801428179071684,32016,0,1,0
15,Full-AoI,50,Moderate,0.196754372022507,0.258347899197318,0.402367144442373,0.157790445049954,10.6848,26.712,1335.6,40068,0.801612259159429,32038,0,1,0
16,Full-AoI,50,Moderate,0.197692993799501,0.26113609030382,0.400487553940007,0.158439600363306,10.7170666666667,26.7926666666667,1339.63333333333,40189,0.795615715743114,31896,0,1,0
17,Full-AoI,50,Moderate,0.196859834531596,0.259099931845979,0.399426157478481,0.157992733878292,10.6938666666667,26.7346666666667,1336.73333333333,40102,0.798613535484515,31951,0,1,0
18,Full-AoI,50,Moderate,0.196902486212287,0.259447963637762,0.399348760291179,0.15790234332425,10.6677333333333,26.6693333333333,1333.46666666667,40004,0.801994800519948,32013,0,1,0
19,Full-AoI,50,Moderate,0.196950090170677,0.25919683687828,0.400013718834132,0.158003197093551,10.6885333333333,26.7213333333333,1336.06666666667,40082,0.798063968863829,31918,0,1,0
20,Full-AoI,50,Moderate,0.197539202409533,0.262316176302011,0.399636722219948,0.158335113533151,10.7088,26.772,1338.6,40158,0.798246924647642,31978,0,1,0
1,Periodic10,5,Stressed,0.144774664413475,0.209756159391031,0.42316480953039,0.235817438692098,10,24,120,3600,0.599166666666667,0,0,1,0
2,Periodic10,5,Stressed,0.142946277916185,0.188693215535784,0.412132116937023,0.231904329397517,10,24,120,3600,0.604166666666667,0,0,1,0
3,Periodic10,5,Stressed,0.144885741121302,0.196983141869122,0.417318489346318,0.236718135028762,10,24,120,3600,0.609722222222222,0,0,1,0
4,Periodic10,5,Stressed,0.14741560637235,0.195352669194532,0.41154657730759,0.238269754768392,10,24,120,3600,0.591666666666667,0,0,1,0
5,Periodic10,5,Stressed,0.146906042222527,0.205228133769279,0.412214434943611,0.236339691189827,10,24,120,3600,0.5975,0,0,1,0
6,Periodic10,5,Stressed,0.147336064377829,0.204429883107444,0.419465520335332,0.239927338782925,10,24,120,3600,0.592222222222222,0,0,1,0
7,Periodic10,5,Stressed,0.147567107946685,0.209742710070994,0.41707215238465,0.238527096578868,10,24,120,3600,0.593888888888889,0,0,1,0
8,Periodic10,5,Stressed,0.143967091159052,0.187799224307483,0.415385818712984,0.235650923402967,10,24,120,3600,0.601944444444444,0,0,1,0
9,Periodic10,5,Stressed,0.144974753088898,0.192077852384955,0.419428647309401,0.233463518013927,10,24,120,3600,0.608611111111111,0,0,1,0
10,Periodic10,5,Stressed,0.146440732099786,0.203231445768395,0.421377752710851,0.238557372085982,10,24,120,3600,0.602222222222222,0,0,1,0
11,Periodic10,5,Stressed,0.146547064496726,0.201367882859447,0.405490598117862,0.238542234332425,10,24,120,3600,0.591111111111111,0,0,1,0
12,Periodic10,5,Stressed,0.144354905041464,0.197481132337234,0.418151088983998,0.233826824099304,10,24,120,3600,0.608611111111111,0,0,1,0
13,Periodic10,5,Stressed,0.146554274447903,0.207725034598286,0.410911331571329,0.23799727520436,10,24,120,3600,0.597222222222222,0,0,1,0
14,Periodic10,5,Stressed,0.144076172421489,0.188491340190049,0.432976517763375,0.232267635482894,10,24,120,3600,0.598611111111111,0,0,1,0
15,Periodic10,5,Stressed,0.143033647526819,0.18783639412982,0.424741872253927,0.234288525582804,10,24,120,3600,0.596666666666667,0,0,1,0
16,Periodic10,5,Stressed,0.143716531243898,0.201658322454891,0.418066367697688,0.231843778383288,10,24,120,3600,0.597777777777778,0,0,1,0
17,Periodic10,5,Stressed,0.144996916901208,0.209007320918403,0.420696131614862,0.235514683620951,10,24,120,3600,0.608611111111111,0,0,1,0
18,Periodic10,5,Stressed,0.144116958475938,0.20391673962058,0.416327034975824,0.237550711474417,10,24,120,3600,0.603611111111111,0,0,1,0
19,Periodic10,5,Stressed,0.150480686678438,0.213137089775212,0.413765772960739,0.238277323645171,10,24,120,3600,0.604722222222222,0,0,1,0
20,Periodic10,5,Stressed,0.146922522803169,0.206184047682327,0.413869677974364,0.239518619436875,10,24,120,3600,0.5925,0,0,1,0
1,Periodic20,5,Stressed,0.109674475479087,0.146561021559238,0.465981449997725,0.17764910687254,20,48,240,7200,0.598194444444444,0,0,1,0
2,Periodic20,5,Stressed,0.110888140164456,0.147395467358736,0.465745716403835,0.179677565849228,20,48,240,7200,0.595416666666667,0,0,1,0
3,Periodic20,5,Stressed,0.10954604778179,0.140415893257103,0.460051375666221,0.178524069028156,20,48,240,7200,0.608055555555556,0,0,1,0
4,Periodic20,5,Stressed,0.110557545165176,0.146318829783624,0.461296189898725,0.178751135331517,20,48,240,7200,0.594861111111111,0,0,1,0
5,Periodic20,5,Stressed,0.109787265508684,0.143897525823998,0.456131625508665,0.178465031789282,20,48,240,7200,0.600138888888889,0,0,1,0
6,Periodic20,5,Stressed,0.111767599759528,0.144719691162747,0.460140972918542,0.181839237057221,20,48,240,7200,0.589027777777778,0,0,1,0
7,Periodic20,5,Stressed,0.11099779924128,0.14600597865442,0.463781657143273,0.180505600968816,20,48,240,7200,0.594027777777778,0,0,1,0
8,Periodic20,5,Stressed,0.109763236430329,0.143301177659688,0.464147924483786,0.179091734786558,20,48,240,7200,0.598194444444444,0,0,1,0
9,Periodic20,5,Stressed,0.10916661067043,0.141072897916413,0.462289529396516,0.178911595519225,20,48,240,7200,0.606666666666667,0,0,1,0
10,Periodic20,5,Stressed,0.11003611727309,0.14434221558525,0.461174353604867,0.179523160762943,20,48,240,7200,0.60375,0,0,1,0
11,Periodic20,5,Stressed,0.109461373129211,0.139906300429798,0.462453791607378,0.178764759309718,20,48,240,7200,0.596388888888889,0,0,1,0
12,Periodic20,5,Stressed,0.109817134609369,0.142714131364979,0.460069498309889,0.178254617014835,20,48,240,7200,0.602222222222222,0,0,1,0
13,Periodic20,5,Stressed,0.109397932455578,0.147528280369199,0.463168242960943,0.176875567665758,20,48,240,7200,0.605,0,0,1,0
14,Periodic20,5,Stressed,0.110609723752303,0.144477430609405,0.462874367023641,0.179889494399031,20,48,240,7200,0.595833333333333,0,0,1,0
