stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH,originalMacType,armKind,route,accessDesign,ackDesign,schedulerMode,oracleFlag,PERIODIC_RATE_HZ,TARGET_RATE_HZ,MEAN_NODE_GOODPUT_HZ,MIN_NODE_GOODPUT_HZ,MEAN_GOODPUT_MARGIN_HZ,MIN_GOODPUT_MARGIN_HZ,SERVICE_ADMISSIONS,SERVICE_COMPLETIONS,SERVICE_REPLACEMENTS,VIRTUAL_DEFICIT_MAX,VIRTUAL_DEFICIT_TERMINAL,MAX_STARVATION_SEC,SERVICE_DECISIONS,FIFO_COMPARABLE_DECISIONS,PRIORITY_DIFFERS_FIFO,PRIORITY_DIFFERS_FIFO_FRACTION,RECEIVER_TRUTH_READS,FUTURE_RANDOM_READS,SERVICE_DECISION_LOG_VALID,ENDOGENOUS_COLLISION_FRAMES,PROJECTION_FLAG,DTSA_DECISIONS,DTSA_DISAGREEMENTS,DTSA_DISAGREEMENT_FRACTION,AGE_GAIN_ELIGIBLE,ZMAC_OWNER_ATTEMPTS,ZMAC_CONTENTION_ATTEMPTS,DELTA_FINAL_PHASE,PUBLIC_FEEDBACK_COUNT,PUBLIC_FEEDBACK_AIRTIME,CHARGED_OFFERED_UTIL,MECHANISM_ACTIVATIONS,cellRole,controlReach,DISTRIBUTED_FLAG,IDEAL_FLAG,EXP21_TRACE_HASH_EXACT,RESERVATION_EPOCHS,CONTROL_FRAMES,CONTROL_REQUEST_FRAMES,CONTROL_RESPONSE_FRAMES,CONTROL_COMMIT_FRAMES,CONTROL_RECIPIENT_ATTEMPTS,CONTROL_RECIPIENT_SUCCESS,CONTROL_RECIPIENT_LOSS,CONTROL_ACCOUNTING_CLOSE,CONTROL_AIRTIME,CONTROL_OVERHEAD_FRACTION,RESERVATION_NACKS,RESERVATION_MIGRATIONS,RESERVATION_SCHEDULE_CHANGES,SCHEDULE_CONFLICT_FRACTION,FIRST_CONVERGENCE_SEC,CONVERGED_BY_2SEC,CHURN_APPLIED,CHURN_RECOVERY_SEC,RECOVERED_BY_2SEC,FINAL_ASSIGNED_NODES,FINAL_FULL_UNIQUE,MAX_ABS_CLOCK_OFFSET_SEC,MAX_ABS_CLOCK_DRIFT_PPM,LOCAL_SCHEDULE_ONLY
development-falsification,16030008,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0913902795592884,0.517200530527779,0,0,NaN,NaN,NaN,NaN,0.0802416488983654,0.18,0.24,0.520000000000001,NaN,NaN,1200,1200,1168,0,0,2520,2261,259,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.399999999999987,0,0,0,0.399765124741369,0.448484080563091,0,0,0,0,0,0.399999999999993,4.79999999999991,0,0,0,0,0.959999999999983,97.3333333333333,188.416666666667,0,0.0180000000000001,0.036,NaN,NaN,0.998524417379084,2520,0,0.1,0,0.0986093984335944,0.0994634227628729,2.1357727,0,1415132,84894401006,410907084,0,236507818,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,9.73333333333333,8.91666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.399999999999993,1200,single-fault,two-hop-ring,0,1,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030008,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.105113167044562,0.501191777573054,0,0,NaN,NaN,NaN,NaN,0.0912864250177683,0.199999999999999,0.26,0.5,NaN,NaN,1000,1000,980,0,0,2100,1887,213,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332931116951937,0.384653863841615,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,81.6666666666667,157.25,0,0.0185000000000001,0.0369999999999999,NaN,NaN,0.999250873980356,2100,0,0.104285714285714,0,0.0986093984335944,0.0994634227628729,2.4912353,0,1415132,84894401006,410907084,0,236074272,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,8.16666666666667,7.66666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,single-fault,two-hop-ring,0,0,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN,10,1,0,0,1
development-falsification,16030008,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.81184854640504,0.473037003715163,0,0,NaN,NaN,NaN,NaN,1.89205401563609,10.48,11.32,11.52,NaN,NaN,1000,1325,730,0,0,2734,1444,1290,0,0,0,0,0,0,570,0.430188679245283,0,55,380,0,1,32,32,0,0,0,0,0,0,0,0.346666666666637,0,0,0,0.36657375853966,0.416641379857788,0,0,0,0,0,0.441666666666655,5.29999999999986,0,0,0,0,1.05999999999997,60.8333333333333,120.333333333333,0,0.03067320754717,0.0649999999999995,NaN,NaN,0.81101235770378,2734,0,0.0929041697147037,0,0.0986093984335944,0.0994634227628729,2.7273448,0,1415132,84894401006,410907084,0,236151617,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,6.08333333333333,0.0833333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1040,NaN,NaN,NaN,0,0,1,570,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.500499999999988,1040,single-fault,two-hop-ring,1,0,1950789558844,24,706,240,240,226,2783,2635,148,1,0.706,0.0588333333333334,14,1,12,1,NaN,0,0,NaN,NaN,10,0,0,0,1
development-falsification,16030008,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,distributed-reservation-p10,6,10,periodic,Distributed reservation 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.1889937228175,0.379275361899233,1,0,NaN,NaN,NaN,NaN,3.22369106846716,11,11.72,12,NaN,NaN,1200,1943,651,0,0,3807,1415,2392,0,0,0,0,0,0,1278,0.657745753988677,0,95,838,42,1,32,32,0,0,0,0,0,0,0,0.434666666666661,0,0,0,0.472877133616842,0.500821691232483,0,0,0,0,0,0.647666666666632,7.77199999999959,0,0,0,0,1.55439999999992,54.25,117.916666666667,0,0.039035512094699,0.077,NaN,NaN,0.6269709298025,3807,0,0.0937746256895193,0,0.0986093984335944,0.0994634227628729,3.0662979,0,1415132,84894401006,410907084,0,235993700,aloha,distributed-sensitivity,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,10,NaN,5.425,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1304,NaN,NaN,NaN,0,0,1,1278,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.706083333333299,1304,single-fault,two-hop-ring,1,0,1950789558844,24,701,240,240,221,2763,2618,145,1,0.701,0.0584166666666667,19,2,14,1,NaN,0,0,NaN,NaN,10,0,0,0,1
development-falsification,16030008,n10-moderate-hidden,N10 Moderate hidden control,EXP21A distributed scheduling reality check,zmac-like-hybrid,7,NaN,state-event,Z-MAC-like hybrid,none,10,ring2,di,aloha,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.174592095581814,0.428827313460043,0,0,NaN,NaN,NaN,NaN,0.178758588012319,0.440000000000001,0.68,1.04,NaN,NaN,564,613,541,0,0,1291,1050,241,0,0,0,0,0,0,49,0.0799347471451876,0,0,49,0,1,32,32,0,0,0,0,0,0,0,0.195999999999987,0,0,0,0.160606376903503,0.204683881881691,0,0,0,0,0,0.204333333333333,2.452,0,0,0,0,0.4904,45.0833333333333,87.5,0,0.0058287112561176,0.0174000000000001,NaN,NaN,0.995005949345572,1291,0,0.12006196746708,0,0.0986093984335944,0.0994634227628729,1.9178134,0,1415132,84894401006,410907084,0,238656949,aloha,prior-art-projection,none,zmac-like,none,zmac-like,NaN,NaN,NaN,4.50833333333333,4.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,588,NaN,NaN,NaN,0,0,1,49,NaN,NaN,NaN,NaN,NaN,403,210,NaN,0,0,0.204333333333333,588,single-fault,two-hop-ring,0,0,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,10,ring2,di,aloha,0.0142857142857143,0.0142857142857143,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.209032982212261,0.398571635849496,1,0,NaN,NaN,NaN,NaN,0.201639421937929,0.539999999999999,0.74,1.02,0.401947405828003,0.200307983890074,2098,1347,644,0,679,2864,1291,1572,1506,679,827,1,1,0,680,0.504825538233111,0,1383,640,29,1,32,32,0,0,0,0,0,1506,1796,0.372416666666644,0,0,0,0.395301901389158,0.478637438181151,0,0,0,0,0,0.448999999999987,5.38799999999985,0,0.385536000000001,0,0,1.07759999999997,53.6666666666667,107.583333333333,56.5833333333333,0.0275753526354864,0.0589999999999997,0.115291605301915,0.271300000000001,0.985729904454057,3252,0,0.0990159901599016,0,0.0986093984335944,0.0994634227628729,2.4637837,0,1415132,84894401006,410907084,0,270925913,aloha,current,piggyback,frame-aware,piggyback,native,NaN,NaN,NaN,5.36666666666667,4.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,1,680,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.448999999999987,0,compound,two-hop-ring,0,0,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,ideal-tdma-p8p333,2,8.33333333333333,periodic,Ideal TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.1014149934924,0.507033554003497,0,0,NaN,NaN,NaN,NaN,0.088443496801706,0.18,0.24,0.380000000000001,NaN,NaN,1000,1000,972,0,0,2100,1897,203,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.3333333333333,0,0,0,0.332921606271421,0.387853540102323,0,0,0,0,0,0.333333333333334,4,0,0,0,0,0.800000000000001,81,158.083333333333,0,0.0180000000000001,0.036,NaN,NaN,0.998714587737844,2100,0,0.0971428571428571,0,0.0986093984335944,0.0994634227628729,2.040369,0,1415132,84894401006,410907084,0,237660636,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,8.1,7.41666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1000,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.333333333333334,1000,compound,two-hop-ring,0,1,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0913902795592884,0.517200530527779,0,0,NaN,NaN,NaN,NaN,0.0802416488983654,0.18,0.24,0.520000000000001,NaN,NaN,1200,1200,1168,0,0,2520,2261,259,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.399999999999987,0,0,0,0.399765124741369,0.448484080563091,0,0,0,0,0,0.399999999999993,4.79999999999991,0,0,0,0,0.959999999999983,97.3333333333333,188.416666666667,0,0.0180000000000001,0.036,NaN,NaN,0.998524417379084,2520,0,0.1,0,0.0986093984335944,0.0994634227628729,2.1542722,0,1415132,84894401006,410907084,0,237502394,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,9.73333333333333,8.91666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1200,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.399999999999993,1200,compound,two-hop-ring,0,1,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.773331312197377,0.23121137979026,1,0,NaN,NaN,NaN,NaN,1.523894811656,6.7,11.156,12,NaN,NaN,1000,1562,635,0,0,3174,1357,1817,0,0,0,0,0,0,918,0.587708066581306,0,49,612,0,1,32,32,0,0,0,0,0,0,0,0.367666666666644,0,0,0,0.343744617381332,0.388097588458749,0,0,0,0,0,0.520666666666646,6.24799999999976,0,0,0,0,1.24959999999995,52.9166666666667,113.083333333333,0,0.0276728553137005,0.0639999999999996,NaN,NaN,0.827586560761858,3174,0,0.0995589161940769,0,0.0986093984335944,0.0994634227628729,2.7348501,0,1415132,84894401006,410907084,0,238062617,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,5.29166666666667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1103,NaN,NaN,NaN,0,0,1,918,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.520666666666646,1103,compound,two-hop-ring,0,0,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,0,1,1,NaN,0,9,0,0.000249024694916333,39.2462126312229,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,distributed-reservation-p8p333,5,8.33333333333333,periodic,Distributed reservation 8.333 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.61366543117799,0.300606837221579,1,0,NaN,NaN,NaN,NaN,5.43707178393745,11.02,11.5,12,NaN,NaN,1000,2159,343,0,0,4816,551,4265,0,0,0,0,0,0,1802,0.834645669291339,0,43,1202,0,1,32,32,0,0,0,0,0,0,0,0.418333333333327,0,0,0,0.433181578791229,0.474451785834339,0,0,0,0,0,0.719666666666624,8.63599999999949,0,0,0,0,1.7271999999999,28.5833333333333,45.9166666666667,0,0.0340486336266791,0.0749999999999993,NaN,NaN,0.576908743196195,4816,0,0.0963455149501661,0,0.0986093984335944,0.0994634227628729,3.01626580000001,0,1415132,84894401006,410907084,0,238139962,aloha,distributed-projection,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,8.33333333333333,NaN,2.85833333333333,0.0833333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1255,NaN,NaN,NaN,0,0,1,1802,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.778083333333291,1255,compound,two-hop-ring,1,0,1950789558844,24,701,240,236,225,2568,1925,643,1,0.701,0.0584166666666667,11,1,13,0.625364302746622,1.5,1,1,NaN,0,10,0,0.000249024694916333,39.2462126312229,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,distributed-reservation-p10,6,10,periodic,Distributed reservation 10 Hz,none,10,ring2,di,tdma,1,1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,1.32795035169042,0.509689883121582,0,0,NaN,NaN,NaN,NaN,4.48606965174128,9.5,9.98,10.1,NaN,NaN,1200,2149,565,0,0,4946,892,4054,0,0,0,0,0,0,1566,0.728711028385295,0,95,1044,0,1,32,32,0,0,0,0,0,0,0,0.414333333333328,0,0,0,0.438275154863612,0.483516102556763,0,0,0,0,0,0.716333333333291,8.5959999999995,0,0,0,0,1.7191999999999,47.0833333333333,74.3333333333333,0,0.0325509539320615,0.0700000000000003,NaN,NaN,0.637748476675657,4946,0,0.103720177921553,0,0.0986093984335944,0.0994634227628729,3.0465524,0,1415132,84894401006,410907084,0,237982045,aloha,distributed-sensitivity,none,aydin-inspired-two-hop-reservation-projection,none,distributed-reservation,NaN,10,NaN,4.70833333333333,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1243,NaN,NaN,NaN,0,0,1,1566,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.774166666666625,1243,compound,two-hop-ring,1,0,1950789558844,24,694,240,237,217,2558,1941,617,1,0.694,0.0578333333333334,18,5,21,1,NaN,0,1,NaN,0,10,0,0.000249024694916333,39.2462126312229,1
development-falsification,16030008,n10-moderate-compound,N10 Moderate compound,EXP21A distributed scheduling reality check,zmac-like-hybrid,7,NaN,state-event,Z-MAC-like hybrid,none,10,ring2,di,aloha,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.174592095581814,0.428827313460043,0,0,NaN,NaN,NaN,NaN,0.178758588012319,0.440000000000001,0.68,1.04,NaN,NaN,564,613,541,0,0,1291,1050,241,0,0,0,0,0,0,49,0.0799347471451876,0,0,49,0,1,32,32,0,0,0,0,0,0,0,0.195999999999987,0,0,0,0.160606376903503,0.204683881881691,0,0,0,0,0,0.204333333333333,2.452,0,0,0,0,0.4904,45.0833333333333,87.5,0,0.0058287112561176,0.0174000000000001,NaN,NaN,0.995005949345572,1291,0,0.12006196746708,0,0.0986093984335944,0.0994634227628729,1.9253559,0,1415132,84894401006,410907084,0,239651525,aloha,prior-art-projection,none,zmac-like,none,zmac-like,NaN,NaN,NaN,4.50833333333333,4.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,588,NaN,NaN,NaN,0,0,1,49,NaN,NaN,NaN,NaN,NaN,403,210,NaN,0,0,0.204333333333333,588,compound,two-hop-ring,0,0,1950789558844,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,0,0,0,0,0,1
development-falsification,16030009,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,frame-piggyback,1,NaN,causal-broadcast,Frame-aware piggyback,piggyback,5,ring2,6dof,aloha,0.0285714285714286,0.0285714285714286,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0962763416018855,0.479488315471408,0,0,9.95836863739159,12.8783602745806,0,1.0365071185508,0.130116086235489,0.300000000000001,0.44,0.639999999999999,0.269364289662797,0.139248203427308,1061,1031,499,0,372,1867,747,1120,890,372,518,0,0,0,454,0.440349175557711,0,454,424,11,1,32,32,0,0,0,0,0,890,407,0.294999999999972,0,0,0,0.275102515234398,0.360325654099103,0,0,0,0,0,0.343666666666666,4.12399999999999,0,0.227840000000002,0,0,0.824799999999998,41.5833333333333,62.25,31,0.0237410281280311,0.056,0.0796451612903227,0.16935,0.975651901338088,2132,0,0.307692307692308,0,0.301839693384436,0.285305782369605,2.1124745,0,1114503,21783558035,110997405,0,259863925,aloha,current,piggyback,frame-aware,piggyback,native,NaN,NaN,NaN,8.31666666666667,6.66666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,0,0,1,454,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.343666666666666,0,nominal,full,0,0,503145594822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030009,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,ideal-tdma-p8p333,2,8.33333333333333,periodic,Ideal TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0804362715576676,0.500730933284751,0,0,9.72916024182561,12.485900318837,0,1.03648867692033,0.117810945273632,0.300000000000001,0.42,0.48,NaN,NaN,500,500,421,0,0,900,643,257,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,35.0833333333333,53.5833333333333,0,0.00800000000000013,0.016,NaN,NaN,0.971582842263944,900,0,0.301111111111111,0,0.301839693384436,0.285305782369605,1.6893697,0,1114503,21783558035,110997405,0,226338689,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,8.33333333333333,NaN,7.01666666666667,5.16666666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,nominal,full,0,1,503145594822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030009,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,ideal-tdma-p10,3,10,periodic,Ideal TDMA 10 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.069132815406642,0.513623152650883,0,0,9.86572543438729,12.6225663010304,0,1.0366336074083,0.102487562189055,0.26,0.378400000000001,0.5,NaN,NaN,600,600,502,0,0,1080,763,317,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.199999999999984,0,0,0,0.19984747759072,0.233206941122285,0,0,0,0,0,0.2,2.4,0,0,0,0,0.48,41.8333333333333,63.5833333333333,0,0.00800000000000012,0.016,NaN,NaN,0.972800617641382,1080,0,0.306481481481481,0,0.301839693384436,0.285305782369605,1.7593895,0,1114503,21783558035,110997405,0,226180447,aloha,ideal-reference,none,ideal-centralized-tdma,none,round-robin,NaN,10,NaN,8.36666666666667,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,600,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.2,600,nominal,full,0,1,503145594822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NaN,0,0,NaN,NaN,0,0,0,0,1
development-falsification,16030009,n5-stressed-nominal,N5 Stressed nominal,EXP21A distributed scheduling reality check,local-static-p8p333,4,8.33333333333333,periodic,Local static TDMA 8.333 Hz,none,5,ring2,6dof,tdma,1,1,0,1,1,0.29,0.29,0.0476190476190476,0.0476190476190476,0.0791606274684711,0.50129339886001,0,0,9.9388415807316,13.0949949981124,0,1.03659058918578,0.11820895522388,0.32,0.44,0.6,NaN,NaN,500,500,423,0,0,900,638,262,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,0,0,0,0,0,0,0,0.166666666666654,0,0,0,0.166369583834491,0.201679706394814,0,0,0,0,0,0.166666666666667,2,0,0,0,0,0.4,35.25,53.1666666666667,0,0.00800000000000013,0.016,NaN,NaN,0.980298589234351,900,0,0.306666666666667,0,0.301839693384436,0.285305782369605,2.1037732,0,1114503,21783558035,110997405,0,225749476,aloha,clock-isolation,none,fixed-map-local-clock,none,local-static-tdma,NaN,8.33333333333333,NaN,7.05,5.83333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,500,NaN,NaN,NaN,0,0,1,0,NaN,NaN,NaN,NaN,NaN,0,0,NaN,0,0,0.166666666666667,500,nominal,full,0,0,503145594822,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NaN,NaN,5,1,0,0,1
