arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-response-blackout-emergency,closure,response-blackout,16094114,1207822,11902592,11902592,0,1947190,591631,18496209668,47287417,657391911,303344846,303344846,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,1.00261476575768,0,0.140417967285964,0.210549100809112,0.109512983192281,1,1,226,1,1,1,60,60,20,20,103,17,0,0,0,0,0,0,0,1017,1017,231,231,188,188,6924,0.221568,0.221568,1,8.88178419700125e-16,0,0,0.137382322430604,0.133962909796566,1.0554241625923,0,0,1.47455999999999,0.221568,0.161535999999999
closure-response-blackout-no-emergency,closure,response-blackout,16094114,1207822,11902592,11902592,0,1947190,591631,18496209668,47287417,520257382,303344846,303344846,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,4.15448611379938,0,0.247308835131987,0.492920544869544,0.456993472517932,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,914,914,214,214,188,188,6924,0.221568,0.221568,1,8.88178419700125e-16,0,0,0.224881990485435,0.230631969798304,0.699607850549955,0,0,1.29023999999999,0.221568,0.143981714285714
closure-prepare-blackout-emergency,closure,prepare-blackout,16094114,1207822,11902592,11902592,0,1947190,591631,18720440538,46079198,657074770,303344846,303344846,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,1.00318418211497,0,0.125638066618622,0.210668678244143,0.109630489025684,1,1,226,1,1,1,40,40,0,20,69,11,0,0,0,0,0,0,0,1015,1015,233,233,12,12,448,0.014336,0.014336,1,1.11022302462516e-16,0,0,0.133887659586449,0.141413843632482,1.06655048963207,0,0,1.47455999999999,0.014336,0.141799619047618
closure-commit-blackout-emergency,closure,commit-blackout,16094114,1207822,11902592,11902592,0,1947190,591631,18696887835,47456226,656610681,303344846,303344846,1,1,1,1,3,1,1,44,56,1,1,1,30,1,0,1,2,0,1,6.23488910884435,0.234889108844352,1,1.0026745292226,0,0.140629718191723,0.210561651136746,0.109536601066193,1,1,226,1,1,1,45,45,5,20,77,13,0,0,0,0,0,0,0,1014,1014,234,234,117,117,3740,0.11968,0.11968,1,8.88178419700125e-16,0,0,0.137036123604452,0.133568541406257,1.05114920008814,0,0,1.47455999999999,0.11968,0.15183238095238
periodic-iid20,periodic,none,16094115,804954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0990522035832671,0.0955854283642518,1.0696741774673,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094115,804954,12502540,12502540,0,1281353,591631,18686171592,47133916,656940581,303342046,303342046,1,1,1,1,3,1,1,44,56,1,1,1,31,1,1,3,0,0,0,6.4498852850114,0.449885285011399,1,0.99749135783142,1,0.125452725722552,0.202100987235965,0.109724049361456,1,1,226,1,1,1,19,19,6,7,33,5,0,0,0,0,0,0,0,1008,1008,240,240,115,115,3684,0.117888,0.117888,1,8.88178419700125e-16,0,0,0.140547965252931,0.139272514084642,1.04372391720304,0,0,1.47455999999999,0.117888,0.151661714285713
closure-response-blackout-emergency,closure,response-blackout,16094115,804954,12502540,12502540,0,1281353,591631,18438481392,46686554,657096546,303342046,303342046,1,1,1,1,3,1,1,44,56,1,1,1,31,0,0,0,3,0,0,6.4498852850114,0.449885285011399,1,0.991928018702835,1,0.125686356841155,0.201430812089649,0.109112082057312,1,1,226,1,1,1,60,60,20,20,102,18,0,0,0,0,0,0,0,1012,1012,236,236,192,192,7052,0.225664,0.225664,1,8.88178419700125e-16,0,0,0.139418658682741,0.138007513692506,1.03575049664875,0,0,1.47455999999999,0.225664,0.161926095238094
closure-response-blackout-no-emergency,closure,response-blackout,16094115,804954,12502540,12502540,0,1281353,591631,18438481392,46686554,519994356,303342046,303342046,1,1,1,1,3,1,1,44,56,1,1,1,31,0,0,0,3,0,0,6.4498852850114,0.449885285011399,1,4.09348530889362,0,0.255764834110063,0.494776317685561,0.450283383978298,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,910,910,218,218,192,192,7052,0.225664,0.225664,1,8.88178419700125e-16,0,0,0.224975756439922,0.231891942976836,0.696994951423014,0,0,1.29023999999999,0.225664,0.144371809523809
closure-prepare-blackout-emergency,closure,prepare-blackout,16094115,804954,12502540,12502540,0,1281353,591631,18660253255,46252146,656572338,303342046,303342046,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,0.994771468454765,1,0.116948503304258,0.201778041846752,0.109424861530024,1,1,226,1,1,1,40,40,0,20,65,15,0,0,0,0,0,0,0,1007,1007,241,241,14,14,496,0.015872,0.015872,1,4.44089209850063e-16,0,0,0.136995446696408,0.145655173673254,1.06045651477916,0,0,1.47455999999999,0.015872,0.141945904761904
closure-commit-blackout-emergency,closure,commit-blackout,16094115,804954,12502540,12502540,0,1281353,591631,18641930205,47602317,656404141,303342046,303342046,1,1,1,1,3,1,1,44,56,1,1,1,31,1,0,1,2,0,1,6.4498852850114,0.449885285011399,1,0.996413854465507,1,0.125005269456367,0.201955524135664,0.109605523991206,1,1,226,1,1,1,46,46,6,20,80,12,0,0,0,0,0,0,0,1012,1012,236,236,119,119,3796,0.121472,0.121472,1,8.88178419700125e-16,0,0,0.139551020202797,0.138155216290874,1.04099755382994,0,0,1.47455999999999,0.121472,0.152003047619047
periodic-iid20,periodic,none,16094116,1211122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100028441328238,0.0965729376610913,1.06561912769358,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094116,1211122,18387879,18387879,0,1575948,610566,18701397169,51016896,656355046,303342046,303342046,1,1,3,1,4,1,1,48,56,1,1,1,33,1,1,4,0,0,0,6.87987763734549,0.879877637345492,1,0.917558518457993,1,0.115018113309651,0.192687288876178,0.0944815701313102,1,1,226,1,1,1,32,32,8,8,59,5,0,0,0,0,0,0,0,1011,1011,237,237,116,116,3888,0.124416,0.124416,1,1.11022302462516e-16,0,0,0.141782342822884,0.141605541069186,1.02803157702385,0,0,1.47455999999999,0.124416,0.152283428571428
closure-response-blackout-emergency,closure,response-blackout,16094116,1211122,18387879,18387879,0,1575948,610566,18454000677,50695782,656877322,303342046,303342046,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,0.914679733112705,1,0.112185482707732,0.192082743953668,0.0937643155231018,1,1,226,1,1,1,80,80,20,20,140,20,0,0,0,0,0,0,0,1017,1017,231,231,196,196,7736,0.247552,0.247552,1,8.88178419700125e-16,0,0,0.140277609061493,0.139921421713934,1.03122822878039,0,0,1.47455999999999,0.247552,0.164010666666666
closure-response-blackout-no-emergency,closure,response-blackout,16094116,1211122,18387879,18387879,0,1575948,610566,18454000677,50695782,483885692,303342046,303342046,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,4.65304380205984,0,0.301950843473154,0.548264705748092,0.511834818226583,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,877,877,211,211,196,196,7736,0.247552,0.247552,1,8.88178419700125e-16,0,0,0.250459728330718,0.260111795082214,0.667611240130655,0,0,1.22879999999999,0.247552,0.140604952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094116,1211122,18387879,18387879,0,1575948,610566,18674202870,49848787,657015930,303342046,303342046,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.914984932198168,1,0.0987098288418354,0.192146835761615,0.093782227637241,1,1,226,1,1,1,60,60,0,20,103,17,0,0,0,0,0,0,0,1013,1013,235,235,23,23,744,0.023808,0.023808,1,1.11022302462516e-16,0,0,0.138058645296605,0.146245692470743,1.07391885060736,0,0,1.47455999999999,0.023808,0.142701714285713
closure-commit-blackout-emergency,closure,commit-blackout,16094116,1211122,18387879,18387879,0,1575948,610566,18632096289,51603100,657000457,303342046,303342046,1,1,3,1,4,1,1,48,56,1,1,1,33,1,0,1,3,0,1,6.87987763734549,0.879877637345492,1,0.914668616992601,1,0.112582123313718,0.192080409568446,0.093777846269976,1,1,226,1,1,1,68,68,8,20,121,15,0,0,0,0,0,0,0,1018,1018,230,230,121,121,4028,0.128896,0.128896,1,1.11022302462516e-16,0,0,0.14044368241591,0.140105738985262,1.0311509944603,0,0,1.47455999999999,0.128896,0.152710095238094
periodic-iid20,periodic,none,16094117,1328416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0987933557035727,0.0962027639804424,1.05444571836199,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094117,1328416,13371295,13371295,0,516903,610566,18715776650,51269036,656802265,303364446,303364446,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,1.02668783415315,0,0.124233942147078,0.197347956998594,0.112935661756846,1,1,226,1,1,1,24,24,6,6,38,10,0,0,0,0,0,0,0,996,996,252,252,108,108,3632,0.116224,0.116224,1,4.44089209850063e-16,0,0,0.138799550475429,0.13739251300898,1.03439747310977,0,0,1.47455999999999,0.116224,0.151503238095237
closure-response-blackout-emergency,closure,response-blackout,16094117,1328416,13371295,13371295,0,516903,610566,18468380158,51007430,657600159,303364446,303364446,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,1.03454790461119,0,0.123277551490109,0.197549500556212,0.113800269507231,1,1,226,1,1,1,79,79,19,20,129,29,0,0,0,0,0,0,0,1001,1001,247,247,189,189,7534,0.241088,0.241088,1,8.88178419700125e-16,0,0,0.137235950935138,0.135636486677514,1.02745764751761,0,0,1.47455999999999,0.241088,0.163395047619047
closure-response-blackout-no-emergency,closure,response-blackout,16094117,1328416,13371295,13371295,0,516903,610566,18468380158,51007430,485773196,303364446,303364446,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.62977427287255,0,0.318102794261572,0.557904213340658,0.50927517001598,1,1,226,0,0,1,79,0,0,0,0,0,0,0,0,0,0,0,0,872,872,218,218,189,189,7534,0.241088,0.241088,1,8.88178419700125e-16,0,0,0.246487556180694,0.255034957992609,0.662872180503076,0,0,1.23187199999999,0.241088,0.140281904761904
closure-prepare-blackout-emergency,closure,prepare-blackout,16094117,1328416,13371295,13371295,0,516903,610566,18690976304,49574281,657083782,303364446,303364446,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.03475780972879,0,0.103228707159606,0.197657469305621,0.113823359070167,1,1,226,1,1,1,59,59,0,20,92,26,0,0,0,0,0,0,0,997,997,251,251,20,20,672,0.021504,0.021504,1,4.44089209850063e-16,0,0,0.134189260619567,0.143068068302885,1.07048495003623,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094117,1328416,13371295,13371295,0,516903,610566,18648492198,51760861,657166348,303364446,303364446,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,1.03064055384477,0,0.124222365631059,0.197332737849769,0.113370460922924,1,1,226,1,1,1,65,65,6,20,107,23,0,0,0,0,0,0,0,1000,1000,248,248,112,112,3744,0.119808,0.119808,1,4.44089209850063e-16,0,0,0.137831347788922,0.136305547881861,1.02876867409845,0,0,1.47455999999999,0.119808,0.15184457142857
periodic-iid20,periodic,none,16094118,1072638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0995491216063439,0.0969437395051808,1.05889596956836,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094118,1072638,15117168,15117168,0,2207341,610566,18786185032,50949611,656472565,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,30,1,1,4,0,0,0,6.23488910884435,0.234889108844352,1,1.06826551747626,0,0.134568489523597,0.21980479502241,0.117509206922388,1,1,226,1,1,1,20,20,5,5,32,8,0,0,0,0,0,0,0,980,980,268,268,104,104,3528,0.112896,0.112896,1,8.88178419700125e-16,0,0,0.148874381733332,0.146696821291618,1.03605117980358,0,0,1.47455999999999,0.112896,0.151186285714285
closure-response-blackout-emergency,closure,response-blackout,16094118,1072638,15117168,15117168,0,2207341,610566,18538788540,50662136,656371715,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,1.06236311016441,0,0.136129348165088,0.218642991610164,0.116859942118085,1,1,226,1,1,1,80,80,20,20,125,35,0,0,0,0,0,0,0,974,974,274,274,186,186,7438,0.238016,0.238016,1,8.88178419700125e-16,0,0,0.148926220226077,0.146756383483137,1.03629974897995,0,0,1.47455999999999,0.238016,0.163102476190475
closure-response-blackout-no-emergency,closure,response-blackout,16094118,1072638,15117168,15117168,0,2207341,610566,18538788540,50662136,483202366,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,4.67201967001132,0,0.299855826261203,0.561356920329453,0.513922163701245,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,849,849,239,239,186,186,7438,0.238016,0.238016,1,8.88178419700125e-16,0,0,0.25889121119484,0.26717136764735,0.660380465781677,0,0,1.22879999999999,0.238016,0.139696761904761
closure-prepare-blackout-emergency,closure,prepare-blackout,16094118,1072638,15117168,15117168,0,2207341,610566,18761464817,49668639,656444354,303361646,303361646,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,1.06383718446895,0,0.124450577362011,0.218817057470231,0.117022090291584,1,1,226,1,1,1,60,60,0,20,97,23,0,0,0,0,0,0,0,979,979,269,269,21,21,696,0.022272,0.022272,1,4.44089209850063e-16,0,0,0.14490964811124,0.15416914885334,1.03805329246055,0,0,1.47455999999999,0.022272,0.142555428571428
closure-commit-blackout-emergency,closure,commit-blackout,16094118,1072638,15117168,15117168,0,2207341,610566,18717334592,51551691,656440521,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,30,1,0,1,3,0,1,6.23488910884435,0.234889108844352,1,1.06332516557184,0,0.134452102080158,0.218724009362822,0.116965768212903,1,1,226,1,1,1,65,65,5,20,99,31,0,0,0,0,0,0,0,976,976,272,272,109,109,3668,0.117376,0.117376,1,8.88178419700125e-16,0,0,0.148373391020436,0.146132097671811,1.04119292854504,0,0,1.47455999999999,0.117376,0.151612952380951
periodic-iid20,periodic,none,16094119,1003623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0969788235670528,0.093631045975508,1.06848256302861,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094119,1003623,13856171,13856171,0,1502143,610566,18886171348,51230658,656774584,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,35,1,1,4,0,0,0,7.30986998967959,1.30986998967959,1,0.977433286354393,1,0.128697090583827,0.19531882970556,0.107517661498983,1,1,226,1,1,1,37,37,7,10,62,12,0,0,0,0,0,0,0,989,989,259,259,119,119,3988,0.127616,0.127616,1,8.88178419700125e-16,0,0,0.141193250935616,0.143250365649441,1.05260671970348,0,0,1.47455999999999,0.127616,0.152588190476189
closure-response-blackout-emergency,closure,response-blackout,16094119,1003623,13856171,13856171,0,1502143,610566,18638774856,51001511,657177264,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,35,0,0,0,4,0,0,7.30986998967959,1.30986998967959,1,0.972614340203018,1,0.129377753129253,0.194591024282649,0.106987577422332,1,1,226,1,1,1,77,77,17,20,127,27,0,0,0,0,0,0,0,991,991,257,257,199,199,7826,0.250432,0.250432,1,8.88178419700125e-16,0,0,0.141430669442875,0.143516584116739,1.05478080005502,0,0,1.47455999999999,0.250432,0.164284952380951
closure-response-blackout-no-emergency,closure,response-blackout,16094119,1003623,13856171,13856171,0,1502143,610566,18638774856,51001511,489786198,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,35,0,0,0,4,0,0,7.30986998967959,1.30986998967959,1,4.39729773350958,0,0.277356925771622,0.542568804373516,0.483702750686054,1,1,226,0,0,1,77,0,0,0,0,0,0,0,0,0,0,0,0,864,864,230,230,199,199,7826,0.250432,0.250432,1,8.88178419700125e-16,0,0,0.245720335864445,0.256774528688229,0.667938747073696,0,0,1.23801599999999,0.250432,0.141756952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094119,1003623,13856171,13856171,0,1502143,610566,18861824064,49561416,656743203,303339246,303339246,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.979246676418253,1,0.0995833171441037,0.195150472267041,0.107717134406008,1,1,226,1,1,1,57,57,0,20,96,18,0,0,0,0,0,0,0,987,987,261,261,20,20,672,0.021504,0.021504,1,1.11022302462516e-16,0,0,0.139085816953789,0.148895229210574,1.0569710571553,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094119,1003623,13856171,13856171,0,1502143,610566,18817190037,50757690,657145798,303339246,303339246,1,1,3,1,4,1,1,48,56,1,1,1,35,1,0,1,3,0,1,7.30986998967959,1.30986998967959,1,0.973653968041619,1,0.129239101662292,0.194520619283854,0.107101936484578,1,1,226,1,1,1,67,67,10,20,110,24,0,0,0,0,0,0,0,992,992,256,256,124,124,4128,0.132096,0.132096,1,8.88178419700125e-16,0,0,0.14126102317944,0.14333071133178,1.05293526423736,0,0,1.47455999999999,0.132096,0.153014857142856
periodic-iid20,periodic,none,16094120,376005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.102859609935262,0.0998660597060265,1.05991438773525,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094120,376005,16314495,16314495,0,1262003,610566,18649291002,50998286,656655159,303414846,303414846,1,1,3,1,4,1,1,48,56,1,1,1,30,1,1,4,0,0,0,6.23488910884435,0.234889108844352,1,0.949197067476272,1,0.113716619090941,0.199331384170017,0.103316008220737,1,1,226,1,1,1,24,24,6,6,35,13,0,0,0,0,0,0,0,968,968,280,280,110,110,3828,0.122496,0.122496,1,8.88178419700125e-16,0,0,0.143200209962869,0.14118102453652,1.02717236965063,0,0,1.47455999999999,0.122496,0.15210057142857
closure-response-blackout-emergency,closure,response-blackout,16094120,376005,16314495,16314495,0,1262003,610566,18401894510,50323456,656549218,303414846,303414846,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,0.947754668410828,1,0.112804180647979,0.199028480366274,0.102660015061737,1,1,226,1,1,1,80,80,20,20,120,40,0,0,0,0,0,0,0,969,969,279,279,184,184,7346,0.235072,0.235072,1,8.88178419700125e-16,0,0,0.144777207784604,0.14295612207522,1.03601528654069,0,0,1.47455999999999,0.235072,0.162822095238094
closure-response-blackout-no-emergency,closure,response-blackout,16094120,376005,16314495,16314495,0,1262003,610566,18401894510,50323456,483209270,303414846,303414846,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,4.67361826267529,0,0.317870530837413,0.562088582990635,0.514098008894282,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,849,849,239,239,184,184,7346,0.235072,0.235072,1,8.88178419700125e-16,0,0,0.257832849733071,0.266515393072404,0.663678686236834,0,0,1.22879999999999,0.235072,0.13941638095238
closure-prepare-blackout-emergency,closure,prepare-blackout,16094120,376005,16314495,16314495,0,1262003,610566,18623205004,49578565,656123422,303414846,303414846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.949232289856207,1,0.102413853278748,0.199338780869803,0.103019425795593,1,1,226,1,1,1,60,60,0,20,89,31,0,0,0,0,0,0,0,973,973,275,275,20,20,672,0.021504,0.021504,1,4.44089209850063e-16,0,0,0.140495156147384,0.14951001409123,1.0399989380828,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094120,376005,16314495,16314495,0,1262003,610566,18581974718,51595077,656500690,303414846,303414846,1,1,3,1,4,1,1,48,56,1,1,1,30,1,0,1,3,0,1,6.23488910884435,0.234889108844352,1,0.946919435312716,1,0.113033963295105,0.19885308141567,0.102489868597607,1,1,226,1,1,1,66,66,6,20,100,32,0,0,0,0,0,0,0,964,964,284,284,115,115,3968,0.126976,0.126976,1,8.88178419700125e-16,0,0,0.144879431307416,0.143071286368153,1.03476632585097,0,0,1.47455999999999,0.126976,0.152527238095237
