arm,kind,fault,seed,traceHash,decisionStateHash,finalDecisionStateHash,decisionStateMaxDifference,geometryHash,selectorHash,kernelTraceHash,kernelStateHash,scheduleHash,prefixScheduleHash,probePrefixScheduleHash,prefixStateExact,graphAdmissible,changedSenderEdges,nonincidentSenderEdges,affectedCount,changedSlotCount,candidateProper,prepareBytes,maxResponseBytes,protectedSlotFree,barrierClosed,motionAuthorized,graphActivationFrame,commitReady,allReactivated,reactivatedCount,finalSuppressedCount,prepareBudgetExhausted,commitBudgetExhausted,motionStartSec,motionLatencySec,motionGateExact,capsuleMaximumRatio,capsuleBoundSatisfied,criticalCapsuleMaximumRatio,criticalCapsuleBoundSatisfied,criticalCapsulePairChecks,criticalRadialMaximumRatio,criticalRadialBoundSatisfied,minimumOmittedEdgeMargin,radialConstructionPremise,radialTheoremCertified,maxCommandPairDeviation,maxLeaderPairDeviation,maxOtherPairDeviation,actualPhysicalSubset,actualSenderSubset,actualSubsetCheckSamples,emergencyEnabled,emergencyParallelMode,emergencyMappingExact,emergencySuppressedDemand,emergencyOpportunities,emergencyMinimumNodeOpportunities,emergencyMaximumNodeOpportunities,emergencyRecipientSuccess,emergencyRecipientErasure,emergencyRecipientCollision,kernelCollisionFrames,expectedCollisionRecipients,observedCollisionFrames,dataOutcomeMismatches,dataSkippedNoQueue,crossPlaneOverlaps,expectedDataSuccess,observedDataSuccess,expectedDataErasure,observedDataErasure,controlAttempts,expectedControlAttempts,controlBytes,controlAirtime,expectedControlAirtime,clockConflictFree,clockResidual,futureRandomReads,receiverTruthReads,RMSE,MISSION_RMSE,MINSEP,SAFEFAIL,DIVERGED,DATA_AIRTIME,MANAGEMENT_AIRTIME,TOTAL_COST
closure-commit-blackout-emergency,closure,commit-blackout,16094218,746754,15663095,15663095,0,1508611,591631,18678296184,47389030,656138548,303384046,303384046,1,1,1,1,3,1,1,44,56,1,1,1,30,1,0,1,2,0,1,6.23488910884435,0.234889108844352,1,1.11133868559361,0,1.11133868559361,0,9278,0.858163631408385,1,0.159961315809075,1,1,0.147618638663122,0.228789325256883,0.122247255415297,1,1,226,1,1,1,46,46,6,20,78,14,0,0,0,0,0,0,0,992,992,256,256,123,123,4024,0.128768,0.128768,1,4.44089209850063e-16,0,0,0.150131729079511,0.14593638453902,1.04259065128922,0,0,1.47455999999999,0.128768,0.152697904761904
periodic-iid20,periodic,none,16094219,1316119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0972237805234908,0.0942840150486999,1.06039254950761,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094219,1316119,11813578,11813578,0,1665441,610566,18732502878,51191500,657545387,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,33,1,1,4,0,0,0,6.87987763734549,0.879877637345492,1,0.870109841119933,1,0.870109841119933,1,9354,0.742293983355403,1,0.185693281028354,1,1,0.105653042876944,0.182723066635186,0.0799341144263187,1,1,226,1,1,1,33,33,8,9,51,15,0,0,0,0,0,0,0,992,992,256,256,118,118,3936,0.125952,0.125952,1,8.88178419700125e-16,0,0,0.139685344393248,0.140270721663778,1.04326646028155,0,0,1.47455999999999,0.125952,0.152429714285713
closure-response-blackout-emergency,closure,response-blackout,16094219,1316119,11813578,11813578,0,1665441,610566,18485106386,50638134,657389487,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,0.866346710136003,1,0.866346710136003,1,9354,0.740414597808469,1,0.185693281028354,1,1,0.103263514847836,0.181932809128561,0.0811639766396483,1,1,226,1,1,1,80,80,20,20,120,40,0,0,0,0,0,0,0,995,995,253,253,196,196,7720,0.24704,0.24704,1,8.88178419700125e-16,0,0,0.138364994945039,0.138807509356633,1.04614789661299,0,0,1.47455999999999,0.24704,0.163961904761904
closure-response-blackout-no-emergency,closure,response-blackout,16094219,1316119,11813578,11813578,0,1665441,610566,18485106386,50638134,484188257,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,33,0,0,0,4,0,0,6.87987763734549,0.879877637345492,1,4.62958104211592,0,4.62958104211592,0,9354,3.47476476391538,0,0.0507328031898475,1,0,0.322582291026658,0.566495294556504,0.509253914632751,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,875,875,213,213,196,196,7720,0.24704,0.24704,1,8.88178419700125e-16,0,0,0.253000690778645,0.263341733834594,0.662504053044454,0,0,1.22879999999999,0.24704,0.14055619047619
closure-prepare-blackout-emergency,closure,prepare-blackout,16094219,1316119,11813578,11813578,0,1665441,610566,18707274296,49578565,657585503,303361646,303361646,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.872888987886238,1,0.872888987886238,1,9718,0.740377167552371,1,0.160734206469947,1,1,0.104000090428651,0.18330668745611,0.0824245426218862,1,1,226,1,1,1,60,60,0,20,89,31,0,0,0,0,0,0,0,995,995,253,253,20,20,672,0.021504,0.021504,1,0,0,0,0.134679443587409,0.143778840215294,1.05969865260349,0,0,1.47455999999999,0.021504,0.142482285714285
closure-commit-blackout-emergency,closure,commit-blackout,16094219,1316119,11813578,11813578,0,1665441,610566,18663181949,51672738,657314806,303361646,303361646,1,1,3,1,4,1,1,48,56,1,1,1,33,1,0,1,3,0,1,6.87987763734549,0.879877637345492,1,0.865991396893354,1,0.865991396893354,1,9354,0.740443301892985,1,0.185693281028354,1,1,0.104665502845038,0.181858193347604,0.0806444085969802,1,1,226,1,1,1,68,68,8,20,98,38,0,0,0,0,0,0,0,989,989,259,259,122,122,4048,0.129536,0.129536,1,8.88178419700125e-16,0,0,0.139158465319457,0.139687117529719,1.04873744136001,0,0,1.47455999999999,0.129536,0.152771047619047
periodic-iid20,periodic,none,16094220,1184097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0957200088390346,0.0925338190453255,1.07164814800711,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094220,1184097,12295172,12295172,0,1578736,610566,18748623942,51480876,656766421,303325246,303325246,1,1,3,1,4,1,1,48,56,1,1,1,32,1,1,4,0,0,0,6.66488146117845,0.664881461178446,1,0.92221110622351,1,0.92221110622351,1,9334,0.71976249222346,1,0.184694264942066,1,1,0.126718885064653,0.188519659474333,0.101443221684586,1,1,226,1,1,1,30,30,6,8,42,18,0,0,0,0,0,0,0,993,993,255,255,114,114,3998,0.127936,0.127936,1,8.88178419700125e-16,0,0,0.148178324400472,0.149023078812602,0.990540027741484,0,0,1.47455999999999,0.127936,0.152618666666666
closure-response-blackout-emergency,closure,response-blackout,16094220,1184097,12295172,12295172,0,1578736,610566,18501227450,50195673,656829032,303325246,303325246,1,1,3,1,4,1,1,48,56,1,1,1,32,0,0,0,4,0,0,6.66488146117845,0.664881461178446,1,0.887029283636502,1,0.887029283636502,1,9334,0.717311728847509,1,0.184694264942066,1,1,0.124104772814685,0.186276149563665,0.090489572396139,1,1,226,1,1,1,78,78,18,20,117,39,0,0,0,0,0,0,0,998,998,250,250,192,192,7600,0.2432,0.2432,1,8.88178419700125e-16,0,0,0.145544548466821,0.146110938628992,1.01450547088056,0,0,1.47455999999999,0.2432,0.16359619047619
closure-response-blackout-no-emergency,closure,response-blackout,16094220,1184097,12295172,12295172,0,1578736,610566,18501227450,50195673,487332594,303325246,303325246,1,1,3,1,4,1,1,48,56,1,1,1,32,0,0,0,4,0,0,6.66488146117845,0.664881461178446,1,4.95708642491849,0,4.95708642491849,0,9334,3.75044207428566,0,0.0362951849208772,1,0,0.330339382873458,0.57949268072821,0.545279506741034,1,1,226,0,0,1,78,0,0,0,0,0,0,0,0,0,0,0,0,881,881,211,211,192,192,7600,0.2432,0.2432,1,8.88178419700125e-16,0,0,0.249587457590197,0.25913024295704,0.659553155213505,0,0,1.23494399999999,0.2432,0.140775619047618
closure-prepare-blackout-emergency,closure,prepare-blackout,16094220,1184097,12295172,12295172,0,1578736,610566,18722534493,49479537,656906661,303325246,303325246,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.888863416308998,1,0.888863416308998,1,9718,0.71732254459129,1,0.170918111782729,1,1,0.0980889698260004,0.18666131742489,0.0906829878117379,1,1,226,1,1,1,58,58,0,20,85,31,0,0,0,0,0,0,0,999,999,249,249,19,19,648,0.020736,0.020736,1,0,0,0,0.140807661610032,0.151875252477663,1.02426516016654,0,0,1.47455999999999,0.020736,0.142409142857142
closure-commit-blackout-emergency,closure,commit-blackout,16094220,1184097,12295172,12295172,0,1578736,610566,18679216447,51018507,656237403,303325246,303325246,1,1,3,1,4,1,1,48,56,1,1,1,32,1,0,1,3,0,1,6.66488146117845,0.664881461178446,1,0.904414976788755,1,0.904414976788755,1,9334,0.717320016911638,1,0.184694264942066,1,1,0.126161599155673,0.186762304183832,0.0994856474467631,1,1,226,1,1,1,66,66,8,20,99,33,0,0,0,0,0,0,0,997,997,251,251,119,119,4138,0.132416,0.132416,1,8.88178419700125e-16,0,0,0.147357189368741,0.148115304593072,0.992643529381346,0,0,1.47455999999999,0.132416,0.153045333333332
periodic-iid20,periodic,none,16094221,1781009,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0998082322722996,0.0968100318626443,1.069357597128,0,0,2.70335999999998,0,0.257462857142855
closure-iid20-emergency,closure,none,16094221,1781009,15780415,15780415,0,1918645,610566,18753789068,51008380,656952326,303311246,303311246,1,1,3,1,4,1,1,48,56,1,1,1,30,1,1,4,0,0,0,6.23488910884435,0.234889108844352,1,0.896069102979267,1,0.896069102979267,1,9290,0.73258696039814,1,0.19445461953121,1,1,0.114601680985406,0.188174511625646,0.0940539339665312,1,1,226,1,1,1,20,20,5,5,32,8,0,0,0,0,0,0,0,1021,1021,227,227,105,105,3544,0.113408,0.113408,1,8.88178419700125e-16,0,0,0.134953590312332,0.132847917539176,1.03914256548721,0,0,1.47455999999999,0.113408,0.151235047619047
closure-response-blackout-emergency,closure,response-blackout,16094221,1781009,15780415,15780415,0,1918645,610566,18506392576,50626106,656543324,303311246,303311246,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,0.894886916180368,1,0.894886916180368,1,9290,0.724882338557992,1,0.19445461953121,1,1,0.118296028905143,0.187926252397877,0.0940747848271079,1,1,226,1,1,1,80,80,20,20,122,38,0,0,0,0,0,0,0,1011,1011,237,237,186,186,7428,0.237696,0.237696,1,8.88178419700125e-16,0,0,0.137030381434771,0.135193051698435,1.03332710248143,0,0,1.47455999999999,0.237696,0.163071999999999
closure-response-blackout-no-emergency,closure,response-blackout,16094221,1781009,15780415,15780415,0,1918645,610566,18506392576,50626106,484193913,303311246,303311246,1,1,3,1,4,1,1,48,56,1,1,1,30,0,0,0,4,0,0,6.23488910884435,0.234889108844352,1,4.6746713082796,0,4.6746713082796,0,9290,3.44939092572291,0,0.0658196891920695,1,0,0.314101467158047,0.554843351786857,0.514213843910756,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,889,889,199,199,186,186,7428,0.237696,0.237696,1,8.88178419700125e-16,0,0,0.245128348396391,0.253369959739395,0.665956243312037,0,0,1.22879999999999,0.237696,0.139666285714285
closure-prepare-blackout-emergency,closure,prepare-blackout,16094221,1781009,15780415,15780415,0,1918645,610566,18731897137,49758713,656811377,303311246,303311246,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.895596407290826,1,0.895596407290826,1,9718,0.72491172198481,1,0.168787879503875,1,1,0.0964856050758314,0.188075245531073,0.0942282488696913,1,1,226,1,1,1,60,60,0,20,93,27,0,0,0,0,0,0,0,1016,1016,232,232,22,22,720,0.02304,0.02304,1,1.11022302462516e-16,0,0,0.131977605041121,0.141882146915092,1.04004560234511,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094221,1781009,15780415,15780415,0,1918645,610566,18684075008,51610460,656832060,303311246,303311246,1,1,3,1,4,1,1,48,56,1,1,1,30,1,0,1,3,0,1,6.23488910884435,0.234889108844352,1,0.895066231052845,1,0.895066231052845,1,9290,0.72485940925143,1,0.19445461953121,1,1,0.117691069349832,0.187963908521097,0.094127806186187,1,1,226,1,1,1,65,65,5,20,101,29,0,0,0,0,0,0,0,1017,1017,231,231,110,110,3684,0.117888,0.117888,1,8.88178419700125e-16,0,0,0.13501819097585,0.132924712514836,1.04578444484736,0,0,1.47455999999999,0.117888,0.151661714285713
periodic-iid20,periodic,none,16094222,1875856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0993878958512266,0.0961590716384094,1.0490585674355,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094222,1875856,13910738,13910738,0,1701907,591631,18707462197,47806752,656796316,303316846,303316846,1,1,1,1,3,1,1,44,56,1,1,1,30,1,1,3,0,0,0,6.23488910884435,0.234889108844352,1,1.0207873176517,0,1.0207873176517,0,9278,0.778481723367926,1,0.18641765825648,1,1,0.124352050386006,0.210808300875307,0.112286604941687,1,1,226,1,1,1,18,18,6,6,31,5,0,0,0,0,0,0,0,1013,1013,235,235,116,116,3862,0.123584,0.123584,1,8.88178419700125e-16,0,0,0.140029431958178,0.136894652808539,1.02583189960296,0,0,1.47455999999999,0.123584,0.152204190476189
closure-response-blackout-emergency,closure,response-blackout,16094222,1875856,13910738,13910738,0,1701907,591631,18459771997,47415399,656317878,303316846,303316846,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,1.01752743608632,0,1.01752743608632,0,9278,0.77522452724877,1,0.188131609662602,1,1,0.12490978722959,0.210389248290653,0.111928017969495,1,1,226,1,1,1,60,60,20,20,103,17,0,0,0,0,0,0,0,1018,1018,230,230,189,189,6960,0.22272,0.22272,1,8.88178419700125e-16,0,0,0.139886481292699,0.136732554645914,1.02215035031491,0,0,1.47455999999999,0.22272,0.161645714285713
closure-response-blackout-no-emergency,closure,response-blackout,16094222,1875856,13910738,13910738,0,1701907,591631,18459771997,47415399,520131212,303316846,303316846,1,1,1,1,3,1,1,44,56,1,1,1,30,0,0,0,3,0,0,6.23488910884435,0.234889108844352,1,4.07070056568288,0,4.07070056568288,0,9278,2.91611682146573,0,0.0844251425857427,1,0,0.250317881993988,0.496144794077003,0.447777062225117,1,1,226,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,915,915,213,213,189,189,6960,0.22272,0.22272,1,8.88178419700125e-16,0,0,0.225686959772909,0.231469541857323,0.697174058646981,0,0,1.29023999999999,0.22272,0.144091428571428
closure-prepare-blackout-emergency,closure,prepare-blackout,16094222,1875856,13910738,13910738,0,1701907,591631,18681486862,46252146,657153091,303316846,303316846,1,1,1,1,3,1,1,44,56,1,0,0,NaN,0,0,0,2,1,0,NaN,NaN,1,1.0185557338998,0,1.0185557338998,0,9492,0.775185824930083,1,0.144316054548579,1,1,0.115719738089396,0.210500476014617,0.112041130728978,1,1,226,1,1,1,40,40,0,20,69,11,0,0,0,0,0,0,0,1015,1015,233,233,14,14,496,0.015872,0.015872,1,1.11022302462516e-16,0,0,0.136644313044653,0.144461010160742,1.06698737990005,0,0,1.47455999999999,0.015872,0.141945904761904
closure-commit-blackout-emergency,closure,commit-blackout,16094222,1875856,13910738,13910738,0,1701907,591631,18659359882,47327370,656237213,303316846,303316846,1,1,1,1,3,1,1,44,56,1,1,1,30,1,0,1,2,0,1,6.23488910884435,0.234889108844352,1,1.01759256502265,0,1.01759256502265,0,9278,0.775219291446796,1,0.187387832739935,1,1,0.124518763338937,0.21039367199051,0.111935182152491,1,1,226,1,1,1,46,46,6,20,80,12,0,0,0,0,0,0,0,1015,1015,233,233,121,121,4002,0.128064,0.128064,1,8.88178419700125e-16,0,0,0.139580400419473,0.136384394704021,1.02264046367524,0,0,1.47455999999999,0.128064,0.152630857142856
periodic-iid20,periodic,none,16094223,927108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0998082454433962,0.0968019475887908,1.05857943867112,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094223,927108,13070933,13070933,0,2292006,610566,18746830489,51156960,657414282,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,1,1,4,0,0,0,6.4498852850114,0.449885285011399,1,0.917235670562545,1,0.917235670562545,1,9312,0.708200141247823,1,0.184581790399503,1,1,0.121552093361561,0.192619490818134,0.0971437676896277,1,1,226,1,1,1,20,20,5,5,28,12,0,0,0,0,0,0,0,1012,1012,236,236,103,103,3314,0.106048,0.106048,1,8.88178419700125e-16,0,0,0.139929290107899,0.138828992250285,1.04517021891975,0,0,1.47455999999999,0.106048,0.150534095238094
closure-response-blackout-emergency,closure,response-blackout,16094223,927108,13070933,13070933,0,2292006,610566,18499433997,50087199,657299185,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,0.918164148080547,1,0.918164148080547,1,9312,0.704161997468045,1,0.184581790399503,1,1,0.120591513247627,0.192814471096915,0.0980213849200932,1,1,226,1,1,1,80,80,20,20,121,39,0,0,0,0,0,0,0,1007,1007,241,241,190,190,7568,0.242176,0.242176,1,8.88178419700125e-16,0,0,0.138929167035854,0.137714834467244,1.05136380420282,0,0,1.47455999999999,0.242176,0.163498666666666
closure-response-blackout-no-emergency,closure,response-blackout,16094223,927108,13070933,13070933,0,2292006,610566,18499433997,50087199,483769243,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,0,0,0,4,0,0,6.4498852850114,0.449885285011399,1,4.55614999181202,0,4.55614999181202,0,9312,3.2836046071604,0,0.0738635655890911,1,0,0.294370408041151,0.551361694195303,0.501176499099322,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,886,886,202,202,190,190,7568,0.242176,0.242176,1,8.88178419700125e-16,0,0,0.248900110079578,0.257775526564877,0.661612140437065,0,0,1.22879999999999,0.242176,0.140092952380952
closure-prepare-blackout-emergency,closure,prepare-blackout,16094223,927108,13070933,13070933,0,2292006,610566,18722062262,49758713,656413289,303333646,303333646,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.918398766256723,1,0.918398766256723,1,9718,0.704321237837972,1,0.168419073629799,1,1,0.10043220996984,0.192863740913912,0.0979505218514916,1,1,226,1,1,1,60,60,0,20,92,28,0,0,0,0,0,0,0,1008,1008,240,240,22,22,720,0.02304,0.02304,1,0,0,0,0.135962385685265,0.145426091044998,1.04741948178392,0,0,1.47455999999999,0.02304,0.14262857142857
closure-commit-blackout-emergency,closure,commit-blackout,16094223,927108,13070933,13070933,0,2292006,610566,18676349072,51759040,656822583,303333646,303333646,1,1,3,1,4,1,1,48,56,1,1,1,31,1,0,1,3,0,1,6.4498852850114,0.449885285011399,1,0.918142277156317,1,0.918142277156317,1,9312,0.704179364403396,1,0.184581790399503,1,1,0.121929467779924,0.192809878202827,0.0980085184406042,1,1,226,1,1,1,65,65,5,20,98,32,0,0,0,0,0,0,0,1008,1008,240,240,108,108,3454,0.110528,0.110528,1,8.88178419700125e-16,0,0,0.138952732744715,0.137739543841045,1.05159005190206,0,0,1.47455999999999,0.110528,0.150960761904761
periodic-iid20,periodic,none,16094224,829546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.100624496514441,0.0977063507972405,1.06167634134099,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094224,829546,17396445,17396445,0,1746594,610566,18707934151,51640830,657103916,303316846,303316846,1,1,3,1,4,1,1,48,56,1,1,1,32,1,1,4,0,0,0,6.66488146117845,0.664881461178446,1,0.891591594806326,1,0.891591594806326,1,9334,0.710877408129326,1,0.193414348360752,1,1,0.0998477830652948,0.187234234909328,0.0963574962496417,1,1,226,1,1,1,28,28,7,7,41,15,0,0,0,0,0,0,0,995,995,253,253,112,112,3750,0.12,0.12,1,4.44089209850063e-16,0,0,0.141477582135116,0.142507363361152,1.03194142048408,0,0,1.47455999999999,0.12,0.151862857142856
closure-response-blackout-emergency,closure,response-blackout,16094224,829546,17396445,17396445,0,1746594,610566,18460537659,50593258,656488813,303316846,303316846,1,1,3,1,4,1,1,48,56,1,1,1,32,0,0,0,4,0,0,6.66488146117845,0.664881461178446,1,0.884262471380477,1,0.884262471380477,1,9334,0.705143651433789,1,0.186239155381553,1,1,0.098950958529283,0.1856951189899,0.0952108111625849,1,1,226,1,1,1,80,80,20,20,123,37,0,0,0,0,0,0,0,995,995,253,253,195,195,7706,0.246592,0.246592,1,8.88178419700125e-16,0,0,0.140627711332199,0.141571015635948,1.02395842232776,0,0,1.47455999999999,0.246592,0.163919238095237
closure-response-blackout-no-emergency,closure,response-blackout,16094224,829546,17396445,17396445,0,1746594,610566,18460537659,50593258,483594430,303316846,303316846,1,1,3,1,4,1,1,48,56,1,1,1,32,0,0,0,4,0,0,6.66488146117845,0.664881461178446,1,4.68307598658838,0,4.68307598658838,0,9334,3.49110597486089,0,0.0523585690509618,1,0,0.313882176594308,0.571114666210105,0.515138358524722,1,1,226,0,0,1,80,0,0,0,0,0,0,0,0,0,0,0,0,872,872,216,216,195,195,7706,0.246592,0.246592,1,8.88178419700125e-16,0,0,0.254645887218513,0.265103659962389,0.660523166614774,0,0,1.22879999999999,0.246592,0.140513523809523
closure-prepare-blackout-emergency,closure,prepare-blackout,16094224,829546,17396445,17396445,0,1746594,610566,18684261570,49668639,656318553,303316846,303316846,1,1,3,1,4,1,1,48,56,1,0,0,NaN,0,0,0,3,1,0,NaN,NaN,1,0.891990058912098,1,0.891990058912098,1,9718,0.705223750561363,1,0.139074150706862,1,1,0.0976602960266504,0.187317912371541,0.0962088149261643,1,1,226,1,1,1,60,60,0,20,88,32,0,0,0,0,0,0,0,991,991,257,257,21,21,696,0.022272,0.022272,1,4.44089209850063e-16,0,0,0.137024869979489,0.147600639665985,1.05883515547454,0,0,1.47455999999999,0.022272,0.142555428571428
closure-commit-blackout-emergency,closure,commit-blackout,16094224,829546,17396445,17396445,0,1746594,610566,18632884055,51183756,656912041,303316846,303316846,1,1,3,1,4,1,1,48,56,1,1,1,32,1,0,1,3,0,1,6.66488146117845,0.664881461178446,1,0.884891888145309,1,0.884891888145309,1,9334,0.705166670444825,1,0.190896366595067,1,1,0.0993574888967359,0.185827296510515,0.0948861993102169,1,1,226,1,1,1,67,67,7,20,104,30,0,0,0,0,0,0,0,994,994,254,254,117,117,3890,0.12448,0.12448,1,4.44089209850063e-16,0,0,0.141674417897835,0.142725244898253,1.02824486319164,0,0,1.47455999999999,0.12448,0.152289523809523
periodic-iid20,periodic,none,16094225,992331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.099552103169236,0.0961259431191004,1.06365360366918,0,0,2.70028799999998,0,0.257170285714283
closure-iid20-emergency,closure,none,16094225,992331,12231241,12231241,0,1775237,610566,18680113288,51239358,657319152,303336446,303336446,1,1,3,1,4,1,1,48,56,1,1,1,30,1,1,4,0,0,0,6.23488910884435,0.234889108844352,1,0.972005053143009,1,0.972005053143009,1,9290,0.683659457777659,1,0.187066661483273,1,1,0.107732124909654,0.191897922989184,0.106920555845731,1,1,226,1,1,1,20,20,5,5,37,3,0,0,0,0,0,0,0,1012,1012,236,236,106,106,3610,0.11552,0.11552,1,8.88178419700125e-16,0,0,0.136964166935552,0.135365782546924,1.04786210076371,0,0,1.47455999999999,0.11552,0.151436190476189
