stage,seed,scenario,scenarioLabel,arm,role,method,methodLabel,feedbackMode,N,plant,macType,horizon,pAccess,historySize,RMSE,MINSEP,SAFEFAIL,DIVERGED,MEAN_TRUE_AOI,MEAN_EST_AOI,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,MAX_QUEUE,MAX_HISTORY,ACK_STANDALONE,CHANNEL_UTIL,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,ENERGY_PROXY_J,CONFIRMATION_EVENTS,STANDALONE_CONFIRMATION_EVENTS,PIGGYBACK_CONFIRMATION_EVENTS,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CONFIG_HASH
development,16018010,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.120815729665219,0.42846898221892,0,0,0.183283582089552,0.524964068546158,1091,2688,392,0,264,4966,673,4291,1270,264,1004,2,2,2275,1,32,0,0.522750000000028,0.895999999999938,10.7519999999993,0,0.325120000000001,2.15039999999985,264,0,264,1.4561422,0,666717824011,21197638485,112388469
development,16018011,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0535872838511962,0.530440169400919,0,0,0.0713432835820894,0.141702598120508,703,822,670,57,723,1527,1166,361,922,723,199,0,0,137,2,32,57,0.260333333333312,0.283166666666667,3.288,0.11,0.204800000000002,0.679600000000001,723,92,631,1.433951,0,667111879472,21178583989,141655154
development,16018011,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0534802695686832,0.531381937587948,0,0,0.0702819237147595,0.136152570480929,705,849,667,0,731,1554,1173,381,984,731,253,0,0,159,1,32,0,0.255333333333313,0.283,3.396,0,0.251904000000002,0.679200000000001,731,0,731,1.3155386,0,667111879472,21178583989,111946917
development,16018011,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0890594158720138,0.510942854530169,0,0,0.0805022506515043,0.150045013030088,1556,1897,1346,78,1671,4116,2712,1404,2519,1671,848,0,0,536,2,32,78,0.553750000000035,0.645083333333301,7.58799999999961,0.153,0.599807999999999,1.54819999999992,1671,130,1541,2.178503,0,2586433735192,84941002689,150605070
development,16018011,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0878272641848382,0.51356381481733,0,0,0.0790476190476189,0.148760957119166,1522,1829,1347,0,1708,3925,2705,1220,2446,1708,738,0,0,446,1,32,0,0.531333333333363,0.609666666666636,7.31599999999964,0,0.626175999999998,1.46319999999993,1708,0,1708,1.8307792,0,2586433735192,84941002689,121174276
development,16018011,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.184500285510908,0.422694296974066,0,0,0.158362535150337,0.31134328358209,3978,3371,1652,0,1909,7690,3510,4178,4229,1909,2319,2,1,1685,1,32,0,0.811499999999985,1.12366666666658,13.483999999999,0,1.082624,2.69679999999979,1909,0,1909,2.5377618,0,10201869251173,339846766518,176416931
development,16018011,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.184500285510908,0.422694296974066,0,0,0.158362535150337,0.31134328358209,3978,3371,1652,0,1909,7690,3510,4178,4229,1909,2319,2,1,1685,1,32,0,0.811499999999985,1.12366666666658,13.483999999999,0,1.082624,2.69679999999979,1909,0,1909,1.7885183,0,10201869251173,339846766518,146600572
development,16018011,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0873150578783772,0.474532235577045,0,0,0.124577114427861,0.197346600331675,939,2193,419,303,389,4101,729,3372,1051,389,662,0,0,1868,2,32,303,0.491833333333353,0.762749999999957,8.77199999999948,0.381,0.170496000000002,1.8305999999999,389,228,161,1.5917205,0,667111879472,21178583989,142096708
development,16018011,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0723966805377447,0.503532382796799,0,0,0.110889994472084,0.247705914870094,1002,2247,474,0,360,4164,817,3347,1308,360,948,0,0,1755,1,32,0,0.480166666666682,0.748999999999954,8.98799999999945,0,0.334848000000001,1.79759999999989,360,0,360,1.4792099,0,667111879472,21178583989,112388471
development,16018012,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0543168849116305,0.532303347005576,0,0,0.0727915975677169,0.137899391929243,697,846,672,61,727,1549,1154,395,977,727,250,0,0,164,2,32,61,0.265249999999978,0.291583333333334,3.384,0.115,0.217344000000002,0.699800000000001,727,96,631,1.3651765,0,667400528619,21211815839,141655156
development,16018012,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0535504699314328,0.531782891036147,0,0,0.0701160862354892,0.140917634051962,706,830,674,0,727,1524,1182,342,955,727,228,0,0,129,1,32,0,0.254666666666647,0.276666666666667,3.32,0,0.244480000000002,0.664000000000001,727,0,727,1.2303102,0,667400528619,21211815839,111946919
development,16018012,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0911419581555694,0.507287129546114,0,0,0.0813788201847902,0.152641554134091,1542,1880,1333,86,1676,4028,2689,1339,2490,1676,814,0,0,535,2,32,86,0.550583333333366,0.640666666666635,7.51999999999961,0.168,0.588031999999997,1.53759999999992,1676,139,1537,2.2101784,0,2586308458571,84904679766,150605072
development,16018012,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0912972456014856,0.504304356210203,0,0,0.0812271973466003,0.155190713101161,1594,1966,1378,0,1628,4200,2744,1456,2529,1628,901,0,0,558,1,32,0,0.556333333333369,0.655333333333298,7.86399999999958,0,0.647423999999996,1.57279999999992,1628,0,1628,1.8096846,0,2586308458571,84904679766,121174278
development,16018012,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.183244077120291,0.439028361487138,0,0,0.140211983560459,0.275256327060351,3946,3337,1680,2,2041,7891,3718,4171,4277,2041,2235,2,1,1631,2,32,2,0.806749999999987,1.11266666666658,13.347999999999,0.004,1.093888,2.67039999999979,2041,4,2037,2.433782,0,10199165422545,339922508574,176416933
development,16018012,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.191543330059195,0.43748710292053,0,0,0.150698680510492,0.296958684836686,3934,3371,1676,0,1924,7850,3618,4230,4256,1924,2330,2,2,1669,1,32,0,0.814083333333317,1.12366666666658,13.483999999999,0,1.089536,2.69679999999979,1924,0,1924,1.7978262,0,10199165422545,339922508574,146600574
development,16018012,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.080782581250293,0.479862733847422,0,0,0.146733001658375,0.273399668325041,972,2279,413,322,381,4195,730,3465,1095,381,714,0,0,1968,2,32,322,0.506416666666689,0.793083333333287,9.11599999999944,0.401,0.176640000000002,1.90339999999989,381,231,150,1.8267272,0,667400528619,21211815839,142096710
development,16018012,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.073917228062203,0.500727626364561,0,0,0.109275843007186,0.249651741293532,1038,2399,457,0,348,4335,822,3513,1518,348,1170,0,0,1923,1,32,0,0.507250000000024,0.799666666666616,9.59599999999939,0,0.388608000000001,1.91919999999988,348,0,348,1.502943,0,667400528619,21211815839,112388473
development,16018013,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0553936957941984,0.52892670100055,0,0,0.0738971807628523,0.134604754007739,712,812,665,68,719,1484,1121,363,903,719,184,0,0,110,2,32,68,0.263333333333312,0.2815,3.248,0.13,0.195840000000002,0.675600000000001,719,117,602,1.2611112,0,666417345250,21197663879,141655158
development,16018013,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0532640875083706,0.528577072395877,0,0,0.0711995577667218,0.145671641791045,727,881,678,0,685,1609,1165,444,940,685,255,0,0,168,1,32,0,0.264999999999979,0.293666666666667,3.524,0,0.240640000000002,0.704800000000001,685,0,685,1.1030342,0,666417345250,21197663879,111946921
development,16018013,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0878905370583379,0.512192500184816,0,0,0.0811798152096658,0.151528073916134,1551,1879,1324,83,1683,4111,2633,1477,2489,1683,806,1,0,546,2,32,83,0.547166666666701,0.639916666666635,7.51599999999962,0.163,0.590335999999999,1.53579999999992,1683,127,1556,1.858647,0,2586383120978,84943846700,150605074
development,16018013,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0900569214976453,0.510758668556013,0,0,0.0815493958777539,0.152987443733712,1556,1919,1344,0,1679,4160,2667,1493,2411,1679,732,0,0,541,1,32,0,0.545000000000032,0.639666666666633,7.6759999999996,0,0.617215999999999,1.53519999999992,1679,0,1679,1.7834499,0,2586383120978,84943846700,121174280
development,16018013,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.196373002759495,0.429243059876912,0,0,0.152714687432404,0.298678347393468,4001,3483,1605,1,1822,8064,3395,4668,4362,1822,2540,1,0,1848,1,32,1,0.813249999999985,1.16108333333324,13.9319999999989,0.001,1.11641600000001,2.78659999999978,1822,1,1821,2.2160321,0,10201594279926,339907607010,176416935
development,16018013,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.196373002759495,0.429243059876912,0,0,0.152714687432404,0.298678347393468,4001,3483,1605,0,1821,8064,3395,4668,4361,1821,2540,1,0,1848,1,32,0,0.813166666666652,1.16099999999991,13.9319999999989,0,1.11641600000001,2.78639999999978,1821,0,1821,1.8856097,0,10201594279926,339907607010,146600576
development,16018013,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0822791827416664,0.486356142566678,0,0,0.115400773908236,0.178407960199005,955,2188,421,300,379,4025,700,3323,1051,379,670,2,2,1838,2,32,300,0.501583333333355,0.759999999999957,8.75199999999948,0.368,0.173568000000002,1.8239999999999,379,231,148,1.4891534,0,666417345250,21197663879,142096712
development,16018013,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0845009399154468,0.487510135726667,0,0,0.125096738529574,0.318065229408513,1041,2453,429,0,308,4519,727,3792,1301,308,993,0,0,2001,1,32,0,0.515500000000026,0.817666666666614,9.81199999999936,0,0.333056000000001,1.96239999999987,308,0,308,1.3306948,0,666417345250,21197663879,112388475
development,16018014,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0541470825306121,0.530499179646059,0,0,0.0721835268103923,0.139038142620232,706,765,668,62,748,1410,1156,252,904,748,154,2,2,67,2,32,62,0.253916666666647,0.264833333333334,3.06,0.118,0.197120000000002,0.6356,748,116,632,1.2241167,0,666965611737,21183092195,141655160
development,16018014,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0541741489924898,0.530667850750408,0,0,0.0716196793808734,0.142310668877833,709,812,680,0,724,1487,1181,306,930,724,206,0,0,105,1,32,0,0.252666666666647,0.270666666666667,3.248,0,0.238080000000002,0.649600000000001,724,0,724,1.1524145,0,666965611737,21183092195,111946923
development,16018014,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0913352694085096,0.509945156060839,0,0,0.0806064913527599,0.150258232646292,1572,1953,1344,67,1626,4205,2675,1528,2512,1626,883,2,3,583,2,32,67,0.562250000000038,0.661999999999965,7.81199999999958,0.132,0.602623999999998,1.58879999999992,1626,112,1514,1.8051464,0,2586687048028,84932333644,150605076
development,16018014,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0875752392386909,0.513273480419009,0,0,0.0775313906657189,0.149760720208481,1548,1933,1366,0,1662,4188,2705,1483,2495,1662,833,0,0,528,1,32,0,0.551333333333369,0.644333333333299,7.73199999999959,0,0.638719999999997,1.54639999999992,1662,0,1662,1.6511386,0,2586687048028,84932333644,121174282
development,16018014,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.202821020016774,0.432630731735134,0,0,0.161793207873676,0.319002812026823,3976,3499,1625,3,1808,8070,3478,4591,4339,1808,2529,1,2,1853,2,32,3,0.823583333333313,1.16674999999991,13.9959999999989,0.005,1.10924800000001,2.80019999999978,1808,2,1806,2.2981491,0,10198889754333,339913292031,176416937
development,16018014,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.208628855928225,0.428342931900587,0,0,0.165905256327061,0.32942677914774,3966,3551,1607,0,1850,8190,3488,4701,4475,1850,2624,1,1,1919,1,32,0,0.829416666666642,1.18366666666657,14.2039999999989,0,1.14560000000001,2.84079999999978,1850,0,1850,1.7988512,0,10198889754333,339913292031,146600578
development,16018014,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0668963580380313,0.512032386162565,0,0,0.0989828634604752,0.157833056937534,968,2245,405,310,406,4089,706,3381,1061,406,655,2,0,1924,2,32,310,0.487000000000018,0.779333333333288,8.97999999999946,0.372,0.176128000000002,1.87039999999989,406,233,173,1.4960399,0,666965611737,21183092195,142096714
development,16018014,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.105124872961606,0.444435222138494,0,0,0.166080707573245,0.410425649530127,1087,2687,366,0,265,4895,642,4251,1309,265,1044,2,0,2299,1,32,0,0.518000000000027,0.895666666666605,10.7479999999993,0,0.335104000000001,2.14959999999985,265,0,265,1.3576273,0,666965611737,21183092195,112388477
development,16018015,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0548645146239013,0.531279151443634,0,0,0.0744168048645659,0.138054173576561,692,806,660,65,734,1481,1134,347,903,734,169,0,0,123,2,32,65,0.258833333333312,0.279,3.224,0.124,0.196096000000002,0.669600000000001,734,123,611,1.275433,0,667248687321,21187578105,141655162
development,16018015,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0536958793008363,0.531708824980549,0,0,0.0699281370923161,0.135411829740188,703,793,670,0,724,1473,1182,291,915,724,191,0,0,95,1,32,0,0.248333333333314,0.264333333333334,3.172,0,0.234240000000002,0.634400000000001,724,0,724,1.0691646,0,667248687321,21187578105,111946925
development,16018015,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0907507936568858,0.50889674379658,0,0,0.0805780620705992,0.149727552712627,1549,1809,1335,82,1671,3926,2703,1223,2410,1671,739,0,0,450,2,32,82,0.54050000000003,0.616499999999971,7.23599999999965,0.162,0.568063999999998,1.47959999999993,1671,138,1533,1.7786296,0,2586397668278,84950915592,150605078
development,16018015,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0886523891678608,0.514092517607745,0,0,0.078701729447998,0.150604122245913,1538,1842,1360,0,1661,4010,2714,1296,2415,1661,754,0,0,444,1,32,0,0.537000000000031,0.613999999999969,7.36799999999963,0,0.618239999999999,1.47359999999993,1661,0,1661,1.6472102,0,2586397668278,84950915592,121174284
development,16018015,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.18823175353148,0.446694758465509,0,0,0.150525632706036,0.284023361453602,3981,3410,1651,1,1978,7994,3584,4410,4271,1978,2293,0,0,1727,2,32,1,0.816999999999983,1.13674999999991,13.6399999999989,0.001,1.09312,2.72819999999979,1978,0,1978,2.2703547,0,10201624426252,339919490526,176416939
development,16018015,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.18823175353148,0.446694758465509,0,0,0.150525632706036,0.284023361453602,3981,3411,1651,0,1977,7996,3584,4412,4273,1977,2296,0,0,1727,1,32,0,0.816999999999983,1.13699999999991,13.6439999999989,0,1.093888,2.72879999999979,1977,0,1977,1.8421429,0,10201624426252,339919490526,146600580
development,16018015,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0666117854678931,0.51571827607899,0,0,0.0966390270867881,0.159391929242675,899,1988,465,352,466,3666,818,2846,1186,466,719,2,1,1638,2,32,352,0.466833333333346,0.699749999999964,7.95199999999957,0.445,0.187904000000003,1.67939999999991,466,266,200,1.5744886,0,667248687321,21187578105,142096716
development,16018015,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.0882487432712849,0.482438236648266,0,0,0.143913764510779,0.361105583195136,1014,2397,424,0,313,4445,717,3728,1334,313,1021,0,0,1952,1,32,0,0.500750000000021,0.798999999999949,9.58799999999939,0,0.341504,1.91759999999988,313,0,313,1.3182913,0,667248687321,21187578105,112388479
development,16018016,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0541677411560414,0.531575975678781,0,0,0.0745826423438364,0.140740740740741,709,835,668,75,749,1544,1169,375,965,749,216,0,0,133,2,32,75,0.268416666666645,0.290583333333334,3.34,0.147,0.205312000000002,0.697400000000001,749,138,611,1.285716,0,666807775976,21189557617,141655164
development,16018016,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0532601796072899,0.531889174039123,0,0,0.070237700386954,0.137269209508015,708,842,673,0,731,1541,1174,367,950,731,219,0,0,138,1,32,0,0.25699999999998,0.280666666666667,3.368,0,0.243200000000002,0.673600000000001,731,0,731,1.1921498,0,666807775976,21189557617,111946927
development,16018016,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0920305493980315,0.508925779601673,0,0,0.0850841032930585,0.164036958066809,1590,1980,1346,76,1614,4293,2673,1620,2540,1614,926,0,0,617,2,32,77,0.567166666666707,0.672499999999964,7.91999999999957,0.15,0.605695999999999,1.61399999999991,1614,112,1502,1.8671107,0,2586530650367,84923294475,150605080
development,16018016,n10-ring2,N10 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,10,di,csma,12,0.1,32,0.0904502890290781,0.509123683295507,0,0,0.0802748163942193,0.155081734186212,1563,1890,1348,0,1671,4084,2716,1366,2513,1671,840,2,2,507,1,32,0,0.541416666666698,0.629999999999968,7.55999999999961,0,0.643327999999998,1.51199999999992,1671,0,1671,1.5998471,0,2586530650367,84923294475,121174286
development,16018016,n20-ring2,N20 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,20,di,csma,12,0.05,32,0.189988923459805,0.439483165363857,0,0,0.149647415098422,0.283711875405581,3955,3399,1648,0,1911,7886,3481,4403,4259,1911,2345,2,3,1732,1,32,0,0.808916666666655,1.13299999999991,13.5959999999989,0,1.09030400000001,2.71919999999979,1911,0,1911,2.2705858,0,10201836769309,339927766053,176416941
development,16018016,n20-ring2,N20 ring2,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,20,di,csma,12,0.05,32,0.189988923459805,0.439483165363857,0,0,0.149647415098422,0.283711875405581,3955,3399,1648,0,1911,7886,3481,4403,4259,1911,2345,2,3,1732,1,32,0,0.808916666666655,1.13299999999991,13.5959999999989,0,1.09030400000001,2.71919999999979,1911,0,1911,1.8183129,0,10201836769309,339927766053,146600582
development,16018016,n5-aloha,N5 ALOHA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,aloha,12,0.2,32,0.0688207040140934,0.50838068901716,0,0,0.0940961857379767,0.158308457711443,913,2000,454,350,451,3692,792,2900,1093,451,642,0,0,1646,2,32,350,0.467416666666679,0.703333333333297,7.99999999999956,0.44,0.165376000000002,1.68799999999991,451,259,192,1.5561769,0,666807775976,21189557617,142096718
development,16018016,n5-aloha,N5 ALOHA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,aloha,12,0.2,32,0.103030757669992,0.461877294141867,0,0,0.146799336650083,0.389010503040354,1045,2479,414,0,298,4540,710,3830,1278,298,980,0,0,2047,1,32,0,0.500416666666689,0.826333333333279,9.91599999999935,0,0.327168000000001,1.98319999999987,298,0,298,1.3774721,0,666807775976,21189557617,112388481
development,16018017,n5-csma,N5 CSMA,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,5,6dof,csma,12,0.2,32,0.0547224604772603,0.530759147439226,0,0,0.0741514648977334,0.139502487562189,712,845,669,65,738,1537,1156,381,944,738,206,0,0,147,2,32,65,0.267583333333312,0.292166666666667,3.38,0.126,0.204544000000002,0.7012,738,127,611,1.2343887,0,667404407120,21188890279,141655166
development,16018017,n5-csma,N5 CSMA,piggyback-scaled,shadow,causal-broadcast,Piggyback-only + scaled,piggyback,5,6dof,csma,12,0.2,32,0.0534428472342628,0.531040983890556,0,0,0.0694637921503592,0.13869541182974,715,862,675,0,718,1576,1173,403,948,718,230,0,0,152,1,32,0,0.261333333333312,0.287333333333334,3.448,0,0.242688000000002,0.689600000000001,718,0,718,1.1454639,0,667404407120,21188890279,111946929
development,16018017,n10-ring2,N10 ring2,selected-adaptive-scaled,actual,mac-aware-broadcast,Selected adaptive + scaled,adaptive,10,di,csma,12,0.1,32,0.0904840569518618,0.507555159945375,0,0,0.0819947879649371,0.147638000473821,1489,1824,1345,83,1737,3941,2682,1259,2476,1737,739,0,0,458,2,32,83,0.542750000000031,0.62124999999997,7.29599999999964,0.159,0.588799999999998,1.49099999999993,1737,145,1592,1.8110318,0,2586878993551,84900726904,150605082
