seed,method,scenario,RMSE,MINEVAL,NDATA,NACK,NBROADCAST,MISSION,FORMFAIL,SAFEFAIL
6,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
7,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
8,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
9,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
10,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
11,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
12,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
13,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
14,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
15,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
16,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
17,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
18,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
19,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
20,P20,Clean,0.0211627771768365,0.572446386252435,7200,0,3600,30,0,0
1,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
2,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
3,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
4,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
5,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
6,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
7,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
8,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
9,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
10,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
11,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
12,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
13,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
14,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
15,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
16,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
17,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
18,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
19,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
20,State-event,Clean,0.0792418217410357,0.501895794781889,1558,0,779,30,0,0
1,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
2,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
3,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
4,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
5,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
6,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
7,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
8,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
9,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
10,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
11,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
12,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
13,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
14,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
15,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
16,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
17,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
18,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
19,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
20,Causal-v3,Clean,0.0383171251773151,0.55068721207118,3038,3038,1519,30,0,0
1,P10,Moderate,0.0965431423632844,0.475884601782531,3600,0,1800,30,0,0
2,P10,Moderate,0.095946207991159,0.47853292797999,3600,0,1800,30,0,0
3,P10,Moderate,0.0956982557843775,0.481814183190205,3600,0,1800,30,0,0
4,P10,Moderate,0.0953014830083939,0.482677262556097,3600,0,1800,30,0,0
5,P10,Moderate,0.0975558487477632,0.477696715420051,3600,0,1800,30,0,0
6,P10,Moderate,0.0953817812763301,0.478467365754138,3600,0,1800,30,0,0
7,P10,Moderate,0.0954595343417129,0.477064492847395,3600,0,1800,30,0,0
8,P10,Moderate,0.0954725927291758,0.483246512020479,3600,0,1800,30,0,0
9,P10,Moderate,0.0957105762466071,0.480266979121781,3600,0,1800,30,0,0
10,P10,Moderate,0.0949162646592706,0.48118352942236,3600,0,1800,30,0,0
11,P10,Moderate,0.0952215964345989,0.485318525663534,3600,0,1800,30,0,0
12,P10,Moderate,0.0965010132370501,0.482386083465094,3600,0,1800,30,0,0
13,P10,Moderate,0.0940740999105897,0.481257363043416,3600,0,1800,30,0,0
14,P10,Moderate,0.0970850596763037,0.483260465572381,3600,0,1800,30,0,0
15,P10,Moderate,0.0958919501062681,0.475526638681051,3600,0,1800,30,0,0
16,P10,Moderate,0.0953913817039974,0.481726506671545,3600,0,1800,30,0,0
17,P10,Moderate,0.094633358351768,0.480218096213069,3600,0,1800,30,0,0
18,P10,Moderate,0.0964701937706423,0.479925336401577,3600,0,1800,30,0,0
19,P10,Moderate,0.0960926399728663,0.479296030685644,3600,0,1800,30,0,0
20,P10,Moderate,0.0957402853995715,0.476101117235383,3600,0,1800,30,0,0
1,P20,Moderate,0.0730404079396569,0.507795258580939,7200,0,3600,30,0,0
2,P20,Moderate,0.0730258645859411,0.50910592416597,7200,0,3600,30,0,0
3,P20,Moderate,0.0730288765413627,0.507841929932155,7200,0,3600,30,0,0
4,P20,Moderate,0.0730620554742991,0.508982322188068,7200,0,3600,30,0,0
5,P20,Moderate,0.0730773983286768,0.507375177343549,7200,0,3600,30,0,0
6,P20,Moderate,0.0730115310997641,0.507061445362435,7200,0,3600,30,0,0
7,P20,Moderate,0.0729352103445537,0.508935287860663,7200,0,3600,30,0,0
8,P20,Moderate,0.0724706022704983,0.508640556012985,7200,0,3600,30,0,0
9,P20,Moderate,0.0730938417307025,0.50750558861127,7200,0,3600,30,0,0
10,P20,Moderate,0.0726498810973696,0.507532358382052,7200,0,3600,30,0,0
11,P20,Moderate,0.072534583577287,0.509904401272286,7200,0,3600,30,0,0
12,P20,Moderate,0.073347019294523,0.507150892874604,7200,0,3600,30,0,0
13,P20,Moderate,0.0725444827410293,0.509004912242544,7200,0,3600,30,0,0
14,P20,Moderate,0.0728630707455494,0.508209474046955,7200,0,3600,30,0,0
15,P20,Moderate,0.0731057442207937,0.50738439512306,7200,0,3600,30,0,0
16,P20,Moderate,0.0727579606193923,0.50812689118627,7200,0,3600,30,0,0
17,P20,Moderate,0.0729909038708387,0.509193313257321,7200,0,3600,30,0,0
18,P20,Moderate,0.0734196284690666,0.508349240484357,7200,0,3600,30,0,0
19,P20,Moderate,0.0730159270433646,0.506892396241983,7200,0,3600,30,0,0
20,P20,Moderate,0.0726866630270439,0.508266388818844,7200,0,3600,30,0,0
1,State-event,Moderate,0.167133904672014,0.383638296015505,1544,0,772,30,1,0
2,State-event,Moderate,0.16742702828611,0.387909755692312,1544,0,772,30,1,0
3,State-event,Moderate,0.17366300484004,0.376796814740536,1550,0,775,30,1,0
4,State-event,Moderate,0.166523266901283,0.410281825714087,1550,0,775,30,1,0
5,State-event,Moderate,0.168876702467245,0.39723905473758,1548,0,774,30,1,0
6,State-event,Moderate,0.163075299909258,0.371930725724601,1542,0,771,30,1,0
7,State-event,Moderate,0.163833323699056,0.385327822339515,1548,0,774,30,1,0
8,State-event,Moderate,0.163003602713177,0.408989904713437,1550,0,775,30,1,0
9,State-event,Moderate,0.176024472742226,0.359645714461266,1544,0,772,30,1,0
10,State-event,Moderate,0.167473965219516,0.380711971626639,1542,0,771,30,1,0
11,State-event,Moderate,0.15795230438042,0.385663539816113,1546,0,773,30,1,0
12,State-event,Moderate,0.172233318207654,0.395394547845013,1546,0,773,30,1,0
13,State-event,Moderate,0.172677461352394,0.380007787967863,1546,0,773,30,1,0
14,State-event,Moderate,0.163428571852801,0.405396532336445,1546,0,773,30,1,0
15,State-event,Moderate,0.164936034172506,0.397198373447211,1548,0,774,30,1,0
16,State-event,Moderate,0.163029495345906,0.398358449784132,1548,0,774,30,1,0
17,State-event,Moderate,0.173011442454903,0.370163487622199,1546,0,773,30,1,0
18,State-event,Moderate,0.160020521689371,0.406273384020884,1548,0,774,30,1,0
19,State-event,Moderate,0.168870769019668,0.378741355739228,1544,0,772,30,1,0
20,State-event,Moderate,0.173498380412644,0.349822824269045,1550,0,775,30,1,0
1,Causal-v3,Moderate,0.0866287606648867,0.493159993779633,4804,3875,4185,30,0,0
2,Causal-v3,Moderate,0.0869856757214486,0.491425700130731,4778,3858,4062,30,0,0
3,Causal-v3,Moderate,0.0879562565717154,0.492451392286016,4805,3841,4070,30,0,0
4,Causal-v3,Moderate,0.0869348070493531,0.490745318478118,4800,3836,4051,30,0,0
5,Causal-v3,Moderate,0.0872000043599845,0.491644530115992,4811,3841,4097,30,0,0
6,Causal-v3,Moderate,0.0885587515786921,0.489081529996734,4828,3799,4112,30,0,0
7,Causal-v3,Moderate,0.087312950026496,0.489618695547291,4792,3861,4041,30,0,0
8,Causal-v3,Moderate,0.0872936602611901,0.489702433972412,4797,3851,4132,30,0,0
9,Causal-v3,Moderate,0.0873844968761216,0.492876830949533,4811,3817,4141,30,0,0
10,Causal-v3,Moderate,0.087359870843248,0.492055284579291,4816,3834,4101,30,0,0
11,Causal-v3,Moderate,0.0870619625295046,0.493445092077946,4788,3863,4087,30,0,0
12,Causal-v3,Moderate,0.0876230142730473,0.489414300543806,4806,3835,4095,30,0,0
13,Causal-v3,Moderate,0.0868156637644175,0.490042883662922,4770,3863,4089,30,0,0
14,Causal-v3,Moderate,0.0870478446505666,0.488957353324424,4813,3846,4124,30,0,0
15,Causal-v3,Moderate,0.0883023904448055,0.486770444288812,4832,3817,4139,30,0,0
16,Causal-v3,Moderate,0.0867031395091468,0.49011298632654,4832,3874,4059,30,0,0
17,Causal-v3,Moderate,0.0872408802501132,0.49363245920888,4790,3854,4073,30,0,0
18,Causal-v3,Moderate,0.0871691451762458,0.490364556578617,4784,3845,4067,30,0,0
19,Causal-v3,Moderate,0.0875020732611629,0.490715466236778,4787,3852,4118,30,0,0
20,Causal-v3,Moderate,0.0875089675777921,0.486946319282124,4809,3852,4046,30,0,0
1,P10,Stressed,0.145758548093162,0.409521006437282,3600,0,1800,30,1,0
2,P10,Stressed,0.142830765737557,0.423417143037834,3600,0,1800,30,1,0
3,P10,Stressed,0.144594926560983,0.412908107334147,3600,0,1800,30,1,0
4,P10,Stressed,0.143288420425391,0.428705258313921,3600,0,1800,30,1,0
5,P10,Stressed,0.149937692100774,0.410126463982715,3600,0,1800,30,1,0
6,P10,Stressed,0.146622283980425,0.417939769366703,3600,0,1800,30,1,0
7,P10,Stressed,0.144826027440834,0.426694504375863,3600,0,1800,30,1,0
8,P10,Stressed,0.147954148852542,0.410714061440582,3600,0,1800,30,1,0
9,P10,Stressed,0.146449087022476,0.416799523983451,3600,0,1800,30,1,0
10,P10,Stressed,0.14884752050134,0.416508047705161,3600,0,1800,30,1,0
11,P10,Stressed,0.14615850600179,0.4113268800688,3600,0,1800,30,1,0
12,P10,Stressed,0.142462887837512,0.420978095775003,3600,0,1800,30,1,0
13,P10,Stressed,0.145984840018804,0.418985408487807,3600,0,1800,30,1,0
14,P10,Stressed,0.147683156512309,0.409352569884453,3600,0,1800,30,1,0
15,P10,Stressed,0.142199677781074,0.421940274290962,3600,0,1800,30,1,0
16,P10,Stressed,0.147817394788398,0.419434038164455,3600,0,1800,30,1,0
17,P10,Stressed,0.145010926082948,0.426960522970181,3600,0,1800,30,1,0
18,P10,Stressed,0.143741891533697,0.423602987092765,3600,0,1800,30,1,0
19,P10,Stressed,0.14293806062853,0.410232225110041,3600,0,1800,30,1,0
20,P10,Stressed,0.147220125547529,0.417308162460568,3600,0,1800,30,1,0
1,P20,Stressed,0.110262362608692,0.463111014589338,7200,0,3600,30,1,0
2,P20,Stressed,0.109630097794018,0.463472125895392,7200,0,3600,30,1,0
3,P20,Stressed,0.109406179526079,0.462390952770104,7200,0,3600,30,1,0
4,P20,Stressed,0.109935646166021,0.466650610916338,7200,0,3600,30,1,0
5,P20,Stressed,0.112567829488598,0.461321593253439,7200,0,3600,30,1,0
6,P20,Stressed,0.109649787409251,0.466241512118614,7200,0,3600,30,1,0
7,P20,Stressed,0.109894976405569,0.462258172632459,7200,0,3600,30,1,0
8,P20,Stressed,0.110373439343072,0.459996211743063,7200,0,3600,30,1,0
9,P20,Stressed,0.111384230817308,0.460357947004848,7200,0,3600,30,1,0
10,P20,Stressed,0.111328765707341,0.460768700098364,7200,0,3600,30,1,0
11,P20,Stressed,0.110140465418382,0.462278222188816,7200,0,3600,30,1,0
12,P20,Stressed,0.110062510974326,0.462618396970214,7200,0,3600,30,1,0
13,P20,Stressed,0.1114742109871,0.461856450910791,7200,0,3600,30,1,0
14,P20,Stressed,0.110167572026385,0.462990929019829,7200,0,3600,30,1,0
15,P20,Stressed,0.109274806256038,0.461393674910709,7200,0,3600,30,1,0
16,P20,Stressed,0.10997862043131,0.464598041128062,7200,0,3600,30,1,0
17,P20,Stressed,0.110110862523741,0.465187735910812,7200,0,3600,30,1,0
18,P20,Stressed,0.110033906519646,0.466196728561628,7200,0,3600,30,1,0
19,P20,Stressed,0.110136435311651,0.457350777709996,7200,0,3600,30,1,0
20,P20,Stressed,0.110109377266322,0.461274307292713,7200,0,3600,30,1,0
1,State-event,Stressed,0.242362465559388,0.304983694626041,1524,0,762,30,1,0
2,State-event,Stressed,0.254099425635969,0.282402558955188,1518,0,759,30,1,0
3,State-event,Stressed,0.253447910398332,0.299994703497024,1516,0,758,30,1,0
4,State-event,Stressed,0.248702029499258,0.297361242152237,1520,0,760,30,1,0
5,State-event,Stressed,0.255849091621755,0.234947335136206,1518,0,759,30,1,1
6,State-event,Stressed,0.273734029375268,0.285529766479522,1514,0,757,30,1,0
7,State-event,Stressed,0.254062312728522,0.284782518247109,1520,0,760,30,1,0
8,State-event,Stressed,0.250991332803666,0.286838089209539,1522,0,761,30,1,0
9,State-event,Stressed,0.260300470976333,0.196120935165199,1510,0,755,30,1,1
10,State-event,Stressed,0.253610950694255,0.310870115193953,1516,0,758,30,1,0
11,State-event,Stressed,0.258898902676507,0.302127081466562,1524,0,762,30,1,0
12,State-event,Stressed,0.257777180447174,0.284074079814152,1508,0,754,30,1,0
13,State-event,Stressed,0.266220014215997,0.292906678268692,1522,0,761,30,1,0
14,State-event,Stressed,0.251509906317045,0.307243263084586,1516,0,758,30,1,0
15,State-event,Stressed,0.262003923507529,0.277098452081007,1522,0,761,30,1,0
16,State-event,Stressed,0.253614700661356,0.299138220103292,1514,0,757,30,1,0
17,State-event,Stressed,0.256886492934553,0.233970370172791,1518,0,759,30,1,1
18,State-event,Stressed,0.268439001540847,0.296030966354736,1522,0,761,30,1,0
19,State-event,Stressed,0.261917047468326,0.29379506905379,1512,0,756,30,1,0
20,State-event,Stressed,0.256676799596884,0.290493138257833,1518,0,759,30,1,0
1,Causal-v3,Stressed,0.115788524738548,0.456187387865005,6574,4013,3287,30,1,0
2,Causal-v3,Stressed,0.116379264987786,0.458535564756626,6562,3898,3281,30,1,0
3,Causal-v3,Stressed,0.117394960047735,0.457126529947635,6572,3946,3286,30,1,0
4,Causal-v3,Stressed,0.118366915065119,0.453976423552681,6568,3901,3284,30,1,0
5,Causal-v3,Stressed,0.117329773333555,0.451197672765105,6566,3930,3283,30,1,0
6,Causal-v3,Stressed,0.116138995751662,0.454581197292862,6572,3938,3286,30,1,0
7,Causal-v3,Stressed,0.117970160347349,0.448489029953629,6566,3903,3283,30,1,0
8,Causal-v3,Stressed,0.116460481717202,0.452299609500252,6570,3932,3285,30,1,0
9,Causal-v3,Stressed,0.116773616278537,0.457142871012159,6570,3924,3285,30,1,0
10,Causal-v3,Stressed,0.115841117329748,0.455560836268028,6564,3890,3282,30,1,0
11,Causal-v3,Stressed,0.119063719808658,0.446801128257066,6554,3877,3277,30,1,0
12,Causal-v3,Stressed,0.117344246959571,0.453942110790278,6568,3883,3284,30,1,0
13,Causal-v3,Stressed,0.118537994927661,0.45517657964467,6554,3884,3277,30,1,0
14,Causal-v3,Stressed,0.116627166255562,0.454635544827604,6562,3960,3281,30,1,0
15,Causal-v3,Stressed,0.116277364111302,0.452929760429641,6568,3950,3284,30,1,0
16,Causal-v3,Stressed,0.117029255039156,0.453447144799834,6562,3915,3281,30,1,0
17,Causal-v3,Stressed,0.115659375276176,0.454382093388909,6570,3945,3285,30,1,0
18,Causal-v3,Stressed,0.116443773969441,0.455638756333885,6566,3930,3283,30,1,0
19,Causal-v3,Stressed,0.116852331628838,0.456300198209851,6564,3945,3282,30,1,0
20,Causal-v3,Stressed,0.118288684355225,0.452329853424831,6562,3858,3281,30,1,0
