stage,seed,scenario,scenarioLabel,family,arm,pointIndex,parameterValue,method,methodLabel,feedbackMode,N,topology,plant,macType,pAccess,configuredPAccess,backgroundLoad,carrierSenseDensity,interferenceDensity,stationaryMeanDataLoss,stationaryMeanAckLoss,meanBadDurationDataSec,meanBadDurationAckSec,RMSE,MINSEP,SAFEFAIL,DIVERGED,ROLL_PEAK_DEG,PITCH_PEAK_DEG,SATURATION,CONTROL_EFFORT,MEAN_TRUE_AOI,P95_TRUE_AOI,P99_TRUE_AOI,MAX_TRUE_AOI,MEAN_EST_AOI,MEAN_AOI_GAP,DATA_GENERATED,DATA_ATTEMPTED,DATA_DELIVERED,ACK_ATTEMPTED,ACK_ENTRIES_DELIVERED,DATA_RECIPIENT_ATTEMPTS,DATA_RECIPIENT_SUCCESS,DATA_RECIPIENT_LOSS,ACK_RECIPIENT_ATTEMPTS,ACK_RECIPIENT_SUCCESS,ACK_RECIPIENT_LOSS,TERMINAL_ACTIVE_FRAMES,TERMINAL_DATA_INFLIGHT,TERMINAL_ACK_INFLIGHT,COLLISION_FRAMES,COLLISION_RATE,QUEUE_DROPS,SUPERSEDED,RETRIES,OBSOLETE_RETRY_DROPS,MAX_QUEUE,MAX_HISTORY,historySize,STALE_DATA_DISCARDED,STALE_ACK_DISCARDED,EXPIRED_HISTORY_ACK,ACK_BEFORE_ACCEPT,ACK_STANDALONE,ACK_ENTRIES_PIGGYBACKED,ACK_ENTRIES_TRANSFERRED,CHANNEL_UTIL,ADAPTIVE_ACK_PERMITTED,ADAPTIVE_ACK_DEFERRED,ADAPTIVE_ACK_FORCED,MEAN_LOCAL_BUSY,MAX_LOCAL_BUSY,LOAD_GUARD_BLOCKED,LOAD_GUARD_BLOCKED_BUSY,LOAD_GUARD_BLOCKED_QUEUE,LOAD_GUARD_BRANCH3,LOAD_GUARD_BRANCH4,OFFERED_UTIL,DATA_AIRTIME,ACK_AIRTIME,PIGGYBACK_AIRTIME,BACKGROUND_BUSY_TIME,BACKGROUND_COLLISION_FRAMES,ENERGY_PROXY_J,DATA_GOODPUT_HZ,RECIPIENT_GOODPUT_HZ,ACK_GOODPUT_HZ,MEAN_ACCESS_DELAY,P95_ACCESS_DELAY,MEAN_CONFIRM_DELAY,P95_CONFIRM_DELAY,JAIN_FRAME_GOODPUT,DATA_CHANNEL_ATTEMPTS,ACK_CHANNEL_ATTEMPTS,DATA_BAD_ATTEMPT_FRACTION,ACK_BAD_ATTEMPT_FRACTION,TRACE_DATA_BAD_FRACTION,TRACE_ACK_BAD_FRACTION,NETWORK_RUNTIME_SEC,INVARIANT_VIOLATIONS,TRACE_HASH_EXACT,CHANNEL_STATE_HASH,CHANNEL_MODEL_SIGNATURE,ESTIMATOR_HASH_EXACT,CONFIG_HASH
development,16016005,n5-csma,N5 CSMA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0577522818606758,0.528387772464935,0,0,9.64815419186399,12.3232928967576,0,1.03664174400322,0.0810834715312326,0.16,0.219999999999999,0.280000000000001,0.115190713101161,0.0341072415699282,605,719,571,521,812,1325,984,341,1029,812,217,0,0,0,174,0.140322580645161,0,3,117,0,2,32,32,0,0,0,0,521,351,3,0.272999999999977,0,0,0,0.255875014391864,0.306482070002752,0,0,0,0,0,0.295583333333334,2.876,0.671,0.0898560000000002,0,0,0.7094,47.5833333333333,82,67.6666666666667,0.00648306451612908,0.02,0.0323583743842365,0.0519999999999996,0.986881573968975,1449,678,0.107660455486542,0.119469026548673,0.103689385102483,0.104635894017664,0.9812159,0,667031052582,21216674848,105363559,0,132550411
development,16016005,n5-csma,N5 CSMA,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0541225215275574,0.529987910814142,0,0,9.64815419186399,12.4072301943656,0,1.03665746653735,0.0735986733001658,0.16,0.219999999999999,0.300000000000001,0.138518518518518,0.0649198452183527,708,866,675,55,748,1612,1169,443,1012,748,264,0,0,0,171,0.185667752442997,0,0,158,0,1,32,32,0,0,0,0,55,900,0,0.267833333333312,55,0,0,0.24098217542087,0.349652508471597,12,0,12,9,3,0.297166666666667,3.464,0.102,0.230400000000002,0,0,0.713200000000001,56.25,97.4166666666667,62.3333333333333,0.00771118349619986,0.024,0.0469759358288771,0.104,0.984549727189239,1961,112,0.122896481387047,0.0535714285714286,0.103689385102483,0.104635894017664,0.9753795,0,667031052582,21216674848,105363559,0,132560451
development,16016005,n5-csma,N5 CSMA,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0541225215275574,0.529987910814142,0,0,9.64815419186399,12.4072301943656,0,1.03665746653735,0.0735986733001658,0.16,0.219999999999999,0.300000000000001,0.138518518518518,0.0649198452183527,708,866,675,55,748,1612,1169,443,1012,748,264,0,0,0,171,0.185667752442997,0,0,158,0,1,32,32,0,0,0,0,55,900,0,0.267833333333312,55,0,0,0.24098217542087,0.349652508471597,12,0,12,9,3,0.297166666666667,3.464,0.102,0.230400000000002,0,0,0.713200000000001,56.25,97.4166666666667,62.3333333333333,0.00771118349619986,0.024,0.0469759358288771,0.104,0.984549727189239,1961,112,0.122896481387047,0.0535714285714286,0.103689385102483,0.104635894017664,0.9558027,0,667031052582,21216674848,105363559,0,132547136
development,16016005,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0856433724364143,0.474848206799576,0,0,9.59130481919747,12.472559410014,0,1.03629533831758,0.105870646766169,0.279999999999999,0.42,0.699999999999999,0.202620232172471,0.0967495854063019,951,2191,435,310,385,4072,765,3305,1180,385,795,1,2,0,1840,0.735705717712915,0,43,1283,2,2,32,32,0,0,0,0,310,796,18,0.505666666666691,0,0,0,0.406396431485962,0.522630813816622,0,0,0,0,0,0.762249999999957,8.76399999999948,0.383,0.203776000000003,0,0,1.8293999999999,36.25,63.75,32.0833333333333,0.00932866853258701,0.024,0.0352051948051949,0.056,0.977124267382717,4352,384,0.105238970588235,0.135416666666667,0.103689385102483,0.104635894017664,1.1174474,0,667031052582,21216674848,105363559,0,132993907
development,16016005,n5-aloha,N5 ALOHA,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0975010411771731,0.443395457828176,0,0,9.58436832815024,12.2515738706768,0,1.03615940952118,0.165284687672747,0.571999999999998,1.0384,1.26,0.470436705362078,0.305152017689331,992,2299,437,0,347,4175,787,3388,1359,347,1012,0,0,0,1834,0.797738147020444,0,38,1345,5,1,32,32,0,0,0,0,0,1359,5,0.477166666666681,0,0,0,0.41594693969536,0.552627386586796,0,0,0,0,0,0.766333333333286,9.19599999999943,0,0.347904,0,0,1.83919999999989,36.4166666666667,65.5833333333333,28.9166666666667,0.0101200521966073,0.0250000000000004,0.0494870317002883,0.1057,0.968721941816522,4756,0,0.109335576114382,0,0.103689385102483,0.104635894017664,1.0647635,0,667031052582,21216674848,105363559,0,133002057
development,16016005,n5-aloha,N5 ALOHA,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.07857006068227,0.488636481755821,0,0,9.59130481919747,12.472559410014,0,1.03634904347693,0.110116086235489,0.279999999999999,0.44,0.659999999999999,0.219668325041459,0.10955223880597,914,2024,454,302,432,3784,774,3010,1132,432,700,0,0,0,1643,0.706362854686156,0,45,1155,2,2,32,32,0,0,0,0,302,732,19,0.474000000000014,302,19,0,0.380963352127861,0.526438273105775,0,0,0,0,0,0.707666666666629,8.09599999999955,0.396,0.187392000000002,0,0,1.69839999999991,37.8333333333333,64.5,36,0.00908512467755809,0.024,0.0346388888888889,0.0564499999999999,0.988708207415935,4034,400,0.108081308874566,0.1225,0.103689385102483,0.104635894017664,1.1013989,0,667031052582,21216674848,105363559,0,132996007
development,16016005,n5-aloha,N5 ALOHA,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0856433724364143,0.474848206799576,0,0,9.59130481919747,12.472559410014,0,1.03629533831758,0.105870646766169,0.279999999999999,0.42,0.699999999999999,0.202620232172471,0.0967495854063019,951,2191,435,310,385,4072,765,3305,1180,385,795,1,2,0,1840,0.735705717712915,0,43,1283,2,2,32,32,0,0,0,0,310,796,18,0.505666666666691,0,0,0,0.406396431485962,0.522630813816622,0,0,0,0,0,0.762249999999957,8.76399999999948,0.383,0.203776000000003,0,0,1.8293999999999,36.25,63.75,32.0833333333333,0.00932866853258701,0.024,0.0352051948051949,0.056,0.977124267382717,4352,384,0.105238970588235,0.135416666666667,0.103689385102483,0.104635894017664,1.1654085,0,667031052582,21216674848,105363559,0,132991011
development,16016005,n5-aloha,N5 ALOHA,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0721470038498572,0.495367485762234,0,0,9.59130481919747,12.5377599933185,0,1.03640918107261,0.0938087341072414,0.219999999999999,0.299999999999999,0.379999999999999,0.176716417910447,0.0829076838032062,842,1891,448,346,457,3456,788,2668,1066,457,609,0,0,0,1550,0.692892266428252,0,1,1050,6,2,32,32,0,0,0,0,346,601,2,0.449000000000006,346,9,0,0.372931251096063,0.553524887357516,59,12,48,59,0,0.668583333333301,7.56399999999961,0.459,0.153856000000002,0,0,1.60459999999992,37.3333333333333,65.6666666666667,38.0833333333333,0.0093915958873492,0.0259999999999998,0.0344595185995625,0.0552000000000005,0.986745329400197,3670,465,0.105449591280654,0.10752688172043,0.103689385102483,0.104635894017664,1.1259129,0,667031052582,21216674848,105363559,0,133001051
development,16016005,n5-aloha,N5 ALOHA,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,aloha,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0721470038498572,0.495367485762234,0,0,9.59130481919747,12.5377599933185,0,1.03640918107261,0.0938087341072414,0.219999999999999,0.299999999999999,0.379999999999999,0.176716417910447,0.0829076838032062,842,1891,448,346,457,3456,788,2668,1066,457,609,0,0,0,1550,0.692892266428252,0,1,1050,6,2,32,32,0,0,0,0,346,601,2,0.449000000000006,346,9,0,0.372931251096063,0.553524887357516,59,12,48,59,0,0.668583333333301,7.56399999999961,0.459,0.153856000000002,0,0,1.60459999999992,37.3333333333333,65.6666666666667,38.0833333333333,0.0093915958873492,0.0259999999999998,0.0344595185995625,0.0552000000000005,0.986745329400197,3670,465,0.105449591280654,0.10752688172043,0.103689385102483,0.104635894017664,1.1507439,0,667031052582,21216674848,105363559,0,132987736
development,16016005,n5-background030,N5 30% background,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0941557209896004,0.481537593709905,0,0,9.61971398361869,12.7238937003825,0,1.03643751464117,0.132106135986733,0.32,0.438400000000001,0.620000000000001,0.327639579878386,0.195533443891653,1052,2182,436,168,339,4009,761,3245,1412,339,1071,2,3,2,1797,0.76468085106383,0,221,1353,28,2,32,32,0,0,0,0,168,1194,192,0.762750000000013,0,0,0,0.754011085749268,0.806563341779091,0,0,0,0,0,0.745166666666624,8.72799999999948,0.214,0.305664000000001,3.58699999999964,1451,1.7883999999999,36.3333333333333,63.4166666666667,28.25,0.0181280851063831,0.0449999999999999,0.0523362831858408,0.0941,0.985923966599243,4442,218,0.113912651958577,0.123853211009174,0.103689385102483,0.104635894017664,1.1590768,0,667031052582,21216674848,105363559,0,133223569
development,16016005,n5-background030,N5 30% background,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0850138910258909,0.491963977342599,0,0,9.61971398361869,12.6494501071722,0,1.03646553208129,0.125638474295191,0.300000000000001,0.4,0.48,0.32424543946932,0.198606965174129,1076,2157,460,0,317,3940,805,3132,1560,317,1242,2,3,1,1681,0.779323133982383,0,222,1303,28,1,32,32,0,0,0,0,0,1560,191,0.745000000000024,0,0,0,0.734351383068159,0.82156139909902,0,0,0,0,0,0.718999999999958,8.62799999999949,0,0.39936,3.58699999999964,1421,1.7255999999999,38.3333333333333,67.0833333333333,26.4166666666667,0.018937876680575,0.048,0.056242902208202,0.120199999999999,0.992448759439051,4537,0,0.122988759091911,0,0.103689385102483,0.104635894017664,1.1012768,0,667031052582,21216674848,105363559,0,133231719
development,16016005,n5-background030,N5 30% background,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0817380147771805,0.492030599751413,0,0,9.61971398361869,12.6494501071722,0,1.03647625794999,0.112537313432836,0.26,0.34,0.460000000000001,0.251088999447208,0.138551686014373,1052,2083,465,8,353,3789,811,2978,1571,353,1218,0,0,0,1602,0.766140602582496,0,221,1252,30,2,32,32,0,0,0,0,8,1551,195,0.734000000000029,8,2,0,0.703660478916614,0.805273739023615,0,0,0,0,0,0.695666666666627,8.33199999999953,0.016,0.397055999999999,3.58699999999964,1370,1.66959999999991,38.75,67.5833333333333,29.4166666666667,0.0186341463414635,0.0489999999999995,0.0587563739376772,0.1218,0.9921081006676,4377,20,0.126342243545808,0,0.103689385102483,0.104635894017664,1.137339,0,667031052582,21216674848,105363559,0,133225669
development,16016005,n5-background030,N5 30% background,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0941557209896004,0.481537593709905,0,0,9.61971398361869,12.7238937003825,0,1.03643751464117,0.132106135986733,0.32,0.438400000000001,0.620000000000001,0.327639579878386,0.195533443891653,1052,2182,436,168,339,4009,761,3245,1412,339,1071,2,3,2,1797,0.76468085106383,0,221,1353,28,2,32,32,0,0,0,0,168,1194,192,0.762750000000013,0,0,0,0.754011085749268,0.806563341779091,0,0,0,0,0,0.745166666666624,8.72799999999948,0.214,0.305664000000001,3.58699999999964,1451,1.7883999999999,36.3333333333333,63.4166666666667,28.25,0.0181280851063831,0.0449999999999999,0.0523362831858408,0.0941,0.985923966599243,4442,218,0.113912651958577,0.123853211009174,0.103689385102483,0.104635894017664,1.2145342,0,667031052582,21216674848,105363559,0,133220673
development,16016005,n5-background030,N5 30% background,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0857627635009513,0.488669617859359,0,0,9.62119706174305,12.6775416848496,0,1.0364526162884,0.119789939192924,0.291999999999998,0.42,0.74,0.278794914317302,0.159004975124378,885,2118,444,15,311,3900,773,3127,1360,311,1049,0,0,0,1661,0.778715424285045,0,3,1239,13,1,32,32,0,0,0,0,15,1329,13,0.743166666666692,15,1,0,0.719820451347296,0.778701048333522,330,137,231,314,16,0.708416666666626,8.47199999999951,0.029,0.340224000000001,3.58699999999964,1416,1.7001999999999,37,64.4166666666667,25.9166666666667,0.021748241912799,0.0580000000000003,0.0617266881028939,0.127,0.993779301305641,4379,31,0.113952957296186,0,0.103689385102483,0.104635894017664,1.1692426,0,667031052582,21216674848,105363559,0,133230713
development,16016005,n5-background030,N5 30% background,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0.3,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0857627635009513,0.488669617859359,0,0,9.62119706174305,12.6775416848496,0,1.0364526162884,0.119789939192924,0.291999999999998,0.42,0.74,0.278794914317302,0.159004975124378,885,2118,444,15,311,3900,773,3127,1360,311,1049,0,0,0,1661,0.778715424285045,0,3,1239,13,1,32,32,0,0,0,0,15,1329,13,0.743166666666692,15,1,0,0.719820451347296,0.778701048333522,330,137,231,314,16,0.708416666666626,8.47199999999951,0.029,0.340224000000001,3.58699999999964,1416,1.7001999999999,37,64.4166666666667,25.9166666666667,0.021748241912799,0.0580000000000003,0.0617266881028939,0.127,0.993779301305641,4379,31,0.113952957296186,0,0.103689385102483,0.104635894017664,1.0754639,0,667031052582,21216674848,105363559,0,133217398
development,16016005,n5-hidden,N5 hidden terminals,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0589808483395449,0.521643986608039,0,0,9.56635845612176,12.3587456369624,0,1.03663190044845,0.0827086788280817,0.18,0.280000000000001,0.52,0.140840243228303,0.0581315644002211,729,1236,555,471,656,2309,955,1354,1126,656,470,0,0,0,780,0.456942003514938,0,17,524,5,2,32,32,0,0,0,0,471,507,10,0.376499999999983,0,0,0,0.200776546001146,0.338530326263609,0,0,0,0,0,0.462583333333325,4.9439999999999,0.607,0.129792000000001,0,0,1.11019999999998,46.25,79.5833333333333,54.6666666666667,0.00868131224370243,0.0276999999999992,0.0336067073170733,0.0569999999999997,0.988923669636407,2471,619,0.105625252934035,0.111470113085622,0.103689385102483,0.104635894017664,1.0620925,0,667031052582,21216674848,105363559,0,133003857
development,16016005,n5-hidden,N5 hidden terminals,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.060527009378335,0.521467654255256,0,0,9.56227371328916,12.3355378995973,0,1.03660642211572,0.0786511885019348,0.180000000000001,0.26,0.4,0.162951907131012,0.084300718629077,822,1392,621,0,613,2566,1090,1476,1350,613,737,0,0,0,740,0.531609195402299,0,17,587,7,1,32,32,0,0,0,0,0,1350,19,0.369749999999982,0,0,0,0.201858786278368,0.287550400674506,0,0,0,0,0,0.463999999999986,5.56799999999983,0,0.345600000000002,0,0,1.11359999999997,51.75,90.8333333333333,51.0833333333333,0.0101989942528737,0.0280000000000005,0.0500081566068517,0.11,0.98810100311311,3070,0,0.103908794788274,0,0.103689385102483,0.104635894017664,0.939301700000001,0,667031052582,21216674848,105363559,0,133012007
development,16016005,n5-hidden,N5 hidden terminals,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0627617777083253,0.518716881758175,0,0,9.56227371328916,12.3355378995973,0,1.03647446147636,0.087739082365948,0.219999999999999,0.300000000000001,0.380000000000001,0.18033167495854,0.0925925925925927,880,1463,594,52,566,2702,1029,1673,1224,566,658,0,0,0,857,0.565676567656766,0,75,658,23,2,32,32,0,0,0,0,52,1123,37,0.380583333333318,52,0,0,0.208718198187354,0.312499524270859,0,0,0,0,0,0.495583333333317,5.8519999999998,0.0950000000000001,0.287488000000002,0,0,1.18939999999996,49.5,85.75,47.1666666666667,0.0096264026402641,0.027,0.0473869257950532,0.10175,0.984832668099478,3112,101,0.109575835475578,0.099009900990099,0.103689385102483,0.104635894017664,1.0375118,0,667031052582,21216674848,105363559,0,133005957
development,16016005,n5-hidden,N5 hidden terminals,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0589808483395449,0.521643986608039,0,0,9.56635845612176,12.3587456369624,0,1.03663190044845,0.0827086788280817,0.18,0.280000000000001,0.52,0.140840243228303,0.0581315644002211,729,1236,555,471,656,2309,955,1354,1126,656,470,0,0,0,780,0.456942003514938,0,17,524,5,2,32,32,0,0,0,0,471,507,10,0.376499999999983,0,0,0,0.200776546001146,0.338530326263609,0,0,0,0,0,0.462583333333325,4.9439999999999,0.607,0.129792000000001,0,0,1.11019999999998,46.25,79.5833333333333,54.6666666666667,0.00868131224370243,0.0276999999999992,0.0336067073170733,0.0569999999999997,0.988923669636407,2471,619,0.105625252934035,0.111470113085622,0.103689385102483,0.104635894017664,1.0951052,0,667031052582,21216674848,105363559,0,133000961
development,16016005,n5-hidden,N5 hidden terminals,MAC-aware ablation,guarded-adaptive,5,NaN,mac-aware-broadcast,Adaptive ACK + guard,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0589656276211252,0.524207160522447,0,0,9.56227371328916,12.3355378995973,0,1.03655852675376,0.0843781094527362,0.199999999999999,0.34,0.48,0.17551133222775,0.091133222775014,807,1357,613,51,603,2534,1054,1480,1168,603,565,0,0,0,727,0.516335227272727,0,0,550,15,2,32,32,0,0,0,0,51,1057,8,0.36599999999998,51,0,0,0.202293147573846,0.388389352173755,51,0,51,46,5,0.460666666666654,5.42799999999985,0.1,0.270592000000002,0,0,1.10559999999997,51.0833333333333,87.8333333333333,50.25,0.0102357954545456,0.0299999999999999,0.0467595356550582,0.103799999999999,0.992955197061583,2888,111,0.104570637119114,0.0630630630630631,0.103689385102483,0.104635894017664,1.0776519,0,667031052582,21216674848,105363559,0,133011001
development,16016005,n5-hidden,N5 hidden terminals,MAC-aware ablation,full-v2,6,NaN,mac-aware-broadcast,Full MAC-aware v2,adaptive,5,ring2,6dof,csma,0.2,0.2,0,0.6,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0589656276211252,0.524207160522447,0,0,9.56227371328916,12.3355378995973,0,1.03655852675376,0.0843781094527362,0.199999999999999,0.34,0.48,0.17551133222775,0.091133222775014,807,1357,613,51,603,2534,1054,1480,1168,603,565,0,0,0,727,0.516335227272727,0,0,550,15,2,32,32,0,0,0,0,51,1057,8,0.36599999999998,51,0,0,0.202293147573846,0.388389352173755,51,0,51,46,5,0.460666666666654,5.42799999999985,0.1,0.270592000000002,0,0,1.10559999999997,51.0833333333333,87.8333333333333,50.25,0.0102357954545456,0.0299999999999999,0.0467595356550582,0.103799999999999,0.992955197061583,2888,111,0.104570637119114,0.0630630630630631,0.103689385102483,0.104635894017664,1.0066864,0,667031052582,21216674848,105363559,0,132997686
development,16016005,n10-ring2,N10 ring2,MAC-aware ablation,frozen-hybrid,1,NaN,causal-broadcast,Frozen hybrid,hybrid,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0947391041125924,0.504297353966492,0,0,NaN,NaN,NaN,NaN,0.0852546789860222,0.180000000000001,0.26,0.420000000000002,0.156436863302535,0.0711821843165128,1656,2757,1185,866,1418,6031,2382,3647,3103,1418,1685,1,2,0,1880,0.518906983163124,0,189,1290,22,2,32,32,0,0,0,0,866,1937,187,0.730833333333366,0,0,0,0.684304015553567,0.791819715321094,0,0,0,0,0,1.01424999999994,11.0279999999992,1.14299999999999,0.495871999999993,0,0,2.43419999999984,98.75,198.5,118.166666666667,0.0140888766215844,0.04,0.0432581100141045,0.0779999999999995,0.986549526827178,6573,1166,0.102997109386886,0.107204116638079,0.104742542909515,0.0998483586068988,1.5839851,0,2586259445556,84950081492,410907084,0,141501863
development,16016005,n10-ring2,N10 ring2,MAC-aware ablation,frozen-piggyback,2,NaN,causal-broadcast,Frozen piggyback,piggyback,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0874871027317382,0.511810212968807,0,0,NaN,NaN,NaN,NaN,0.0758208955223879,0.16,0.24,0.34,0.147969675432362,0.0721487799099742,1640,2501,1266,0,1503,5343,2519,2822,3013,1503,1509,1,2,1,1198,0.479008396641343,0,171,1034,15,1,32,32,0,0,0,0,0,3013,191,0.603083333333387,0,0,0,0.525847870475443,0.622958541572172,0,0,0,0,0,0.833666666666612,10.0039999999993,0,0.771327999999998,0,0,2.00079999999987,105.5,209.916666666667,125.25,0.0137860855657738,0.0379999999999998,0.0537598137059216,0.111,0.99292272237297,6168,0,0.104409857328145,0,0.104742542909515,0.0998483586068988,1.4121427,0,2586259445556,84950081492,410907084,0,141510013
development,16016005,n10-ring2,N10 ring2,MAC-aware ablation,adaptive-only,3,NaN,mac-aware-broadcast,Adaptive ACK only,adaptive,10,ring2,di,csma,0.2,0.2,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0861069402738516,0.512064143052615,0,0,NaN,NaN,NaN,NaN,0.0779625681118217,0.18,0.24,0.379999999999999,0.156958066808813,0.0789954986969915,1581,2312,1325,98,1551,5008,2649,2357,2780,1551,1227,1,2,2,979,0.406224066390041,0,105,836,12,2,32,32,0,0,0,0,98,2550,108,0.608250000000054,98,8,0,0.570700065843715,0.714255446634026,0,0,0,0,0,0.786833333333286,9.24799999999943,0.194,0.652799999999998,0,0,1.88839999999989,110.416666666667,220.75,129.25,0.0130228215767636,0.0379999999999999,0.0507485493230175,0.107,0.989591847087803,5706,230,0.107255520504732,0.0956521739130435,0.104742542909515,0.0998483586068988,1.4208484,0,2586259445556,84950081492,410907084,0,141503963
development,16016005,n10-ring2,N10 ring2,MAC-aware ablation,access-only,4,NaN,causal-broadcast,Access scaling only,hybrid,10,ring2,di,csma,0.1,0.1,0,1,1,0.097,0.097,0.0277777777777778,0.0277777777777778,0.0991016030325376,0.501773857212696,0,0,NaN,NaN,NaN,NaN,0.0881070836294716,0.180000000000001,0.26,0.440000000000001,0.149973939824686,0.0618668561952145,1522,1891,1230,816,1703,4118,2492,1625,2707,1703,1002,1,1,2,851,0.31437015145918,0,209,580,5,2,32,32,0,0,0,0,817,1617,263,0.612083333333385,0,0,0,0.596786901566891,0.701541079973981,0,0,0,0,0,0.719999999999967,7.56399999999961,1.076,0.413951999999998,0,0,1.72799999999992,102.5,207.666666666667,141.916666666667,0.0192161063908386,0.054,0.0528173810921904,0.0990000000000002,0.982377081114776,4562,1090,0.104778605874616,0.0899082568807339,0.104742542909515,0.0998483586068988,1.5402842,0,2586259445556,84950081492,410907084,0,141776410
